PROFILES: ELECTRIC POTENTIAL phi, MACH NUMBER U_z/cs, MACH NUMBER U_Bdir/c_s 
distance(mm)    phi(V)      U_z/cs(-)      U_Bdir/c_s(-)
 4.5000e-02    4.3978e+01   -7.7123e-01    1.8301e+00
 4.6000e-02    4.4505e+01   -7.6322e-01    1.8288e+00
 4.7000e-02    4.5022e+01   -7.5539e-01    1.8276e+00
 4.8000e-02    4.5530e+01   -7.4773e-01    1.8263e+00
 4.9000e-02    4.6029e+01   -7.4021e-01    1.8250e+00
 5.0000e-02    4.6520e+01   -7.3287e-01    1.8238e+00
 5.1000e-02    4.7002e+01   -7.2568e-01    1.8225e+00
 5.2000e-02    4.7477e+01   -7.1866e-01    1.8213e+00
 5.3000e-02    4.7943e+01   -7.1179e-01    1.8201e+00
 5.4000e-02    4.8402e+01   -7.0504e-01    1.8189e+00
 5.5000e-02    4.8854e+01   -6.9844e-01    1.8177e+00
 5.6000e-02    4.9298e+01   -6.9200e-01    1.8165e+00
 5.7000e-02    4.9735e+01   -6.8569e-01    1.8153e+00
 5.8000e-02    5.0166e+01   -6.7951e-01    1.8142e+00
 5.9000e-02    5.0590e+01   -6.7346e-01    1.8130e+00
 6.0000e-02    5.1007e+01   -6.6755e-01    1.8118e+00
 6.1000e-02    5.1419e+01   -6.6177e-01    1.8106e+00
 6.2000e-02    5.1824e+01   -6.5611e-01    1.8095e+00
 6.3000e-02    5.2224e+01   -6.5058e-01    1.8084e+00
 6.4000e-02    5.2618e+01   -6.4517e-01    1.8072e+00
 6.5000e-02    5.3006e+01   -6.3986e-01    1.8061e+00
 6.6000e-02    5.3390e+01   -6.3464e-01    1.8050e+00
 6.7000e-02    5.3768e+01   -6.2950e-01    1.8039e+00
 6.8000e-02    5.4142e+01   -6.2445e-01    1.8027e+00
 6.9000e-02    5.4512e+01   -6.1948e-01    1.8016e+00
 7.0000e-02    5.4877e+01   -6.1461e-01    1.8005e+00
 7.1000e-02    5.5237e+01   -6.0980e-01    1.7994e+00
 7.2000e-02    5.5593e+01   -6.0507e-01    1.7983e+00
 7.3000e-02    5.5946e+01   -6.0042e-01    1.7972e+00
 7.4000e-02    5.6294e+01   -5.9586e-01    1.7961e+00
 7.5000e-02    5.6638e+01   -5.9138e-01    1.7951e+00
 7.6000e-02    5.6978e+01   -5.8697e-01    1.7940e+00
 7.7000e-02    5.7314e+01   -5.8264e-01    1.7929e+00
 7.8000e-02    5.7646e+01   -5.7839e-01    1.7918e+00
 7.9000e-02    5.7974e+01   -5.7422e-01    1.7907e+00
 8.0000e-02    5.8299e+01   -5.7012e-01    1.7896e+00
 8.1000e-02    5.8619e+01   -5.6613e-01    1.7886e+00
 8.2000e-02    5.8936e+01   -5.6222e-01    1.7875e+00
 8.3000e-02    5.9250e+01   -5.5839e-01    1.7864e+00
 8.4000e-02    5.9560e+01   -5.5467e-01    1.7854e+00
 8.5000e-02    5.9867e+01   -5.5103e-01    1.7843e+00
 8.6000e-02    6.0171e+01   -5.4745e-01    1.7832e+00
 8.7000e-02    6.0472e+01   -5.4393e-01    1.7822e+00
 8.8000e-02    6.0770e+01   -5.4049e-01    1.7811e+00
 8.9000e-02    6.1066e+01   -5.3712e-01    1.7801e+00
 9.0000e-02    6.1360e+01   -5.3379e-01    1.7790e+00
 9.1000e-02    6.1651e+01   -5.3053e-01    1.7780e+00
 9.2000e-02    6.1941e+01   -5.2731e-01    1.7770e+00
 9.3000e-02    6.2228e+01   -5.2413e-01    1.7759e+00
 9.4000e-02    6.2513e+01   -5.2097e-01    1.7749e+00
 9.5000e-02    6.2797e+01   -5.1783e-01    1.7738e+00
 9.6000e-02    6.3079e+01   -5.1473e-01    1.7728e+00
 9.7000e-02    6.3360e+01   -5.1161e-01    1.7718e+00
 9.8000e-02    6.3639e+01   -5.0853e-01    1.7708e+00
 9.9000e-02    6.3916e+01   -5.0546e-01    1.7697e+00
 1.0000e-01    6.4192e+01   -5.0239e-01    1.7687e+00
 1.0100e-01    6.4467e+01   -4.9934e-01    1.7676e+00
 1.0200e-01    6.4740e+01   -4.9628e-01    1.7666e+00
 1.0300e-01    6.5012e+01   -4.9325e-01    1.7656e+00
 1.0400e-01    6.5283e+01   -4.9024e-01    1.7645e+00
 1.0500e-01    6.5553e+01   -4.8723e-01    1.7635e+00
 1.0600e-01    6.5821e+01   -4.8422e-01    1.7624e+00
 1.0700e-01    6.6088e+01   -4.8123e-01    1.7614e+00
 1.0800e-01    6.6354e+01   -4.7827e-01    1.7603e+00
 1.0900e-01    6.6618e+01   -4.7529e-01    1.7593e+00
 1.1000e-01    6.6881e+01   -4.7235e-01    1.7582e+00
 1.1100e-01    6.7143e+01   -4.6936e-01    1.7571e+00
 1.1200e-01    6.7404e+01   -4.6656e-01    1.7561e+00
 1.1300e-01    6.7663e+01   -4.6370e-01    1.7550e+00
 1.1400e-01    6.7921e+01   -4.6083e-01    1.7540e+00
 1.1500e-01    6.8178e+01   -4.5799e-01    1.7529e+00
 1.1600e-01    6.8434e+01   -4.5514e-01    1.7519e+00
 1.1700e-01    6.8688e+01   -4.5231e-01    1.7508e+00
 1.1800e-01    6.8941e+01   -4.4951e-01    1.7498e+00
 1.1900e-01    6.9193e+01   -4.4670e-01    1.7487e+00
 1.2000e-01    6.9444e+01   -4.4384e-01    1.7476e+00
 1.2100e-01    6.9693e+01   -4.4101e-01    1.7465e+00
 1.2200e-01    6.9941e+01   -4.3838e-01    1.7455e+00
 1.2300e-01    7.0187e+01   -4.3573e-01    1.7444e+00
 1.2400e-01    7.0430e+01   -4.3316e-01    1.7434e+00
 1.2500e-01    7.0673e+01   -4.3060e-01    1.7423e+00
 1.2600e-01    7.0913e+01   -4.2811e-01    1.7412e+00
 1.2700e-01    7.1152e+01   -4.2567e-01    1.7402e+00
 1.2800e-01    7.1389e+01   -4.2327e-01    1.7391e+00
 1.2900e-01    7.1624e+01   -4.2097e-01    1.7380e+00
 1.3000e-01    7.1857e+01   -4.1874e-01    1.7370e+00
 1.3100e-01    7.2089e+01   -4.1654e-01    1.7360e+00
 1.3200e-01    7.2319e+01   -4.1439e-01    1.7349e+00
 1.3300e-01    7.2548e+01   -4.1228e-01    1.7339e+00
 1.3400e-01    7.2775e+01   -4.1018e-01    1.7328e+00
 1.3500e-01    7.3002e+01   -4.0808e-01    1.7317e+00
 1.3600e-01    7.3227e+01   -4.0603e-01    1.7306e+00
 1.3700e-01    7.3450e+01   -4.0408e-01    1.7296e+00
 1.3800e-01    7.3673e+01   -4.0213e-01    1.7286e+00
 1.3900e-01    7.3894e+01   -4.0015e-01    1.7275e+00
 1.4000e-01    7.4114e+01   -3.9810e-01    1.7265e+00
 1.4100e-01    7.4333e+01   -3.9605e-01    1.7254e+00
 1.4200e-01    7.4550e+01   -3.9417e-01    1.7243e+00
 1.4300e-01    7.4767e+01   -3.9224e-01    1.7232e+00
 1.4400e-01    7.4983e+01   -3.9018e-01    1.7221e+00
 1.4500e-01    7.5197e+01   -3.8827e-01    1.7211e+00
 1.4600e-01    7.5410e+01   -3.8651e-01    1.7201e+00
 1.4700e-01    7.5621e+01   -3.8473e-01    1.7191e+00
 1.4800e-01    7.5831e+01   -3.8303e-01    1.7182e+00
 1.4900e-01    7.6040e+01   -3.8129e-01    1.7171e+00
 1.5000e-01    7.6247e+01   -3.7959e-01    1.7161e+00
 1.5100e-01    7.6453e+01   -3.7792e-01    1.7150e+00
 1.5200e-01    7.6657e+01   -3.7628e-01    1.7140e+00
 1.5300e-01    7.6860e+01   -3.7469e-01    1.7129e+00
 1.5400e-01    7.7062e+01   -3.7309e-01    1.7119e+00
 1.5500e-01    7.7263e+01   -3.7146e-01    1.7109e+00
 1.5600e-01    7.7463e+01   -3.6973e-01    1.7097e+00
 1.5700e-01    7.7663e+01   -3.6834e-01    1.7087e+00
 1.5800e-01    7.7861e+01   -3.6687e-01    1.7078e+00
 1.5900e-01    7.8059e+01   -3.6537e-01    1.7067e+00
 1.6000e-01    7.8257e+01   -3.6387e-01    1.7057e+00
 1.6100e-01    7.8454e+01   -3.6241e-01    1.7046e+00
 1.6200e-01    7.8652e+01   -3.6086e-01    1.7036e+00
 1.6300e-01    7.8851e+01   -3.5924e-01    1.7025e+00
 1.6400e-01    7.9051e+01   -3.5759e-01    1.7015e+00
 1.6500e-01    7.9251e+01   -3.5578e-01    1.7004e+00
 1.6600e-01    7.9452e+01   -3.5393e-01    1.6993e+00
 1.6700e-01    7.9653e+01   -3.5209e-01    1.6982e+00
 1.6800e-01    7.9855e+01   -3.5035e-01    1.6973e+00
 1.6900e-01    8.0056e+01   -3.4841e-01    1.6962e+00
 1.7000e-01    8.0258e+01   -3.4654e-01    1.6952e+00
 1.7100e-01    8.0459e+01   -3.4469e-01    1.6941e+00
 1.7200e-01    8.0659e+01   -3.4277e-01    1.6930e+00
 1.7300e-01    8.0859e+01   -3.4091e-01    1.6919e+00
 1.7400e-01    8.1057e+01   -3.3907e-01    1.6908e+00
 1.7500e-01    8.1252e+01   -3.3730e-01    1.6897e+00
 1.7600e-01    8.1445e+01   -3.3565e-01    1.6887e+00
 1.7700e-01    8.1636e+01   -3.3412e-01    1.6876e+00
 1.7800e-01    8.1823e+01   -3.3275e-01    1.6865e+00
 1.7900e-01    8.2007e+01   -3.3153e-01    1.6855e+00
 1.8000e-01    8.2188e+01   -3.3047e-01    1.6845e+00
 1.8100e-01    8.2366e+01   -3.2948e-01    1.6835e+00
 1.8200e-01    8.2543e+01   -3.2857e-01    1.6825e+00
 1.8300e-01    8.2717e+01   -3.2782e-01    1.6814e+00
 1.8400e-01    8.2892e+01   -3.2698e-01    1.6804e+00
 1.8500e-01    8.3066e+01   -3.2611e-01    1.6794e+00
 1.8600e-01    8.3240e+01   -3.2516e-01    1.6784e+00
 1.8700e-01    8.3416e+01   -3.2417e-01    1.6774e+00
 1.8800e-01    8.3593e+01   -3.2305e-01    1.6763e+00
 1.8900e-01    8.3771e+01   -3.2171e-01    1.6752e+00
 1.9000e-01    8.3950e+01   -3.2038e-01    1.6742e+00
 1.9100e-01    8.4130e+01   -3.1885e-01    1.6731e+00
 1.9200e-01    8.4310e+01   -3.1738e-01    1.6720e+00
 1.9300e-01    8.4490e+01   -3.1583e-01    1.6709e+00
 1.9400e-01    8.4670e+01   -3.1432e-01    1.6698e+00
 1.9500e-01    8.4849e+01   -3.1277e-01    1.6687e+00
 1.9600e-01    8.5027e+01   -3.1114e-01    1.6675e+00
 1.9700e-01    8.5203e+01   -3.0984e-01    1.6665e+00
 1.9800e-01    8.5378e+01   -3.0857e-01    1.6655e+00
 1.9900e-01    8.5551e+01   -3.0730e-01    1.6644e+00
 2.0000e-01    8.5723e+01   -3.0625e-01    1.6633e+00
 2.0100e-01    8.5893e+01   -3.0531e-01    1.6622e+00
 2.0200e-01    8.6061e+01   -3.0446e-01    1.6613e+00
 2.0300e-01    8.6228e+01   -3.0353e-01    1.6603e+00
 2.0400e-01    8.6394e+01   -3.0256e-01    1.6593e+00
 2.0500e-01    8.6558e+01   -3.0181e-01    1.6583e+00
 2.0600e-01    8.6722e+01   -3.0100e-01    1.6572e+00
 2.0700e-01    8.6885e+01   -3.0018e-01    1.6562e+00
 2.0800e-01    8.7049e+01   -2.9939e-01    1.6552e+00
 2.0900e-01    8.7212e+01   -2.9837e-01    1.6541e+00
 2.1000e-01    8.7376e+01   -2.9727e-01    1.6530e+00
 2.1100e-01    8.7540e+01   -2.9619e-01    1.6519e+00
 2.1200e-01    8.7704e+01   -2.9515e-01    1.6509e+00
 2.1300e-01    8.7868e+01   -2.9394e-01    1.6500e+00
 2.1400e-01    8.8032e+01   -2.9277e-01    1.6489e+00
 2.1500e-01    8.8196e+01   -2.9151e-01    1.6479e+00
 2.1600e-01    8.8360e+01   -2.9021e-01    1.6468e+00
 2.1700e-01    8.8523e+01   -2.8893e-01    1.6457e+00
 2.1800e-01    8.8686e+01   -2.8765e-01    1.6445e+00
 2.1900e-01    8.8847e+01   -2.8648e-01    1.6435e+00
 2.2000e-01    8.9007e+01   -2.8540e-01    1.6425e+00
 2.2100e-01    8.9165e+01   -2.8426e-01    1.6414e+00
 2.2200e-01    8.9323e+01   -2.8316e-01    1.6402e+00
 2.2300e-01    8.9478e+01   -2.8223e-01    1.6391e+00
 2.2400e-01    8.9633e+01   -2.8133e-01    1.6381e+00
 2.2500e-01    8.9787e+01   -2.8054e-01    1.6371e+00
 2.2600e-01    8.9940e+01   -2.7982e-01    1.6361e+00
 2.2700e-01    9.0093e+01   -2.7898e-01    1.6350e+00
 2.2800e-01    9.0245e+01   -2.7835e-01    1.6340e+00
 2.2900e-01    9.0398e+01   -2.7767e-01    1.6329e+00
 2.3000e-01    9.0551e+01   -2.7686e-01    1.6319e+00
 2.3100e-01    9.0705e+01   -2.7609e-01    1.6308e+00
 2.3200e-01    9.0860e+01   -2.7520e-01    1.6298e+00
 2.3300e-01    9.1015e+01   -2.7423e-01    1.6288e+00
 2.3400e-01    9.1171e+01   -2.7320e-01    1.6277e+00
 2.3500e-01    9.1328e+01   -2.7205e-01    1.6265e+00
 2.3600e-01    9.1484e+01   -2.7092e-01    1.6255e+00
 2.3700e-01    9.1640e+01   -2.6975e-01    1.6244e+00
 2.3800e-01    9.1796e+01   -2.6858e-01    1.6233e+00
 2.3900e-01    9.1951e+01   -2.6731e-01    1.6222e+00
 2.4000e-01    9.2103e+01   -2.6630e-01    1.6212e+00
 2.4100e-01    9.2254e+01   -2.6541e-01    1.6200e+00
 2.4200e-01    9.2403e+01   -2.6463e-01    1.6189e+00
 2.4300e-01    9.2550e+01   -2.6394e-01    1.6180e+00
 2.4400e-01    9.2696e+01   -2.6321e-01    1.6170e+00
 2.4500e-01    9.2841e+01   -2.6245e-01    1.6159e+00
 2.4600e-01    9.2984e+01   -2.6171e-01    1.6147e+00
 2.4700e-01    9.3127e+01   -2.6106e-01    1.6137e+00
 2.4800e-01    9.3269e+01   -2.6038e-01    1.6128e+00
 2.4900e-01    9.3412e+01   -2.5964e-01    1.6117e+00
 2.5000e-01    9.3553e+01   -2.5884e-01    1.6107e+00
 2.5100e-01    9.3695e+01   -2.5806e-01    1.6097e+00
 2.5200e-01    9.3836e+01   -2.5724e-01    1.6087e+00
 2.5300e-01    9.3978e+01   -2.5645e-01    1.6076e+00
 2.5400e-01    9.4119e+01   -2.5562e-01    1.6065e+00
 2.5500e-01    9.4260e+01   -2.5487e-01    1.6055e+00
 2.5600e-01    9.4401e+01   -2.5403e-01    1.6044e+00
 2.5700e-01    9.4541e+01   -2.5325e-01    1.6033e+00
 2.5800e-01    9.4682e+01   -2.5250e-01    1.6023e+00
 2.5900e-01    9.4822e+01   -2.5175e-01    1.6012e+00
 2.6000e-01    9.4962e+01   -2.5105e-01    1.6003e+00
 2.6100e-01    9.5102e+01   -2.5028e-01    1.5992e+00
 2.6200e-01    9.5242e+01   -2.4945e-01    1.5980e+00
 2.6300e-01    9.5382e+01   -2.4853e-01    1.5970e+00
 2.6400e-01    9.5522e+01   -2.4770e-01    1.5958e+00
 2.6500e-01    9.5660e+01   -2.4684e-01    1.5948e+00
 2.6600e-01    9.5798e+01   -2.4608e-01    1.5937e+00
 2.6700e-01    9.5934e+01   -2.4532e-01    1.5927e+00
 2.6800e-01    9.6068e+01   -2.4460e-01    1.5916e+00
 2.6900e-01    9.6201e+01   -2.4406e-01    1.5906e+00
 2.7000e-01    9.6332e+01   -2.4356e-01    1.5896e+00
 2.7100e-01    9.6463e+01   -2.4312e-01    1.5886e+00
 2.7200e-01    9.6594e+01   -2.4258e-01    1.5875e+00
 2.7300e-01    9.6725e+01   -2.4191e-01    1.5865e+00
 2.7400e-01    9.6856e+01   -2.4138e-01    1.5855e+00
 2.7500e-01    9.6987e+01   -2.4090e-01    1.5845e+00
 2.7600e-01    9.7118e+01   -2.4018e-01    1.5834e+00
 2.7700e-01    9.7250e+01   -2.3964e-01    1.5824e+00
 2.7800e-01    9.7382e+01   -2.3883e-01    1.5813e+00
 2.7900e-01    9.7515e+01   -2.3809e-01    1.5803e+00
 2.8000e-01    9.7648e+01   -2.3725e-01    1.5792e+00
 2.8100e-01    9.7781e+01   -2.3645e-01    1.5782e+00
 2.8200e-01    9.7914e+01   -2.3565e-01    1.5771e+00
 2.8300e-01    9.8045e+01   -2.3494e-01    1.5760e+00
 2.8400e-01    9.8176e+01   -2.3434e-01    1.5750e+00
 2.8500e-01    9.8305e+01   -2.3378e-01    1.5739e+00
 2.8600e-01    9.8433e+01   -2.3329e-01    1.5728e+00
 2.8700e-01    9.8560e+01   -2.3280e-01    1.5718e+00
 2.8800e-01    9.8687e+01   -2.3232e-01    1.5707e+00
 2.8900e-01    9.8813e+01   -2.3186e-01    1.5697e+00
 2.9000e-01    9.8938e+01   -2.3130e-01    1.5687e+00
 2.9100e-01    9.9064e+01   -2.3060e-01    1.5676e+00
 2.9200e-01    9.9189e+01   -2.2990e-01    1.5664e+00
 2.9300e-01    9.9314e+01   -2.2940e-01    1.5655e+00
 2.9400e-01    9.9438e+01   -2.2881e-01    1.5645e+00
 2.9500e-01    9.9563e+01   -2.2810e-01    1.5634e+00
 2.9600e-01    9.9687e+01   -2.2735e-01    1.5625e+00
 2.9700e-01    9.9812e+01   -2.2652e-01    1.5614e+00
 2.9800e-01    9.9937e+01   -2.2576e-01    1.5603e+00
 2.9900e-01    1.0006e+02   -2.2493e-01    1.5593e+00
 3.0000e-01    1.0018e+02   -2.2401e-01    1.5581e+00
 3.0100e-01    1.0031e+02   -2.2331e-01    1.5570e+00
 3.0200e-01    1.0043e+02   -2.2266e-01    1.5560e+00
 3.0300e-01    1.0055e+02   -2.2205e-01    1.5549e+00
 3.0400e-01    1.0067e+02   -2.2142e-01    1.5538e+00
 3.0500e-01    1.0079e+02   -2.2079e-01    1.5527e+00
 3.0600e-01    1.0091e+02   -2.2019e-01    1.5518e+00
 3.0700e-01    1.0103e+02   -2.1952e-01    1.5508e+00
 3.0800e-01    1.0115e+02   -2.1912e-01    1.5497e+00
 3.0900e-01    1.0127e+02   -2.1867e-01    1.5487e+00
 3.1000e-01    1.0139e+02   -2.1813e-01    1.5477e+00
 3.1100e-01    1.0151e+02   -2.1749e-01    1.5468e+00
 3.1200e-01    1.0162e+02   -2.1683e-01    1.5457e+00
 3.1300e-01    1.0174e+02   -2.1627e-01    1.5446e+00
 3.1400e-01    1.0186e+02   -2.1583e-01    1.5436e+00
 3.1500e-01    1.0198e+02   -2.1537e-01    1.5425e+00
 3.1600e-01    1.0210e+02   -2.1476e-01    1.5415e+00
 3.1700e-01    1.0221e+02   -2.1423e-01    1.5404e+00
 3.1800e-01    1.0233e+02   -2.1372e-01    1.5394e+00
 3.1900e-01    1.0244e+02   -2.1328e-01    1.5383e+00
 3.2000e-01    1.0256e+02   -2.1284e-01    1.5373e+00
 3.2100e-01    1.0267e+02   -2.1243e-01    1.5363e+00
 3.2200e-01    1.0279e+02   -2.1210e-01    1.5352e+00
 3.2300e-01    1.0290e+02   -2.1157e-01    1.5342e+00
 3.2400e-01    1.0302e+02   -2.1087e-01    1.5331e+00
 3.2500e-01    1.0313e+02   -2.1016e-01    1.5320e+00
 3.2600e-01    1.0325e+02   -2.0956e-01    1.5309e+00
 3.2700e-01    1.0336e+02   -2.0895e-01    1.5299e+00
 3.2800e-01    1.0348e+02   -2.0852e-01    1.5289e+00
 3.2900e-01    1.0359e+02   -2.0817e-01    1.5280e+00
 3.3000e-01    1.0370e+02   -2.0783e-01    1.5269e+00
 3.3100e-01    1.0381e+02   -2.0744e-01    1.5258e+00
 3.3200e-01    1.0392e+02   -2.0704e-01    1.5248e+00
 3.3300e-01    1.0403e+02   -2.0670e-01    1.5238e+00
 3.3400e-01    1.0415e+02   -2.0621e-01    1.5227e+00
 3.3500e-01    1.0426e+02   -2.0558e-01    1.5217e+00
 3.3600e-01    1.0437e+02   -2.0485e-01    1.5207e+00
 3.3700e-01    1.0448e+02   -2.0423e-01    1.5196e+00
 3.3800e-01    1.0459e+02   -2.0360e-01    1.5186e+00
 3.3900e-01    1.0470e+02   -2.0309e-01    1.5175e+00
 3.4000e-01    1.0481e+02   -2.0257e-01    1.5166e+00
 3.4100e-01    1.0491e+02   -2.0217e-01    1.5156e+00
 3.4200e-01    1.0502e+02   -2.0180e-01    1.5146e+00
 3.4300e-01    1.0513e+02   -2.0126e-01    1.5135e+00
 3.4400e-01    1.0523e+02   -2.0082e-01    1.5125e+00
 3.4500e-01    1.0534e+02   -2.0028e-01    1.5115e+00
 3.4600e-01    1.0545e+02   -1.9971e-01    1.5105e+00
 3.4700e-01    1.0555e+02   -1.9916e-01    1.5094e+00
 3.4800e-01    1.0566e+02   -1.9869e-01    1.5083e+00
 3.4900e-01    1.0576e+02   -1.9820e-01    1.5072e+00
 3.5000e-01    1.0587e+02   -1.9795e-01    1.5062e+00
 3.5100e-01    1.0597e+02   -1.9786e-01    1.5052e+00
 3.5200e-01    1.0607e+02   -1.9768e-01    1.5043e+00
 3.5300e-01    1.0618e+02   -1.9735e-01    1.5033e+00
 3.5400e-01    1.0629e+02   -1.9682e-01    1.5022e+00
 3.5500e-01    1.0639e+02   -1.9623e-01    1.5012e+00
 3.5600e-01    1.0650e+02   -1.9568e-01    1.5002e+00
 3.5700e-01    1.0661e+02   -1.9503e-01    1.4992e+00
 3.5800e-01    1.0672e+02   -1.9449e-01    1.4982e+00
 3.5900e-01    1.0683e+02   -1.9395e-01    1.4971e+00
 3.6000e-01    1.0693e+02   -1.9370e-01    1.4961e+00
 3.6100e-01    1.0703e+02   -1.9338e-01    1.4951e+00
 3.6200e-01    1.0714e+02   -1.9293e-01    1.4940e+00
 3.6300e-01    1.0725e+02   -1.9231e-01    1.4930e+00
 3.6400e-01    1.0735e+02   -1.9161e-01    1.4919e+00
 3.6500e-01    1.0746e+02   -1.9090e-01    1.4909e+00
 3.6600e-01    1.0756e+02   -1.9031e-01    1.4899e+00
 3.6700e-01    1.0766e+02   -1.8989e-01    1.4889e+00
 3.6800e-01    1.0776e+02   -1.8946e-01    1.4878e+00
 3.6900e-01    1.0786e+02   -1.8919e-01    1.4868e+00
 3.7000e-01    1.0796e+02   -1.8895e-01    1.4859e+00
 3.7100e-01    1.0806e+02   -1.8882e-01    1.4849e+00
 3.7200e-01    1.0816e+02   -1.8858e-01    1.4838e+00
 3.7300e-01    1.0826e+02   -1.8811e-01    1.4828e+00
 3.7400e-01    1.0836e+02   -1.8773e-01    1.4817e+00
 3.7500e-01    1.0846e+02   -1.8733e-01    1.4807e+00
 3.7600e-01    1.0856e+02   -1.8698e-01    1.4797e+00
 3.7700e-01    1.0866e+02   -1.8650e-01    1.4787e+00
 3.7800e-01    1.0876e+02   -1.8598e-01    1.4777e+00
 3.7900e-01    1.0885e+02   -1.8549e-01    1.4766e+00
 3.8000e-01    1.0895e+02   -1.8515e-01    1.4755e+00
 3.8100e-01    1.0904e+02   -1.8497e-01    1.4745e+00
 3.8200e-01    1.0914e+02   -1.8474e-01    1.4735e+00
 3.8300e-01    1.0923e+02   -1.8442e-01    1.4726e+00
 3.8400e-01    1.0933e+02   -1.8406e-01    1.4715e+00
 3.8500e-01    1.0943e+02   -1.8348e-01    1.4705e+00
 3.8600e-01    1.0953e+02   -1.8285e-01    1.4695e+00
 3.8700e-01    1.0963e+02   -1.8216e-01    1.4684e+00
 3.8800e-01    1.0972e+02   -1.8172e-01    1.4674e+00
 3.8900e-01    1.0982e+02   -1.8148e-01    1.4665e+00
 3.9000e-01    1.0991e+02   -1.8127e-01    1.4654e+00
 3.9100e-01    1.1001e+02   -1.8092e-01    1.4644e+00
 3.9200e-01    1.1010e+02   -1.8062e-01    1.4634e+00
 3.9300e-01    1.1019e+02   -1.8023e-01    1.4624e+00
 3.9400e-01    1.1029e+02   -1.7985e-01    1.4614e+00
 3.9500e-01    1.1038e+02   -1.7937e-01    1.4603e+00
 3.9600e-01    1.1047e+02   -1.7885e-01    1.4594e+00
 3.9700e-01    1.1056e+02   -1.7841e-01    1.4584e+00
 3.9800e-01    1.1065e+02   -1.7822e-01    1.4575e+00
 3.9900e-01    1.1074e+02   -1.7813e-01    1.4564e+00
 4.0000e-01    1.1083e+02   -1.7803e-01    1.4555e+00
 4.0100e-01    1.1092e+02   -1.7792e-01    1.4546e+00
 4.0200e-01    1.1101e+02   -1.7761e-01    1.4535e+00
 4.0300e-01    1.1110e+02   -1.7704e-01    1.4525e+00
 4.0400e-01    1.1119e+02   -1.7665e-01    1.4516e+00
 4.0500e-01    1.1128e+02   -1.7633e-01    1.4506e+00
