PROFILES: ELECTRIC POTENTIAL phi, MACH NUMBER U_z/cs, MACH NUMBER U_Bdir/c_s 
distance(mm)    phi(V)      U_z/cs(-)      U_Bdir/c_s(-)
 3.9700e-01    1.4691e+02   -6.0344e-01    1.1598e+00
 3.9800e-01    1.4696e+02   -6.0198e-01    1.1587e+00
 3.9900e-01    1.4701e+02   -6.0070e-01    1.1580e+00
 4.0000e-01    1.4706e+02   -5.9968e-01    1.1569e+00
 4.0100e-01    1.4709e+02   -5.9896e-01    1.1564e+00
 4.0200e-01    1.4712e+02   -5.9854e-01    1.1560e+00
 4.0300e-01    1.4714e+02   -5.9845e-01    1.1557e+00
 4.0400e-01    1.4715e+02   -5.9870e-01    1.1555e+00
 4.0500e-01    1.4715e+02   -5.9927e-01    1.1555e+00
 4.0600e-01    1.4714e+02   -6.0011e-01    1.1555e+00
 4.0700e-01    1.4712e+02   -6.0115e-01    1.1560e+00
 4.0800e-01    1.4711e+02   -6.0234e-01    1.1561e+00
 4.0900e-01    1.4709e+02   -6.0360e-01    1.1564e+00
 4.1000e-01    1.4707e+02   -6.0485e-01    1.1568e+00
 4.1100e-01    1.4705e+02   -6.0602e-01    1.1570e+00
 4.1200e-01    1.4704e+02   -6.0705e-01    1.1574e+00
 4.1300e-01    1.4703e+02   -6.0786e-01    1.1575e+00
 4.1400e-01    1.4703e+02   -6.0840e-01    1.1576e+00
 4.1500e-01    1.4704e+02   -6.0866e-01    1.1573e+00
 4.1600e-01    1.4705e+02   -6.0860e-01    1.1572e+00
 4.1700e-01    1.4708e+02   -6.0820e-01    1.1567e+00
 4.1800e-01    1.4711e+02   -6.0748e-01    1.1559e+00
 4.1900e-01    1.4716e+02   -6.0644e-01    1.1553e+00
 4.2000e-01    1.4721e+02   -6.0511e-01    1.1544e+00
 4.2100e-01    1.4726e+02   -6.0356e-01    1.1533e+00
 4.2200e-01    1.4733e+02   -6.0183e-01    1.1521e+00
 4.2300e-01    1.4739e+02   -6.0000e-01    1.1512e+00
 4.2400e-01    1.4746e+02   -5.9814e-01    1.1498e+00
 4.2500e-01    1.4752e+02   -5.9632e-01    1.1488e+00
 4.2600e-01    1.4758e+02   -5.9465e-01    1.1477e+00
 4.2700e-01    1.4764e+02   -5.9317e-01    1.1467e+00
 4.2800e-01    1.4768e+02   -5.9196e-01    1.1458e+00
 4.2900e-01    1.4772e+02   -5.9104e-01    1.1451e+00
 4.3000e-01    1.4776e+02   -5.9044e-01    1.1445e+00
 4.3100e-01    1.4778e+02   -5.9016e-01    1.1441e+00
 4.3200e-01    1.4779e+02   -5.9022e-01    1.1439e+00
 4.3300e-01    1.4780e+02   -5.9060e-01    1.1437e+00
 4.3400e-01    1.4780e+02   -5.9126e-01    1.1440e+00
 4.3500e-01    1.4779e+02   -5.9217e-01    1.1442e+00
 4.3600e-01    1.4777e+02   -5.9326e-01    1.1443e+00
 4.3700e-01    1.4775e+02   -5.9445e-01    1.1448e+00
 4.3800e-01    1.4773e+02   -5.9568e-01    1.1451e+00
 4.3900e-01    1.4771e+02   -5.9687e-01    1.1452e+00
 4.4000e-01    1.4770e+02   -5.9799e-01    1.1458e+00
 4.4100e-01    1.4768e+02   -5.9890e-01    1.1457e+00
 4.4200e-01    1.4768e+02   -5.9957e-01    1.1461e+00
 4.4300e-01    1.4768e+02   -5.9995e-01    1.1459e+00
 4.4400e-01    1.4769e+02   -6.0004e-01    1.1457e+00
 4.4500e-01    1.4771e+02   -5.9982e-01    1.1454e+00
 4.4600e-01    1.4774e+02   -5.9928e-01    1.1449e+00
 4.4700e-01    1.4778e+02   -5.9844e-01    1.1442e+00
 4.4800e-01    1.4782e+02   -5.9734e-01    1.1435e+00
 4.4900e-01    1.4787e+02   -5.9602e-01    1.1425e+00
 4.5000e-01    1.4793e+02   -5.9453e-01    1.1415e+00
 4.5100e-01    1.4799e+02   -5.9294e-01    1.1404e+00
 4.5200e-01    1.4805e+02   -5.9127e-01    1.1393e+00
 4.5300e-01    1.4811e+02   -5.8960e-01    1.1383e+00
 4.5400e-01    1.4817e+02   -5.8799e-01    1.1372e+00
 4.5500e-01    1.4822e+02   -5.8649e-01    1.1363e+00
 4.5600e-01    1.4827e+02   -5.8520e-01    1.1353e+00
 4.5700e-01    1.4831e+02   -5.8418e-01    1.1345e+00
 4.5800e-01    1.4834e+02   -5.8349e-01    1.1339e+00
 4.5900e-01    1.4837e+02   -5.8313e-01    1.1335e+00
 4.6000e-01    1.4838e+02   -5.8310e-01    1.1332e+00
 4.6100e-01    1.4838e+02   -5.8339e-01    1.1332e+00
 4.6200e-01    1.4838e+02   -5.8398e-01    1.1332e+00
 4.6300e-01    1.4837e+02   -5.8481e-01    1.1333e+00
 4.6400e-01    1.4836e+02   -5.8581e-01    1.1337e+00
 4.6500e-01    1.4834e+02   -5.8695e-01    1.1340e+00
 4.6600e-01    1.4832e+02   -5.8815e-01    1.1344e+00
 4.6700e-01    1.4830e+02   -5.8936e-01    1.1347e+00
 4.6800e-01    1.4828e+02   -5.9049e-01    1.1350e+00
 4.6900e-01    1.4827e+02   -5.9147e-01    1.1353e+00
 4.7000e-01    1.4826e+02   -5.9222e-01    1.1354e+00
 4.7100e-01    1.4826e+02   -5.9267e-01    1.1354e+00
 4.7200e-01    1.4827e+02   -5.9280e-01    1.1352e+00
 4.7300e-01    1.4829e+02   -5.9260e-01    1.1349e+00
 4.7400e-01    1.4831e+02   -5.9211e-01    1.1344e+00
 4.7500e-01    1.4834e+02   -5.9133e-01    1.1339e+00
 4.7600e-01    1.4838e+02   -5.9031e-01    1.1330e+00
 4.7700e-01    1.4843e+02   -5.8908e-01    1.1322e+00
 4.7800e-01    1.4848e+02   -5.8770e-01    1.1313e+00
 4.7900e-01    1.4853e+02   -5.8622e-01    1.1303e+00
 4.8000e-01    1.4859e+02   -5.8473e-01    1.1294e+00
 4.8100e-01    1.4864e+02   -5.8328e-01    1.1284e+00
 4.8200e-01    1.4869e+02   -5.8193e-01    1.1274e+00
 4.8300e-01    1.4873e+02   -5.8071e-01    1.1267e+00
 4.8400e-01    1.4877e+02   -5.7971e-01    1.1258e+00
 4.8500e-01    1.4881e+02   -5.7897e-01    1.1253e+00
 4.8600e-01    1.4883e+02   -5.7852e-01    1.1248e+00
 4.8700e-01    1.4885e+02   -5.7835e-01    1.1244e+00
 4.8800e-01    1.4886e+02   -5.7847e-01    1.1242e+00
 4.8900e-01    1.4886e+02   -5.7884e-01    1.1241e+00
 4.9000e-01    1.4886e+02   -5.7951e-01    1.1245e+00
 4.9100e-01    1.4885e+02   -5.8033e-01    1.1245e+00
 4.9200e-01    1.4884e+02   -5.8124e-01    1.1248e+00
 4.9300e-01    1.4882e+02   -5.8219e-01    1.1251e+00
 4.9400e-01    1.4881e+02   -5.8311e-01    1.1253e+00
 4.9500e-01    1.4880e+02   -5.8393e-01    1.1255e+00
 4.9600e-01    1.4879e+02   -5.8459e-01    1.1255e+00
 4.9700e-01    1.4879e+02   -5.8505e-01    1.1257e+00
 4.9800e-01    1.4880e+02   -5.8529e-01    1.1254e+00
 4.9900e-01    1.4881e+02   -5.8527e-01    1.1252e+00
 5.0000e-01    1.4883e+02   -5.8498e-01    1.1247e+00
 5.0100e-01    1.4885e+02   -5.8444e-01    1.1244e+00
 5.0200e-01    1.4888e+02   -5.8364e-01    1.1237e+00
 5.0300e-01    1.4892e+02   -5.8262e-01    1.1230e+00
 5.0400e-01    1.4897e+02   -5.8144e-01    1.1222e+00
 5.0500e-01    1.4902e+02   -5.8016e-01    1.1212e+00
 5.0600e-01    1.4907e+02   -5.7880e-01    1.1205e+00
 5.0700e-01    1.4912e+02   -5.7743e-01    1.1195e+00
 5.0800e-01    1.4917e+02   -5.7610e-01    1.1186e+00
 5.0900e-01    1.4921e+02   -5.7491e-01    1.1178e+00
 5.1000e-01    1.4925e+02   -5.7392e-01    1.1171e+00
 5.1100e-01    1.4929e+02   -5.7313e-01    1.1165e+00
 5.1200e-01    1.4931e+02   -5.7260e-01    1.1160e+00
 5.1300e-01    1.4933e+02   -5.7236e-01    1.1158e+00
 5.1400e-01    1.4934e+02   -5.7240e-01    1.1154e+00
 5.1500e-01    1.4934e+02   -5.7268e-01    1.1152e+00
 5.1600e-01    1.4934e+02   -5.7320e-01    1.1155e+00
 5.1700e-01    1.4933e+02   -5.7391e-01    1.1156e+00
 5.1800e-01    1.4932e+02   -5.7476e-01    1.1159e+00
 5.1900e-01    1.4931e+02   -5.7568e-01    1.1161e+00
 5.2000e-01    1.4929e+02   -5.7662e-01    1.1163e+00
 5.2100e-01    1.4928e+02   -5.7752e-01    1.1165e+00
 5.2200e-01    1.4927e+02   -5.7834e-01    1.1167e+00
 5.2300e-01    1.4926e+02   -5.7903e-01    1.1169e+00
 5.2400e-01    1.4926e+02   -5.7953e-01    1.1168e+00
 5.2500e-01    1.4927e+02   -5.7979e-01    1.1168e+00
 5.2600e-01    1.4928e+02   -5.7981e-01    1.1167e+00
 5.2700e-01    1.4929e+02   -5.7956e-01    1.1163e+00
 5.2800e-01    1.4932e+02   -5.7907e-01    1.1158e+00
 5.2900e-01    1.4935e+02   -5.7832e-01    1.1152e+00
 5.3000e-01    1.4939e+02   -5.7735e-01    1.1144e+00
 5.3100e-01    1.4943e+02   -5.7621e-01    1.1138e+00
 5.3200e-01    1.4947e+02   -5.7495e-01    1.1128e+00
 5.3300e-01    1.4952e+02   -5.7363e-01    1.1120e+00
 5.3400e-01    1.4957e+02   -5.7232e-01    1.1111e+00
 5.3500e-01    1.4961e+02   -5.7109e-01    1.1103e+00
 5.3600e-01    1.4965e+02   -5.6997e-01    1.1095e+00
 5.3700e-01    1.4969e+02   -5.6897e-01    1.1088e+00
 5.3800e-01    1.4973e+02   -5.6817e-01    1.1084e+00
 5.3900e-01    1.4975e+02   -5.6762e-01    1.1077e+00
 5.4000e-01    1.4978e+02   -5.6732e-01    1.1075e+00
 5.4100e-01    1.4979e+02   -5.6725e-01    1.1071e+00
 5.4200e-01    1.4980e+02   -5.6740e-01    1.1070e+00
 5.4300e-01    1.4980e+02   -5.6776e-01    1.1070e+00
 5.4400e-01    1.4980e+02   -5.6829e-01    1.1070e+00
 5.4500e-01    1.4979e+02   -5.6894e-01    1.1071e+00
 5.4600e-01    1.4978e+02   -5.6969e-01    1.1073e+00
 5.4700e-01    1.4977e+02   -5.7049e-01    1.1075e+00
 5.4800e-01    1.4976e+02   -5.7127e-01    1.1076e+00
 5.4900e-01    1.4976e+02   -5.7199e-01    1.1077e+00
 5.5000e-01    1.4975e+02   -5.7259e-01    1.1079e+00
 5.5100e-01    1.4975e+02   -5.7304e-01    1.1079e+00
 5.5200e-01    1.4976e+02   -5.7328e-01    1.1078e+00
 5.5300e-01    1.4977e+02   -5.7327e-01    1.1077e+00
 5.5400e-01    1.4979e+02   -5.7303e-01    1.1073e+00
 5.5500e-01    1.4981e+02   -5.7254e-01    1.1069e+00
 5.5600e-01    1.4984e+02   -5.7183e-01    1.1063e+00
 5.5700e-01    1.4988e+02   -5.7093e-01    1.1057e+00
 5.5800e-01    1.4992e+02   -5.6983e-01    1.1050e+00
 5.5900e-01    1.4997e+02   -5.6859e-01    1.1041e+00
 5.6000e-01    1.5002e+02   -5.6727e-01    1.1032e+00
 5.6100e-01    1.5007e+02   -5.6592e-01    1.1025e+00
 5.6200e-01    1.5011e+02   -5.6459e-01    1.1014e+00
 5.6300e-01    1.5016e+02   -5.6336e-01    1.1007e+00
 5.6400e-01    1.5020e+02   -5.6231e-01    1.1000e+00
 5.6500e-01    1.5024e+02   -5.6150e-01    1.0994e+00
 5.6600e-01    1.5026e+02   -5.6096e-01    1.0988e+00
 5.6700e-01    1.5028e+02   -5.6073e-01    1.0986e+00
 5.6800e-01    1.5029e+02   -5.6079e-01    1.0984e+00
 5.6900e-01    1.5030e+02   -5.6114e-01    1.0983e+00
 5.7000e-01    1.5029e+02   -5.6173e-01    1.0985e+00
 5.7100e-01    1.5029e+02   -5.6252e-01    1.0987e+00
 5.7200e-01    1.5027e+02   -5.6346e-01    1.0990e+00
 5.7300e-01    1.5026e+02   -5.6443e-01    1.0992e+00
 5.7400e-01    1.5025e+02   -5.6536e-01    1.0995e+00
 5.7500e-01    1.5023e+02   -5.6619e-01    1.0998e+00
 5.7600e-01    1.5022e+02   -5.6689e-01    1.0999e+00
 5.7700e-01    1.5022e+02   -5.6739e-01    1.1000e+00
 5.7800e-01    1.5022e+02   -5.6764e-01    1.0999e+00
 5.7900e-01    1.5023e+02   -5.6763e-01    1.0997e+00
 5.8000e-01    1.5025e+02   -5.6737e-01    1.0994e+00
 5.8100e-01    1.5027e+02   -5.6683e-01    1.0989e+00
 5.8200e-01    1.5030e+02   -5.6604e-01    1.0983e+00
 5.8300e-01    1.5034e+02   -5.6503e-01    1.0977e+00
 5.8400e-01    1.5038e+02   -5.6384e-01    1.0969e+00
 5.8500e-01    1.5043e+02   -5.6254e-01    1.0961e+00
 5.8600e-01    1.5048e+02   -5.6116e-01    1.0951e+00
 5.8700e-01    1.5052e+02   -5.5982e-01    1.0942e+00
 5.8800e-01    1.5056e+02   -5.5862e-01    1.0934e+00
 5.8900e-01    1.5060e+02   -5.5760e-01    1.0928e+00
 5.9000e-01    1.5063e+02   -5.5684e-01    1.0922e+00
 5.9100e-01    1.5065e+02   -5.5635e-01    1.0916e+00
 5.9200e-01    1.5067e+02   -5.5617e-01    1.0915e+00
 5.9300e-01    1.5067e+02   -5.5625e-01    1.0913e+00
 5.9400e-01    1.5067e+02   -5.5662e-01    1.0913e+00
 5.9500e-01    1.5067e+02   -5.5721e-01    1.0913e+00
 5.9600e-01    1.5066e+02   -5.5800e-01    1.0916e+00
 5.9700e-01    1.5064e+02   -5.5894e-01    1.0919e+00
 5.9800e-01    1.5063e+02   -5.5994e-01    1.0922e+00
 5.9900e-01    1.5061e+02   -5.6093e-01    1.0925e+00
 6.0000e-01    1.5060e+02   -5.6185e-01    1.0927e+00
 6.0100e-01    1.5059e+02   -5.6261e-01    1.0931e+00
 6.0200e-01    1.5059e+02   -5.6313e-01    1.0929e+00
 6.0300e-01    1.5059e+02   -5.6338e-01    1.0930e+00
 6.0400e-01    1.5060e+02   -5.6330e-01    1.0928e+00
 6.0500e-01    1.5062e+02   -5.6288e-01    1.0924e+00
 6.0600e-01    1.5065e+02   -5.6219e-01    1.0919e+00
 6.0700e-01    1.5068e+02   -5.6123e-01    1.0912e+00
 6.0800e-01    1.5072e+02   -5.6010e-01    1.0904e+00
 6.0900e-01    1.5076e+02   -5.5887e-01    1.0896e+00
 6.1000e-01    1.5080e+02   -5.5758e-01    1.0888e+00
 6.1100e-01    1.5084e+02   -5.5633e-01    1.0880e+00
 6.1200e-01    1.5088e+02   -5.5516e-01    1.0872e+00
 6.1300e-01    1.5091e+02   -5.5415e-01    1.0865e+00
 6.1400e-01    1.5095e+02   -5.5332e-01    1.0861e+00
 6.1500e-01    1.5097e+02   -5.5273e-01    1.0856e+00
 6.1600e-01    1.5099e+02   -5.5242e-01    1.0852e+00
 6.1700e-01    1.5099e+02   -5.5235e-01    1.0849e+00
 6.1800e-01    1.5100e+02   -5.5257e-01    1.0849e+00
 6.1900e-01    1.5099e+02   -5.5305e-01    1.0849e+00
 6.2000e-01    1.5098e+02   -5.5374e-01    1.0850e+00
 6.2100e-01    1.5097e+02   -5.5458e-01    1.0853e+00
 6.2200e-01    1.5095e+02   -5.5550e-01    1.0856e+00
 6.2300e-01    1.5094e+02   -5.5641e-01    1.0860e+00
 6.2400e-01    1.5092e+02   -5.5726e-01    1.0862e+00
 6.2500e-01    1.5091e+02   -5.5797e-01    1.0864e+00
 6.2600e-01    1.5091e+02   -5.5853e-01    1.0864e+00
 6.2700e-01    1.5091e+02   -5.5887e-01    1.0865e+00
 6.2800e-01    1.5091e+02   -5.5899e-01    1.0864e+00
 6.2900e-01    1.5092e+02   -5.5886e-01    1.0861e+00
 6.3000e-01    1.5094e+02   -5.5851e-01    1.0858e+00
 6.3100e-01    1.5097e+02   -5.5792e-01    1.0853e+00
 6.3200e-01    1.5099e+02   -5.5712e-01    1.0847e+00
 6.3300e-01    1.5103e+02   -5.5616e-01    1.0841e+00
 6.3400e-01    1.5107e+02   -5.5506e-01    1.0833e+00
 6.3500e-01    1.5111e+02   -5.5387e-01    1.0826e+00
 6.3600e-01    1.5115e+02   -5.5267e-01    1.0817e+00
 6.3700e-01    1.5119e+02   -5.5151e-01    1.0810e+00
 6.3800e-01    1.5122e+02   -5.5045e-01    1.0802e+00
 6.3900e-01    1.5125e+02   -5.4964e-01    1.0797e+00
 6.4000e-01    1.5127e+02   -5.4906e-01    1.0792e+00
 6.4100e-01    1.5129e+02   -5.4873e-01    1.0788e+00
 6.4200e-01    1.5130e+02   -5.4871e-01    1.0786e+00
 6.4300e-01    1.5130e+02   -5.4902e-01    1.0787e+00
 6.4400e-01    1.5129e+02   -5.4962e-01    1.0788e+00
 6.4500e-01    1.5127e+02   -5.5049e-01    1.0789e+00
 6.4600e-01    1.5126e+02   -5.5159e-01    1.0794e+00
 6.4700e-01    1.5123e+02   -5.5280e-01    1.0799e+00
 6.4800e-01    1.5121e+02   -5.5405e-01    1.0802e+00
 6.4900e-01    1.5118e+02   -5.5524e-01    1.0808e+00
 6.5000e-01    1.5116e+02   -5.5631e-01    1.0812e+00
 6.5100e-01    1.5115e+02   -5.5719e-01    1.0813e+00
 6.5200e-01    1.5114e+02   -5.5781e-01    1.0815e+00
 6.5300e-01    1.5114e+02   -5.5811e-01    1.0815e+00
 6.5400e-01    1.5115e+02   -5.5807e-01    1.0813e+00
 6.5500e-01    1.5117e+02   -5.5768e-01    1.0808e+00
 6.5600e-01    1.5119e+02   -5.5695e-01    1.0805e+00
 6.5700e-01    1.5123e+02   -5.5589e-01    1.0798e+00
 6.5800e-01    1.5127e+02   -5.5457e-01    1.0788e+00
 6.5900e-01    1.5132e+02   -5.5307e-01    1.0780e+00
 6.6000e-01    1.5137e+02   -5.5144e-01    1.0769e+00
 6.6100e-01    1.5142e+02   -5.4977e-01    1.0760e+00
 6.6200e-01    1.5147e+02   -5.4818e-01    1.0750e+00
 6.6300e-01    1.5152e+02   -5.4676e-01    1.0740e+00
 6.6400e-01    1.5155e+02   -5.4559e-01    1.0734e+00
 6.6500e-01    1.5158e+02   -5.4478e-01    1.0728e+00
 6.6600e-01    1.5160e+02   -5.4436e-01    1.0724e+00
 6.6700e-01    1.5161e+02   -5.4435e-01    1.0723e+00
 6.6800e-01    1.5161e+02   -5.4476e-01    1.0723e+00
 6.6900e-01    1.5160e+02   -5.4556e-01    1.0724e+00
 6.7000e-01    1.5158e+02   -5.4667e-01    1.0729e+00
 6.7100e-01    1.5155e+02   -5.4802e-01    1.0734e+00
 6.7200e-01    1.5152e+02   -5.4952e-01    1.0739e+00
 6.7300e-01    1.5149e+02   -5.5102e-01    1.0745e+00
 6.7400e-01    1.5147e+02   -5.5240e-01    1.0751e+00
 6.7500e-01    1.5144e+02   -5.5353e-01    1.0755e+00
 6.7600e-01    1.5143e+02   -5.5435e-01    1.0757e+00
 6.7700e-01    1.5143e+02   -5.5477e-01    1.0758e+00
 6.7800e-01    1.5144e+02   -5.5477e-01    1.0757e+00
 6.7900e-01    1.5146e+02   -5.5436e-01    1.0752e+00
 6.8000e-01    1.5149e+02   -5.5354e-01    1.0747e+00
 6.8100e-01    1.5152e+02   -5.5237e-01    1.0740e+00
 6.8200e-01    1.5157e+02   -5.5090e-01    1.0730e+00
 6.8300e-01    1.5162e+02   -5.4925e-01    1.0720e+00
 6.8400e-01    1.5167e+02   -5.4752e-01    1.0711e+00
 6.8500e-01    1.5172e+02   -5.4584e-01    1.0702e+00
 6.8600e-01    1.5177e+02   -5.4432e-01    1.0691e+00
 6.8700e-01    1.5181e+02   -5.4304e-01    1.0684e+00
 6.8800e-01    1.5184e+02   -5.4211e-01    1.0677e+00
 6.8900e-01    1.5186e+02   -5.4156e-01    1.0672e+00
 6.9000e-01    1.5187e+02   -5.4144e-01    1.0670e+00
 6.9100e-01    1.5187e+02   -5.4175e-01    1.0670e+00
 6.9200e-01    1.5186e+02   -5.4243e-01    1.0671e+00
 6.9300e-01    1.5185e+02   -5.4341e-01    1.0674e+00
 6.9400e-01    1.5182e+02   -5.4464e-01    1.0679e+00
 6.9500e-01    1.5180e+02   -5.4601e-01    1.0685e+00
 6.9600e-01    1.5177e+02   -5.4742e-01    1.0689e+00
 6.9700e-01    1.5174e+02   -5.4878e-01    1.0695e+00
 6.9800e-01    1.5171e+02   -5.5001e-01    1.0700e+00
 6.9900e-01    1.5169e+02   -5.5099e-01    1.0702e+00
 7.0000e-01    1.5168e+02   -5.5168e-01    1.0704e+00
 7.0100e-01    1.5168e+02   -5.5201e-01    1.0706e+00
 7.0200e-01    1.5169e+02   -5.5196e-01    1.0703e+00
 7.0300e-01    1.5170e+02   -5.5156e-01    1.0701e+00
 7.0400e-01    1.5173e+02   -5.5079e-01    1.0694e+00
 7.0500e-01    1.5177e+02   -5.4968e-01    1.0687e+00
 7.0600e-01    1.5181e+02   -5.4829e-01    1.0679e+00
 7.0700e-01    1.5186e+02   -5.4671e-01    1.0670e+00
 7.0800e-01    1.5191e+02   -5.4505e-01    1.0660e+00
 7.0900e-01    1.5196e+02   -5.4341e-01    1.0650e+00
 7.1000e-01    1.5200e+02   -5.4190e-01    1.0641e+00
 7.1100e-01    1.5204e+02   -5.4064e-01    1.0633e+00
 7.1200e-01    1.5208e+02   -5.3969e-01    1.0626e+00
 7.1300e-01    1.5210e+02   -5.3913e-01    1.0622e+00
 7.1400e-01    1.5211e+02   -5.3902e-01    1.0619e+00
 7.1500e-01    1.5211e+02   -5.3936e-01    1.0620e+00
 7.1600e-01    1.5210e+02   -5.4012e-01    1.0623e+00
 7.1700e-01    1.5207e+02   -5.4124e-01    1.0627e+00
 7.1800e-01    1.5205e+02   -5.4259e-01    1.0631e+00
 7.1900e-01    1.5202e+02   -5.4409e-01    1.0639e+00
 7.2000e-01    1.5199e+02   -5.4564e-01    1.0644e+00
 7.2100e-01    1.5196e+02   -5.4711e-01    1.0651e+00
 7.2200e-01    1.5193e+02   -5.4841e-01    1.0656e+00
 7.2300e-01    1.5192e+02   -5.4941e-01    1.0658e+00
 7.2400e-01    1.5191e+02   -5.5000e-01    1.0659e+00
 7.2500e-01    1.5192e+02   -5.5016e-01    1.0660e+00
 7.2600e-01    1.5194e+02   -5.4982e-01    1.0656e+00
 7.2700e-01    1.5197e+02   -5.4901e-01    1.0652e+00
 7.2800e-01    1.5201e+02   -5.4775e-01    1.0643e+00
 7.2900e-01    1.5206e+02   -5.4612e-01    1.0633e+00
 7.3000e-01    1.5212e+02   -5.4421e-01    1.0624e+00
 7.3100e-01    1.5218e+02   -5.4211e-01    1.0610e+00
 7.3200e-01    1.5225e+02   -5.3997e-01    1.0598e+00
 7.3300e-01    1.5230e+02   -5.3795e-01    1.0587e+00
 7.3400e-01    1.5235e+02   -5.3617e-01    1.0576e+00
 7.3500e-01    1.5240e+02   -5.3478e-01    1.0568e+00
 7.3600e-01    1.5242e+02   -5.3392e-01    1.0562e+00
 7.3700e-01    1.5244e+02   -5.3363e-01    1.0560e+00
 7.3800e-01    1.5244e+02   -5.3392e-01    1.0559e+00
 7.3900e-01    1.5242e+02   -5.3476e-01    1.0561e+00
 7.4000e-01    1.5240e+02   -5.3612e-01    1.0567e+00
 7.4100e-01    1.5236e+02   -5.3786e-01    1.0574e+00
 7.4200e-01    1.5232e+02   -5.3985e-01    1.0582e+00
 7.4300e-01    1.5228e+02   -5.4192e-01    1.0591e+00
 7.4400e-01    1.5223e+02   -5.4389e-01    1.0598e+00
 7.4500e-01    1.5220e+02   -5.4561e-01    1.0607e+00
 7.4600e-01    1.5217e+02   -5.4695e-01    1.0612e+00
 7.4700e-01    1.5215e+02   -5.4782e-01    1.0612e+00
 7.4800e-01    1.5215e+02   -5.4814e-01    1.0615e+00
 7.4900e-01    1.5217e+02   -5.4789e-01    1.0612e+00
 7.5000e-01    1.5219e+02   -5.4705e-01    1.0605e+00
 7.5100e-01    1.5224e+02   -5.4567e-01    1.0598e+00
 7.5200e-01    1.5229e+02   -5.4386e-01    1.0587e+00
 7.5300e-01    1.5235e+02   -5.4175e-01    1.0575e+00
 7.5400e-01    1.5242e+02   -5.3947e-01    1.0563e+00
 7.5500e-01    1.5249e+02   -5.3719e-01    1.0550e+00
 7.5600e-01    1.5255e+02   -5.3507e-01    1.0537e+00
 7.5700e-01    1.5260e+02   -5.3327e-01    1.0527e+00
 7.5800e-01    1.5265e+02   -5.3190e-01    1.0521e+00
 7.5900e-01    1.5267e+02   -5.3107e-01    1.0513e+00
 7.6000e-01    1.5269e+02   -5.3083e-01    1.0512e+00
 7.6100e-01    1.5269e+02   -5.3121e-01    1.0511e+00
 7.6200e-01    1.5267e+02   -5.3217e-01    1.0515e+00
 7.6300e-01    1.5264e+02   -5.3359e-01    1.0520e+00
 7.6400e-01    1.5261e+02   -5.3535e-01    1.0528e+00
 7.6500e-01    1.5256e+02   -5.3728e-01    1.0536e+00
 7.6600e-01    1.5252e+02   -5.3924e-01    1.0543e+00
 7.6700e-01    1.5248e+02   -5.4106e-01    1.0553e+00
 7.6800e-01    1.5245e+02   -5.4264e-01    1.0559e+00
 7.6900e-01    1.5242e+02   -5.4384e-01    1.0564e+00
 7.7000e-01    1.5241e+02   -5.4459e-01    1.0566e+00
 7.7100e-01    1.5242e+02   -5.4481e-01    1.0566e+00
 7.7200e-01    1.5243e+02   -5.4448e-01    1.0562e+00
 7.7300e-01    1.5246e+02   -5.4359e-01    1.0559e+00
 7.7400e-01    1.5251e+02   -5.4218e-01    1.0548e+00
 7.7500e-01    1.5256e+02   -5.4033e-01    1.0538e+00
 7.7600e-01    1.5263e+02   -5.3818e-01    1.0526e+00
 7.7700e-01    1.5269e+02   -5.3585e-01    1.0514e+00
 7.7800e-01    1.5276e+02   -5.3350e-01    1.0501e+00
 7.7900e-01    1.5282e+02   -5.3127e-01    1.0488e+00
 7.8000e-01    1.5288e+02   -5.2935e-01    1.0477e+00
 7.8100e-01    1.5293e+02   -5.2784e-01    1.0468e+00
 7.8200e-01    1.5296e+02   -5.2684e-01    1.0461e+00
 7.8300e-01    1.5298e+02   -5.2640e-01    1.0458e+00
 7.8400e-01    1.5298e+02   -5.2653e-01    1.0456e+00
 7.8500e-01    1.5297e+02   -5.2722e-01    1.0460e+00
 7.8600e-01    1.5295e+02   -5.2842e-01    1.0463e+00
 7.8700e-01    1.5292e+02   -5.3000e-01    1.0470e+00
 7.8800e-01    1.5288e+02   -5.3183e-01    1.0477e+00
 7.8900e-01    1.5284e+02   -5.3376e-01    1.0487e+00
 7.9000e-01    1.5279e+02   -5.3562e-01    1.0493e+00
 7.9100e-01    1.5276e+02   -5.3732e-01    1.0501e+00
 7.9200e-01    1.5273e+02   -5.3877e-01    1.0508e+00
 7.9300e-01    1.5271e+02   -5.3986e-01    1.0511e+00
 7.9400e-01    1.5270e+02   -5.4049e-01    1.0513e+00
 7.9500e-01    1.5271e+02   -5.4058e-01    1.0513e+00
 7.9600e-01    1.5273e+02   -5.4012e-01    1.0509e+00
 7.9700e-01    1.5276e+02   -5.3915e-01    1.0502e+00
 7.9800e-01    1.5281e+02   -5.3766e-01    1.0495e+00
 7.9900e-01    1.5286e+02   -5.3577e-01    1.0482e+00
 8.0000e-01    1.5292e+02   -5.3361e-01    1.0471e+00
 8.0100e-01    1.5299e+02   -5.3129e-01    1.0459e+00
 8.0200e-01    1.5305e+02   -5.2898e-01    1.0445e+00
 8.0300e-01    1.5311e+02   -5.2686e-01    1.0432e+00
 8.0400e-01    1.5316e+02   -5.2510e-01    1.0424e+00
