Particle Symbol, Particle Mass (kg), Particle Charge (C), Particle Weight (N/m^2)
[e]   9.10938370E-31  -1.60217663E-19   1.00000000E+10
[H+]   1.67262192E-27   1.60217663E-19   1.00000000E+10
