PROFILES: ELECTRIC POTENTIAL phi, MACH NUMBER U_z/cs, MACH NUMBER U_Bdir/c_s 
distance(mm)    phi(V)      U_z/cs(-)      U_Bdir/c_s(-)
 3.9600e-01    1.3857e+02   -9.0059e-01    1.0368e+00
 3.9700e-01    1.3857e+02   -9.0054e-01    1.0367e+00
 3.9800e-01    1.3857e+02   -9.0047e-01    1.0366e+00
 3.9900e-01    1.3858e+02   -9.0039e-01    1.0366e+00
 4.0000e-01    1.3858e+02   -9.0028e-01    1.0364e+00
 4.0100e-01    1.3859e+02   -9.0015e-01    1.0363e+00
 4.0200e-01    1.3860e+02   -9.0001e-01    1.0362e+00
 4.0300e-01    1.3860e+02   -8.9986e-01    1.0360e+00
 4.0400e-01    1.3861e+02   -8.9971e-01    1.0359e+00
 4.0500e-01    1.3862e+02   -8.9955e-01    1.0357e+00
 4.0600e-01    1.3863e+02   -8.9939e-01    1.0356e+00
 4.0700e-01    1.3864e+02   -8.9923e-01    1.0354e+00
 4.0800e-01    1.3864e+02   -8.9906e-01    1.0352e+00
 4.0900e-01    1.3865e+02   -8.9889e-01    1.0351e+00
 4.1000e-01    1.3866e+02   -8.9872e-01    1.0349e+00
 4.1100e-01    1.3867e+02   -8.9853e-01    1.0347e+00
 4.1200e-01    1.3868e+02   -8.9833e-01    1.0345e+00
 4.1300e-01    1.3869e+02   -8.9812e-01    1.0343e+00
 4.1400e-01    1.3870e+02   -8.9791e-01    1.0341e+00
 4.1500e-01    1.3871e+02   -8.9769e-01    1.0339e+00
 4.1600e-01    1.3872e+02   -8.9744e-01    1.0337e+00
 4.1700e-01    1.3873e+02   -8.9719e-01    1.0334e+00
 4.1800e-01    1.3874e+02   -8.9691e-01    1.0332e+00
 4.1900e-01    1.3876e+02   -8.9665e-01    1.0330e+00
 4.2000e-01    1.3877e+02   -8.9638e-01    1.0327e+00
 4.2100e-01    1.3878e+02   -8.9612e-01    1.0325e+00
 4.2200e-01    1.3879e+02   -8.9588e-01    1.0322e+00
 4.2300e-01    1.3880e+02   -8.9566e-01    1.0320e+00
 4.2400e-01    1.3881e+02   -8.9543e-01    1.0318e+00
 4.2500e-01    1.3882e+02   -8.9521e-01    1.0316e+00
 4.2600e-01    1.3883e+02   -8.9499e-01    1.0314e+00
 4.2700e-01    1.3884e+02   -8.9476e-01    1.0312e+00
 4.2800e-01    1.3885e+02   -8.9451e-01    1.0309e+00
 4.2900e-01    1.3887e+02   -8.9426e-01    1.0307e+00
 4.3000e-01    1.3888e+02   -8.9401e-01    1.0305e+00
 4.3100e-01    1.3889e+02   -8.9377e-01    1.0302e+00
 4.3200e-01    1.3890e+02   -8.9354e-01    1.0300e+00
 4.3300e-01    1.3891e+02   -8.9332e-01    1.0298e+00
 4.3400e-01    1.3892e+02   -8.9313e-01    1.0296e+00
 4.3500e-01    1.3893e+02   -8.9298e-01    1.0295e+00
 4.3600e-01    1.3893e+02   -8.9284e-01    1.0293e+00
 4.3700e-01    1.3894e+02   -8.9272e-01    1.0292e+00
 4.3800e-01    1.3895e+02   -8.9260e-01    1.0291e+00
 4.3900e-01    1.3895e+02   -8.9250e-01    1.0290e+00
 4.4000e-01    1.3896e+02   -8.9241e-01    1.0289e+00
 4.4100e-01    1.3897e+02   -8.9233e-01    1.0288e+00
 4.4200e-01    1.3897e+02   -8.9226e-01    1.0288e+00
 4.4300e-01    1.3897e+02   -8.9222e-01    1.0287e+00
 4.4400e-01    1.3898e+02   -8.9218e-01    1.0286e+00
 4.4500e-01    1.3898e+02   -8.9216e-01    1.0286e+00
 4.4600e-01    1.3898e+02   -8.9215e-01    1.0286e+00
 4.4700e-01    1.3898e+02   -8.9215e-01    1.0286e+00
 4.4800e-01    1.3898e+02   -8.9216e-01    1.0286e+00
 4.4900e-01    1.3898e+02   -8.9219e-01    1.0286e+00
 4.5000e-01    1.3898e+02   -8.9224e-01    1.0286e+00
 4.5100e-01    1.3898e+02   -8.9229e-01    1.0286e+00
 4.5200e-01    1.3898e+02   -8.9234e-01    1.0286e+00
 4.5300e-01    1.3898e+02   -8.9238e-01    1.0287e+00
 4.5400e-01    1.3898e+02   -8.9241e-01    1.0287e+00
 4.5500e-01    1.3898e+02   -8.9242e-01    1.0287e+00
 4.5600e-01    1.3898e+02   -8.9243e-01    1.0287e+00
 4.5700e-01    1.3898e+02   -8.9244e-01    1.0287e+00
 4.5800e-01    1.3898e+02   -8.9245e-01    1.0286e+00
 4.5900e-01    1.3899e+02   -8.9246e-01    1.0286e+00
 4.6000e-01    1.3899e+02   -8.9246e-01    1.0286e+00
 4.6100e-01    1.3899e+02   -8.9244e-01    1.0286e+00
 4.6200e-01    1.3899e+02   -8.9241e-01    1.0286e+00
 4.6300e-01    1.3900e+02   -8.9236e-01    1.0285e+00
 4.6400e-01    1.3900e+02   -8.9230e-01    1.0284e+00
 4.6500e-01    1.3901e+02   -8.9220e-01    1.0283e+00
 4.6600e-01    1.3902e+02   -8.9209e-01    1.0282e+00
 4.6700e-01    1.3902e+02   -8.9196e-01    1.0281e+00
 4.6800e-01    1.3903e+02   -8.9182e-01    1.0280e+00
 4.6900e-01    1.3904e+02   -8.9166e-01    1.0278e+00
 4.7000e-01    1.3904e+02   -8.9149e-01    1.0276e+00
 4.7100e-01    1.3905e+02   -8.9129e-01    1.0274e+00
 4.7200e-01    1.3906e+02   -8.9107e-01    1.0272e+00
 4.7300e-01    1.3907e+02   -8.9084e-01    1.0270e+00
 4.7400e-01    1.3908e+02   -8.9060e-01    1.0268e+00
 4.7500e-01    1.3909e+02   -8.9036e-01    1.0266e+00
 4.7600e-01    1.3910e+02   -8.9010e-01    1.0263e+00
 4.7700e-01    1.3911e+02   -8.8984e-01    1.0261e+00
 4.7800e-01    1.3912e+02   -8.8958e-01    1.0258e+00
 4.7900e-01    1.3913e+02   -8.8930e-01    1.0256e+00
 4.8000e-01    1.3915e+02   -8.8902e-01    1.0253e+00
 4.8100e-01    1.3916e+02   -8.8875e-01    1.0251e+00
 4.8200e-01    1.3917e+02   -8.8848e-01    1.0248e+00
 4.8300e-01    1.3918e+02   -8.8821e-01    1.0246e+00
 4.8400e-01    1.3919e+02   -8.8795e-01    1.0243e+00
 4.8500e-01    1.3920e+02   -8.8773e-01    1.0241e+00
 4.8600e-01    1.3921e+02   -8.8753e-01    1.0239e+00
 4.8700e-01    1.3922e+02   -8.8736e-01    1.0238e+00
 4.8800e-01    1.3922e+02   -8.8721e-01    1.0236e+00
 4.8900e-01    1.3923e+02   -8.8710e-01    1.0235e+00
 4.9000e-01    1.3923e+02   -8.8701e-01    1.0234e+00
 4.9100e-01    1.3923e+02   -8.8697e-01    1.0234e+00
 4.9200e-01    1.3924e+02   -8.8697e-01    1.0234e+00
 4.9300e-01    1.3924e+02   -8.8702e-01    1.0234e+00
 4.9400e-01    1.3923e+02   -8.8709e-01    1.0234e+00
 4.9500e-01    1.3923e+02   -8.8720e-01    1.0235e+00
 4.9600e-01    1.3923e+02   -8.8733e-01    1.0236e+00
 4.9700e-01    1.3922e+02   -8.8750e-01    1.0237e+00
 4.9800e-01    1.3922e+02   -8.8769e-01    1.0239e+00
 4.9900e-01    1.3921e+02   -8.8791e-01    1.0241e+00
 5.0000e-01    1.3920e+02   -8.8812e-01    1.0242e+00
 5.0100e-01    1.3919e+02   -8.8831e-01    1.0244e+00
 5.0200e-01    1.3919e+02   -8.8850e-01    1.0245e+00
 5.0300e-01    1.3918e+02   -8.8867e-01    1.0247e+00
 5.0400e-01    1.3917e+02   -8.8885e-01    1.0248e+00
 5.0500e-01    1.3916e+02   -8.8902e-01    1.0249e+00
 5.0600e-01    1.3916e+02   -8.8921e-01    1.0251e+00
 5.0700e-01    1.3915e+02   -8.8940e-01    1.0252e+00
 5.0800e-01    1.3914e+02   -8.8961e-01    1.0254e+00
 5.0900e-01    1.3913e+02   -8.8983e-01    1.0256e+00
 5.1000e-01    1.3912e+02   -8.9006e-01    1.0258e+00
 5.1100e-01    1.3911e+02   -8.9029e-01    1.0260e+00
 5.1200e-01    1.3911e+02   -8.9052e-01    1.0261e+00
 5.1300e-01    1.3910e+02   -8.9072e-01    1.0263e+00
 5.1400e-01    1.3909e+02   -8.9090e-01    1.0264e+00
 5.1500e-01    1.3909e+02   -8.9106e-01    1.0266e+00
 5.1600e-01    1.3908e+02   -8.9118e-01    1.0267e+00
 5.1700e-01    1.3908e+02   -8.9128e-01    1.0267e+00
 5.1800e-01    1.3907e+02   -8.9135e-01    1.0268e+00
 5.1900e-01    1.3907e+02   -8.9138e-01    1.0268e+00
 5.2000e-01    1.3907e+02   -8.9139e-01    1.0268e+00
 5.2100e-01    1.3907e+02   -8.9137e-01    1.0267e+00
 5.2200e-01    1.3907e+02   -8.9136e-01    1.0267e+00
 5.2300e-01    1.3907e+02   -8.9136e-01    1.0267e+00
 5.2400e-01    1.3907e+02   -8.9136e-01    1.0267e+00
 5.2500e-01    1.3907e+02   -8.9136e-01    1.0267e+00
 5.2600e-01    1.3907e+02   -8.9134e-01    1.0266e+00
 5.2700e-01    1.3907e+02   -8.9133e-01    1.0266e+00
 5.2800e-01    1.3907e+02   -8.9130e-01    1.0266e+00
 5.2900e-01    1.3907e+02   -8.9127e-01    1.0265e+00
 5.3000e-01    1.3907e+02   -8.9122e-01    1.0265e+00
 5.3100e-01    1.3907e+02   -8.9116e-01    1.0264e+00
 5.3200e-01    1.3908e+02   -8.9110e-01    1.0263e+00
 5.3300e-01    1.3908e+02   -8.9101e-01    1.0263e+00
 5.3400e-01    1.3908e+02   -8.9092e-01    1.0262e+00
 5.3500e-01    1.3909e+02   -8.9081e-01    1.0261e+00
 5.3600e-01    1.3910e+02   -8.9068e-01    1.0259e+00
 5.3700e-01    1.3910e+02   -8.9054e-01    1.0258e+00
 5.3800e-01    1.3911e+02   -8.9037e-01    1.0256e+00
 5.3900e-01    1.3912e+02   -8.9018e-01    1.0255e+00
 5.4000e-01    1.3913e+02   -8.8996e-01    1.0253e+00
 5.4100e-01    1.3914e+02   -8.8971e-01    1.0250e+00
 5.4200e-01    1.3915e+02   -8.8945e-01    1.0248e+00
 5.4300e-01    1.3916e+02   -8.8918e-01    1.0245e+00
 5.4400e-01    1.3918e+02   -8.8890e-01    1.0243e+00
 5.4500e-01    1.3919e+02   -8.8862e-01    1.0240e+00
 5.4600e-01    1.3920e+02   -8.8834e-01    1.0238e+00
 5.4700e-01    1.3921e+02   -8.8807e-01    1.0235e+00
 5.4800e-01    1.3922e+02   -8.8781e-01    1.0233e+00
 5.4900e-01    1.3923e+02   -8.8757e-01    1.0231e+00
 5.5000e-01    1.3925e+02   -8.8731e-01    1.0228e+00
 5.5100e-01    1.3926e+02   -8.8706e-01    1.0226e+00
 5.5200e-01    1.3927e+02   -8.8683e-01    1.0224e+00
 5.5300e-01    1.3927e+02   -8.8661e-01    1.0222e+00
 5.5400e-01    1.3928e+02   -8.8643e-01    1.0220e+00
 5.5500e-01    1.3929e+02   -8.8626e-01    1.0219e+00
 5.5600e-01    1.3929e+02   -8.8612e-01    1.0217e+00
 5.5700e-01    1.3930e+02   -8.8600e-01    1.0216e+00
 5.5800e-01    1.3930e+02   -8.8588e-01    1.0215e+00
 5.5900e-01    1.3931e+02   -8.8576e-01    1.0214e+00
 5.6000e-01    1.3931e+02   -8.8566e-01    1.0213e+00
 5.6100e-01    1.3932e+02   -8.8556e-01    1.0212e+00
 5.6200e-01    1.3932e+02   -8.8548e-01    1.0211e+00
 5.6300e-01    1.3932e+02   -8.8541e-01    1.0210e+00
 5.6400e-01    1.3933e+02   -8.8538e-01    1.0210e+00
 5.6500e-01    1.3933e+02   -8.8537e-01    1.0209e+00
 5.6600e-01    1.3933e+02   -8.8535e-01    1.0209e+00
 5.6700e-01    1.3933e+02   -8.8534e-01    1.0209e+00
 5.6800e-01    1.3933e+02   -8.8534e-01    1.0209e+00
 5.6900e-01    1.3933e+02   -8.8535e-01    1.0209e+00
 5.7000e-01    1.3933e+02   -8.8536e-01    1.0209e+00
 5.7100e-01    1.3933e+02   -8.8540e-01    1.0209e+00
 5.7200e-01    1.3933e+02   -8.8546e-01    1.0209e+00
 5.7300e-01    1.3932e+02   -8.8555e-01    1.0210e+00
 5.7400e-01    1.3932e+02   -8.8566e-01    1.0211e+00
 5.7500e-01    1.3931e+02   -8.8578e-01    1.0212e+00
 5.7600e-01    1.3931e+02   -8.8591e-01    1.0213e+00
 5.7700e-01    1.3931e+02   -8.8604e-01    1.0214e+00
 5.7800e-01    1.3930e+02   -8.8618e-01    1.0215e+00
 5.7900e-01    1.3929e+02   -8.8631e-01    1.0216e+00
 5.8000e-01    1.3929e+02   -8.8645e-01    1.0217e+00
 5.8100e-01    1.3928e+02   -8.8659e-01    1.0218e+00
 5.8200e-01    1.3928e+02   -8.8672e-01    1.0219e+00
 5.8300e-01    1.3927e+02   -8.8684e-01    1.0220e+00
 5.8400e-01    1.3927e+02   -8.8695e-01    1.0221e+00
 5.8500e-01    1.3927e+02   -8.8704e-01    1.0221e+00
 5.8600e-01    1.3926e+02   -8.8712e-01    1.0222e+00
 5.8700e-01    1.3926e+02   -8.8716e-01    1.0222e+00
 5.8800e-01    1.3926e+02   -8.8716e-01    1.0222e+00
 5.8900e-01    1.3926e+02   -8.8714e-01    1.0222e+00
 5.9000e-01    1.3927e+02   -8.8709e-01    1.0221e+00
 5.9100e-01    1.3927e+02   -8.8702e-01    1.0220e+00
 5.9200e-01    1.3927e+02   -8.8694e-01    1.0219e+00
 5.9300e-01    1.3927e+02   -8.8685e-01    1.0219e+00
 5.9400e-01    1.3928e+02   -8.8674e-01    1.0217e+00
 5.9500e-01    1.3928e+02   -8.8663e-01    1.0216e+00
 5.9600e-01    1.3929e+02   -8.8652e-01    1.0215e+00
 5.9700e-01    1.3929e+02   -8.8641e-01    1.0214e+00
 5.9800e-01    1.3930e+02   -8.8631e-01    1.0213e+00
 5.9900e-01    1.3930e+02   -8.8623e-01    1.0212e+00
 6.0000e-01    1.3931e+02   -8.8615e-01    1.0212e+00
 6.0100e-01    1.3931e+02   -8.8609e-01    1.0211e+00
 6.0200e-01    1.3931e+02   -8.8605e-01    1.0211e+00
 6.0300e-01    1.3932e+02   -8.8601e-01    1.0210e+00
 6.0400e-01    1.3932e+02   -8.8598e-01    1.0210e+00
 6.0500e-01    1.3932e+02   -8.8595e-01    1.0209e+00
 6.0600e-01    1.3933e+02   -8.8589e-01    1.0209e+00
 6.0700e-01    1.3933e+02   -8.8580e-01    1.0208e+00
 6.0800e-01    1.3934e+02   -8.8571e-01    1.0207e+00
 6.0900e-01    1.3935e+02   -8.8563e-01    1.0206e+00
 6.1000e-01    1.3935e+02   -8.8554e-01    1.0205e+00
 6.1100e-01    1.3936e+02   -8.8544e-01    1.0204e+00
 6.1200e-01    1.3936e+02   -8.8532e-01    1.0203e+00
 6.1300e-01    1.3937e+02   -8.8520e-01    1.0202e+00
 6.1400e-01    1.3937e+02   -8.8506e-01    1.0201e+00
 6.1500e-01    1.3938e+02   -8.8492e-01    1.0199e+00
 6.1600e-01    1.3939e+02   -8.8476e-01    1.0198e+00
 6.1700e-01    1.3939e+02   -8.8461e-01    1.0197e+00
 6.1800e-01    1.3940e+02   -8.8447e-01    1.0195e+00
 6.1900e-01    1.3940e+02   -8.8433e-01    1.0194e+00
 6.2000e-01    1.3941e+02   -8.8420e-01    1.0193e+00
 6.2100e-01    1.3942e+02   -8.8408e-01    1.0192e+00
 6.2200e-01    1.3942e+02   -8.8398e-01    1.0191e+00
 6.2300e-01    1.3943e+02   -8.8388e-01    1.0190e+00
 6.2400e-01    1.3943e+02   -8.8378e-01    1.0188e+00
 6.2500e-01    1.3944e+02   -8.8367e-01    1.0187e+00
 6.2600e-01    1.3944e+02   -8.8357e-01    1.0187e+00
 6.2700e-01    1.3945e+02   -8.8347e-01    1.0186e+00
 6.2800e-01    1.3945e+02   -8.8336e-01    1.0184e+00
 6.2900e-01    1.3946e+02   -8.8323e-01    1.0183e+00
 6.3000e-01    1.3946e+02   -8.8310e-01    1.0182e+00
 6.3100e-01    1.3947e+02   -8.8297e-01    1.0181e+00
 6.3200e-01    1.3947e+02   -8.8283e-01    1.0180e+00
 6.3300e-01    1.3948e+02   -8.8270e-01    1.0178e+00
 6.3400e-01    1.3948e+02   -8.8257e-01    1.0177e+00
 6.3500e-01    1.3949e+02   -8.8246e-01    1.0176e+00
 6.3600e-01    1.3949e+02   -8.8237e-01    1.0175e+00
 6.3700e-01    1.3950e+02   -8.8230e-01    1.0174e+00
 6.3800e-01    1.3950e+02   -8.8225e-01    1.0174e+00
 6.3900e-01    1.3950e+02   -8.8221e-01    1.0173e+00
 6.4000e-01    1.3950e+02   -8.8217e-01    1.0173e+00
 6.4100e-01    1.3951e+02   -8.8214e-01    1.0173e+00
 6.4200e-01    1.3951e+02   -8.8211e-01    1.0172e+00
 6.4300e-01    1.3951e+02   -8.8207e-01    1.0172e+00
 6.4400e-01    1.3951e+02   -8.8201e-01    1.0171e+00
 6.4500e-01    1.3952e+02   -8.8193e-01    1.0170e+00
 6.4600e-01    1.3952e+02   -8.8183e-01    1.0169e+00
 6.4700e-01    1.3953e+02   -8.8170e-01    1.0168e+00
 6.4800e-01    1.3953e+02   -8.8155e-01    1.0167e+00
 6.4900e-01    1.3954e+02   -8.8138e-01    1.0165e+00
 6.5000e-01    1.3955e+02   -8.8120e-01    1.0164e+00
 6.5100e-01    1.3956e+02   -8.8102e-01    1.0162e+00
 6.5200e-01    1.3957e+02   -8.8081e-01    1.0160e+00
 6.5300e-01    1.3957e+02   -8.8060e-01    1.0158e+00
 6.5400e-01    1.3958e+02   -8.8036e-01    1.0156e+00
 6.5500e-01    1.3959e+02   -8.8013e-01    1.0154e+00
 6.5600e-01    1.3960e+02   -8.7988e-01    1.0152e+00
 6.5700e-01    1.3962e+02   -8.7961e-01    1.0149e+00
 6.5800e-01    1.3963e+02   -8.7935e-01    1.0147e+00
 6.5900e-01    1.3964e+02   -8.7906e-01    1.0144e+00
 6.6000e-01    1.3965e+02   -8.7876e-01    1.0141e+00
 6.6100e-01    1.3967e+02   -8.7847e-01    1.0139e+00
 6.6200e-01    1.3968e+02   -8.7817e-01    1.0136e+00
 6.6300e-01    1.3969e+02   -8.7787e-01    1.0133e+00
 6.6400e-01    1.3970e+02   -8.7758e-01    1.0131e+00
 6.6500e-01    1.3971e+02   -8.7729e-01    1.0128e+00
 6.6600e-01    1.3972e+02   -8.7702e-01    1.0126e+00
 6.6700e-01    1.3974e+02   -8.7677e-01    1.0123e+00
 6.6800e-01    1.3975e+02   -8.7653e-01    1.0121e+00
 6.6900e-01    1.3975e+02   -8.7632e-01    1.0119e+00
 6.7000e-01    1.3976e+02   -8.7614e-01    1.0118e+00
 6.7100e-01    1.3977e+02   -8.7598e-01    1.0116e+00
 6.7200e-01    1.3978e+02   -8.7582e-01    1.0114e+00
 6.7300e-01    1.3978e+02   -8.7569e-01    1.0113e+00
 6.7400e-01    1.3979e+02   -8.7559e-01    1.0112e+00
 6.7500e-01    1.3979e+02   -8.7552e-01    1.0112e+00
 6.7600e-01    1.3980e+02   -8.7547e-01    1.0111e+00
 6.7700e-01    1.3980e+02   -8.7542e-01    1.0111e+00
 6.7800e-01    1.3980e+02   -8.7539e-01    1.0110e+00
 6.7900e-01    1.3980e+02   -8.7537e-01    1.0110e+00
 6.8000e-01    1.3980e+02   -8.7538e-01    1.0110e+00
 6.8100e-01    1.3980e+02   -8.7541e-01    1.0110e+00
 6.8200e-01    1.3980e+02   -8.7546e-01    1.0110e+00
 6.8300e-01    1.3980e+02   -8.7553e-01    1.0111e+00
 6.8400e-01    1.3979e+02   -8.7562e-01    1.0111e+00
 6.8500e-01    1.3979e+02   -8.7574e-01    1.0112e+00
 6.8600e-01    1.3978e+02   -8.7588e-01    1.0113e+00
 6.8700e-01    1.3978e+02   -8.7604e-01    1.0115e+00
 6.8800e-01    1.3977e+02   -8.7623e-01    1.0116e+00
 6.8900e-01    1.3976e+02   -8.7647e-01    1.0118e+00
 6.9000e-01    1.3975e+02   -8.7672e-01    1.0120e+00
 6.9100e-01    1.3974e+02   -8.7701e-01    1.0123e+00
 6.9200e-01    1.3973e+02   -8.7732e-01    1.0125e+00
 6.9300e-01    1.3972e+02   -8.7762e-01    1.0128e+00
 6.9400e-01    1.3971e+02   -8.7793e-01    1.0130e+00
 6.9500e-01    1.3969e+02   -8.7823e-01    1.0133e+00
 6.9600e-01    1.3968e+02   -8.7851e-01    1.0135e+00
 6.9700e-01    1.3967e+02   -8.7878e-01    1.0138e+00
 6.9800e-01    1.3966e+02   -8.7903e-01    1.0140e+00
 6.9900e-01    1.3965e+02   -8.7926e-01    1.0142e+00
 7.0000e-01    1.3965e+02   -8.7947e-01    1.0143e+00
 7.0100e-01    1.3964e+02   -8.7965e-01    1.0145e+00
 7.0200e-01    1.3963e+02   -8.7982e-01    1.0146e+00
 7.0300e-01    1.3963e+02   -8.7998e-01    1.0147e+00
 7.0400e-01    1.3962e+02   -8.8013e-01    1.0148e+00
 7.0500e-01    1.3961e+02   -8.8028e-01    1.0150e+00
 7.0600e-01    1.3961e+02   -8.8043e-01    1.0151e+00
 7.0700e-01    1.3960e+02   -8.8058e-01    1.0152e+00
 7.0800e-01    1.3960e+02   -8.8070e-01    1.0153e+00
 7.0900e-01    1.3959e+02   -8.8081e-01    1.0154e+00
 7.1000e-01    1.3959e+02   -8.8092e-01    1.0155e+00
 7.1100e-01    1.3958e+02   -8.8100e-01    1.0155e+00
 7.1200e-01    1.3958e+02   -8.8107e-01    1.0156e+00
 7.1300e-01    1.3958e+02   -8.8113e-01    1.0156e+00
 7.1400e-01    1.3958e+02   -8.8119e-01    1.0157e+00
 7.1500e-01    1.3958e+02   -8.8122e-01    1.0157e+00
 7.1600e-01    1.3958e+02   -8.8124e-01    1.0157e+00
 7.1700e-01    1.3958e+02   -8.8125e-01    1.0157e+00
 7.1800e-01    1.3958e+02   -8.8125e-01    1.0157e+00
 7.1900e-01    1.3958e+02   -8.8122e-01    1.0157e+00
 7.2000e-01    1.3959e+02   -8.8117e-01    1.0156e+00
 7.2100e-01    1.3959e+02   -8.8110e-01    1.0155e+00
 7.2200e-01    1.3959e+02   -8.8103e-01    1.0155e+00
 7.2300e-01    1.3960e+02   -8.8095e-01    1.0154e+00
 7.2400e-01    1.3960e+02   -8.8087e-01    1.0153e+00
 7.2500e-01    1.3961e+02   -8.8079e-01    1.0152e+00
 7.2600e-01    1.3961e+02   -8.8069e-01    1.0151e+00
 7.2700e-01    1.3962e+02   -8.8059e-01    1.0150e+00
 7.2800e-01    1.3962e+02   -8.8049e-01    1.0149e+00
 7.2900e-01    1.3963e+02   -8.8038e-01    1.0148e+00
 7.3000e-01    1.3963e+02   -8.8024e-01    1.0147e+00
 7.3100e-01    1.3964e+02   -8.8008e-01    1.0146e+00
 7.3200e-01    1.3965e+02   -8.7989e-01    1.0144e+00
 7.3300e-01    1.3966e+02   -8.7967e-01    1.0142e+00
 7.3400e-01    1.3967e+02   -8.7945e-01    1.0140e+00
 7.3500e-01    1.3967e+02   -8.7922e-01    1.0138e+00
 7.3600e-01    1.3968e+02   -8.7899e-01    1.0136e+00
 7.3700e-01    1.3969e+02   -8.7878e-01    1.0134e+00
 7.3800e-01    1.3970e+02   -8.7859e-01    1.0132e+00
 7.3900e-01    1.3971e+02   -8.7844e-01    1.0131e+00
 7.4000e-01    1.3971e+02   -8.7831e-01    1.0130e+00
 7.4100e-01    1.3972e+02   -8.7819e-01    1.0128e+00
 7.4200e-01    1.3972e+02   -8.7808e-01    1.0127e+00
 7.4300e-01    1.3973e+02   -8.7799e-01    1.0126e+00
 7.4400e-01    1.3973e+02   -8.7791e-01    1.0126e+00
 7.4500e-01    1.3974e+02   -8.7786e-01    1.0125e+00
 7.4600e-01    1.3974e+02   -8.7783e-01    1.0125e+00
 7.4700e-01    1.3974e+02   -8.7781e-01    1.0124e+00
 7.4800e-01    1.3975e+02   -8.7779e-01    1.0124e+00
 7.4900e-01    1.3975e+02   -8.7775e-01    1.0124e+00
 7.5000e-01    1.3975e+02   -8.7770e-01    1.0123e+00
 7.5100e-01    1.3976e+02   -8.7762e-01    1.0123e+00
 7.5200e-01    1.3976e+02   -8.7754e-01    1.0122e+00
 7.5300e-01    1.3976e+02   -8.7745e-01    1.0121e+00
 7.5400e-01    1.3977e+02   -8.7735e-01    1.0120e+00
 7.5500e-01    1.3978e+02   -8.7722e-01    1.0119e+00
 7.5600e-01    1.3978e+02   -8.7706e-01    1.0117e+00
 7.5700e-01    1.3979e+02   -8.7687e-01    1.0116e+00
 7.5800e-01    1.3980e+02   -8.7667e-01    1.0114e+00
 7.5900e-01    1.3980e+02   -8.7647e-01    1.0112e+00
 7.6000e-01    1.3981e+02   -8.7628e-01    1.0110e+00
 7.6100e-01    1.3982e+02   -8.7612e-01    1.0109e+00
 7.6200e-01    1.3982e+02   -8.7598e-01    1.0108e+00
 7.6300e-01    1.3983e+02   -8.7586e-01    1.0106e+00
 7.6400e-01    1.3983e+02   -8.7576e-01    1.0105e+00
 7.6500e-01    1.3983e+02   -8.7570e-01    1.0105e+00
 7.6600e-01    1.3983e+02   -8.7568e-01    1.0105e+00
 7.6700e-01    1.3983e+02   -8.7568e-01    1.0104e+00
 7.6800e-01    1.3983e+02   -8.7570e-01    1.0105e+00
 7.6900e-01    1.3983e+02   -8.7574e-01    1.0105e+00
 7.7000e-01    1.3983e+02   -8.7582e-01    1.0105e+00
 7.7100e-01    1.3983e+02   -8.7591e-01    1.0106e+00
 7.7200e-01    1.3982e+02   -8.7601e-01    1.0107e+00
 7.7300e-01    1.3982e+02   -8.7612e-01    1.0108e+00
 7.7400e-01    1.3981e+02   -8.7625e-01    1.0109e+00
 7.7500e-01    1.3981e+02   -8.7638e-01    1.0110e+00
 7.7600e-01    1.3980e+02   -8.7651e-01    1.0111e+00
 7.7700e-01    1.3979e+02   -8.7665e-01    1.0112e+00
 7.7800e-01    1.3979e+02   -8.7677e-01    1.0113e+00
 7.7900e-01    1.3978e+02   -8.7687e-01    1.0114e+00
 7.8000e-01    1.3978e+02   -8.7694e-01    1.0114e+00
 7.8100e-01    1.3978e+02   -8.7700e-01    1.0115e+00
 7.8200e-01    1.3977e+02   -8.7703e-01    1.0115e+00
 7.8300e-01    1.3977e+02   -8.7706e-01    1.0115e+00
 7.8400e-01    1.3977e+02   -8.7710e-01    1.0115e+00
 7.8500e-01    1.3977e+02   -8.7713e-01    1.0115e+00
 7.8600e-01    1.3977e+02   -8.7716e-01    1.0116e+00
 7.8700e-01    1.3977e+02   -8.7719e-01    1.0116e+00
 7.8800e-01    1.3977e+02   -8.7721e-01    1.0116e+00
 7.8900e-01    1.3977e+02   -8.7721e-01    1.0116e+00
 7.9000e-01    1.3977e+02   -8.7718e-01    1.0115e+00
 7.9100e-01    1.3978e+02   -8.7713e-01    1.0115e+00
 7.9200e-01    1.3978e+02   -8.7706e-01    1.0114e+00
 7.9300e-01    1.3978e+02   -8.7699e-01    1.0114e+00
 7.9400e-01    1.3979e+02   -8.7693e-01    1.0113e+00
 7.9500e-01    1.3979e+02   -8.7686e-01    1.0112e+00
 7.9600e-01    1.3979e+02   -8.7679e-01    1.0112e+00
 7.9700e-01    1.3980e+02   -8.7671e-01    1.0111e+00
 7.9800e-01    1.3980e+02   -8.7661e-01    1.0110e+00
 7.9900e-01    1.3980e+02   -8.7652e-01    1.0109e+00
 8.0000e-01    1.3981e+02   -8.7642e-01    1.0108e+00
 8.0100e-01    1.3981e+02   -8.7634e-01    1.0107e+00
 8.0200e-01    1.3981e+02   -8.7626e-01    1.0107e+00
 8.0300e-01    1.3982e+02   -8.7618e-01    1.0106e+00
