PROFILES: ELECTRIC POTENTIAL phi, MACH NUMBER U_z/cs, MACH NUMBER U_Bdir/c_s 
distance(mm)    phi(V)      U_z/cs(-)      U_Bdir/c_s(-)
 1.5500e-01    1.3920e+02   -8.6547e-01    1.1738e+00
 1.5600e-01    1.3923e+02   -8.6489e-01    1.1732e+00
 1.5700e-01    1.3926e+02   -8.6429e-01    1.1726e+00
 1.5800e-01    1.3930e+02   -8.6365e-01    1.1720e+00
 1.5900e-01    1.3933e+02   -8.6298e-01    1.1714e+00
 1.6000e-01    1.3937e+02   -8.6228e-01    1.1707e+00
 1.6100e-01    1.3941e+02   -8.6157e-01    1.1701e+00
 1.6200e-01    1.3945e+02   -8.6084e-01    1.1694e+00
 1.6300e-01    1.3948e+02   -8.6012e-01    1.1687e+00
 1.6400e-01    1.3952e+02   -8.5939e-01    1.1680e+00
 1.6500e-01    1.3956e+02   -8.5866e-01    1.1674e+00
 1.6600e-01    1.3960e+02   -8.5794e-01    1.1667e+00
 1.6700e-01    1.3964e+02   -8.5720e-01    1.1660e+00
 1.6800e-01    1.3968e+02   -8.5644e-01    1.1653e+00
 1.6900e-01    1.3972e+02   -8.5566e-01    1.1646e+00
 1.7000e-01    1.3976e+02   -8.5486e-01    1.1639e+00
 1.7100e-01    1.3980e+02   -8.5404e-01    1.1631e+00
 1.7200e-01    1.3984e+02   -8.5322e-01    1.1624e+00
 1.7300e-01    1.3988e+02   -8.5239e-01    1.1617e+00
 1.7400e-01    1.3993e+02   -8.5156e-01    1.1609e+00
 1.7500e-01    1.3997e+02   -8.5073e-01    1.1602e+00
 1.7600e-01    1.4001e+02   -8.4989e-01    1.1594e+00
 1.7700e-01    1.4005e+02   -8.4906e-01    1.1587e+00
 1.7800e-01    1.4009e+02   -8.4824e-01    1.1579e+00
 1.7900e-01    1.4013e+02   -8.4745e-01    1.1572e+00
 1.8000e-01    1.4017e+02   -8.4667e-01    1.1565e+00
 1.8100e-01    1.4021e+02   -8.4589e-01    1.1558e+00
 1.8200e-01    1.4024e+02   -8.4513e-01    1.1551e+00
 1.8300e-01    1.4028e+02   -8.4442e-01    1.1545e+00
 1.8400e-01    1.4031e+02   -8.4373e-01    1.1538e+00
 1.8500e-01    1.4035e+02   -8.4308e-01    1.1532e+00
 1.8600e-01    1.4038e+02   -8.4245e-01    1.1526e+00
 1.8700e-01    1.4041e+02   -8.4186e-01    1.1520e+00
 1.8800e-01    1.4044e+02   -8.4131e-01    1.1515e+00
 1.8900e-01    1.4046e+02   -8.4081e-01    1.1510e+00
 1.9000e-01    1.4049e+02   -8.4036e-01    1.1505e+00
 1.9100e-01    1.4051e+02   -8.3995e-01    1.1501e+00
 1.9200e-01    1.4054e+02   -8.3957e-01    1.1497e+00
 1.9300e-01    1.4056e+02   -8.3924e-01    1.1493e+00
 1.9400e-01    1.4058e+02   -8.3895e-01    1.1489e+00
 1.9500e-01    1.4059e+02   -8.3869e-01    1.1486e+00
 1.9600e-01    1.4061e+02   -8.3844e-01    1.1483e+00
 1.9700e-01    1.4063e+02   -8.3820e-01    1.1480e+00
 1.9800e-01    1.4065e+02   -8.3796e-01    1.1476e+00
 1.9900e-01    1.4066e+02   -8.3772e-01    1.1473e+00
 2.0000e-01    1.4068e+02   -8.3748e-01    1.1470e+00
 2.0100e-01    1.4070e+02   -8.3724e-01    1.1467e+00
 2.0200e-01    1.4071e+02   -8.3700e-01    1.1464e+00
 2.0300e-01    1.4073e+02   -8.3675e-01    1.1461e+00
 2.0400e-01    1.4075e+02   -8.3651e-01    1.1457e+00
 2.0500e-01    1.4076e+02   -8.3627e-01    1.1454e+00
 2.0600e-01    1.4078e+02   -8.3604e-01    1.1451e+00
 2.0700e-01    1.4080e+02   -8.3579e-01    1.1448e+00
 2.0800e-01    1.4082e+02   -8.3552e-01    1.1445e+00
 2.0900e-01    1.4084e+02   -8.3524e-01    1.1441e+00
 2.1000e-01    1.4086e+02   -8.3493e-01    1.1438e+00
 2.1100e-01    1.4088e+02   -8.3460e-01    1.1434e+00
 2.1200e-01    1.4090e+02   -8.3423e-01    1.1430e+00
 2.1300e-01    1.4093e+02   -8.3382e-01    1.1425e+00
 2.1400e-01    1.4095e+02   -8.3338e-01    1.1421e+00
 2.1500e-01    1.4098e+02   -8.3289e-01    1.1416e+00
 2.1600e-01    1.4100e+02   -8.3238e-01    1.1411e+00
 2.1700e-01    1.4103e+02   -8.3182e-01    1.1405e+00
 2.1800e-01    1.4106e+02   -8.3124e-01    1.1400e+00
 2.1900e-01    1.4109e+02   -8.3065e-01    1.1394e+00
 2.2000e-01    1.4112e+02   -8.3005e-01    1.1389e+00
 2.2100e-01    1.4115e+02   -8.2947e-01    1.1383e+00
 2.2200e-01    1.4117e+02   -8.2890e-01    1.1378e+00
 2.2300e-01    1.4120e+02   -8.2834e-01    1.1372e+00
 2.2400e-01    1.4123e+02   -8.2779e-01    1.1367e+00
 2.2500e-01    1.4126e+02   -8.2726e-01    1.1362e+00
 2.2600e-01    1.4128e+02   -8.2675e-01    1.1357e+00
 2.2700e-01    1.4131e+02   -8.2627e-01    1.1352e+00
 2.2800e-01    1.4133e+02   -8.2582e-01    1.1348e+00
 2.2900e-01    1.4136e+02   -8.2539e-01    1.1343e+00
 2.3000e-01    1.4138e+02   -8.2499e-01    1.1339e+00
 2.3100e-01    1.4141e+02   -8.2460e-01    1.1335e+00
 2.3200e-01    1.4143e+02   -8.2422e-01    1.1331e+00
 2.3300e-01    1.4145e+02   -8.2385e-01    1.1327e+00
 2.3400e-01    1.4148e+02   -8.2347e-01    1.1323e+00
 2.3500e-01    1.4150e+02   -8.2308e-01    1.1319e+00
 2.3600e-01    1.4152e+02   -8.2270e-01    1.1315e+00
 2.3700e-01    1.4154e+02   -8.2233e-01    1.1311e+00
 2.3800e-01    1.4157e+02   -8.2195e-01    1.1307e+00
 2.3900e-01    1.4159e+02   -8.2158e-01    1.1303e+00
 2.4000e-01    1.4161e+02   -8.2121e-01    1.1299e+00
 2.4100e-01    1.4163e+02   -8.2084e-01    1.1295e+00
 2.4200e-01    1.4165e+02   -8.2046e-01    1.1291e+00
 2.4300e-01    1.4167e+02   -8.2010e-01    1.1287e+00
 2.4400e-01    1.4169e+02   -8.1975e-01    1.1284e+00
 2.4500e-01    1.4171e+02   -8.1939e-01    1.1280e+00
 2.4600e-01    1.4174e+02   -8.1901e-01    1.1276e+00
 2.4700e-01    1.4176e+02   -8.1862e-01    1.1272e+00
 2.4800e-01    1.4178e+02   -8.1822e-01    1.1267e+00
 2.4900e-01    1.4180e+02   -8.1779e-01    1.1263e+00
 2.5000e-01    1.4183e+02   -8.1735e-01    1.1259e+00
 2.5100e-01    1.4185e+02   -8.1692e-01    1.1255e+00
 2.5200e-01    1.4187e+02   -8.1649e-01    1.1250e+00
 2.5300e-01    1.4189e+02   -8.1608e-01    1.1246e+00
 2.5400e-01    1.4192e+02   -8.1566e-01    1.1242e+00
 2.5500e-01    1.4194e+02   -8.1525e-01    1.1237e+00
 2.5600e-01    1.4196e+02   -8.1485e-01    1.1233e+00
 2.5700e-01    1.4199e+02   -8.1444e-01    1.1229e+00
 2.5800e-01    1.4201e+02   -8.1404e-01    1.1225e+00
 2.5900e-01    1.4203e+02   -8.1364e-01    1.1221e+00
 2.6000e-01    1.4205e+02   -8.1324e-01    1.1217e+00
 2.6100e-01    1.4208e+02   -8.1283e-01    1.1213e+00
 2.6200e-01    1.4210e+02   -8.1242e-01    1.1208e+00
 2.6300e-01    1.4212e+02   -8.1202e-01    1.1204e+00
 2.6400e-01    1.4215e+02   -8.1163e-01    1.1200e+00
 2.6500e-01    1.4217e+02   -8.1123e-01    1.1196e+00
 2.6600e-01    1.4219e+02   -8.1084e-01    1.1192e+00
 2.6700e-01    1.4221e+02   -8.1046e-01    1.1188e+00
 2.6800e-01    1.4223e+02   -8.1006e-01    1.1184e+00
 2.6900e-01    1.4225e+02   -8.0966e-01    1.1180e+00
 2.7000e-01    1.4228e+02   -8.0927e-01    1.1176e+00
 2.7100e-01    1.4230e+02   -8.0888e-01    1.1173e+00
 2.7200e-01    1.4232e+02   -8.0848e-01    1.1169e+00
 2.7300e-01    1.4234e+02   -8.0810e-01    1.1165e+00
 2.7400e-01    1.4236e+02   -8.0772e-01    1.1161e+00
 2.7500e-01    1.4238e+02   -8.0732e-01    1.1157e+00
 2.7600e-01    1.4240e+02   -8.0693e-01    1.1153e+00
 2.7700e-01    1.4242e+02   -8.0654e-01    1.1149e+00
 2.7800e-01    1.4244e+02   -8.0618e-01    1.1145e+00
 2.7900e-01    1.4246e+02   -8.0582e-01    1.1141e+00
 2.8000e-01    1.4248e+02   -8.0545e-01    1.1137e+00
 2.8100e-01    1.4250e+02   -8.0506e-01    1.1133e+00
 2.8200e-01    1.4252e+02   -8.0467e-01    1.1129e+00
 2.8300e-01    1.4254e+02   -8.0427e-01    1.1125e+00
 2.8400e-01    1.4256e+02   -8.0388e-01    1.1121e+00
 2.8500e-01    1.4258e+02   -8.0349e-01    1.1117e+00
 2.8600e-01    1.4260e+02   -8.0312e-01    1.1113e+00
 2.8700e-01    1.4262e+02   -8.0278e-01    1.1110e+00
 2.8800e-01    1.4263e+02   -8.0248e-01    1.1107e+00
 2.8900e-01    1.4265e+02   -8.0223e-01    1.1104e+00
 2.9000e-01    1.4266e+02   -8.0203e-01    1.1101e+00
 2.9100e-01    1.4267e+02   -8.0189e-01    1.1099e+00
 2.9200e-01    1.4268e+02   -8.0180e-01    1.1097e+00
 2.9300e-01    1.4269e+02   -8.0175e-01    1.1096e+00
 2.9400e-01    1.4270e+02   -8.0174e-01    1.1094e+00
 2.9500e-01    1.4270e+02   -8.0177e-01    1.1093e+00
 2.9600e-01    1.4271e+02   -8.0182e-01    1.1093e+00
 2.9700e-01    1.4271e+02   -8.0188e-01    1.1092e+00
 2.9800e-01    1.4271e+02   -8.0195e-01    1.1091e+00
 2.9900e-01    1.4272e+02   -8.0205e-01    1.1091e+00
 3.0000e-01    1.4271e+02   -8.0218e-01    1.1091e+00
 3.0100e-01    1.4271e+02   -8.0232e-01    1.1091e+00
 3.0200e-01    1.4271e+02   -8.0250e-01    1.1091e+00
 3.0300e-01    1.4271e+02   -8.0269e-01    1.1091e+00
 3.0400e-01    1.4271e+02   -8.0288e-01    1.1091e+00
 3.0500e-01    1.4271e+02   -8.0307e-01    1.1091e+00
 3.0600e-01    1.4271e+02   -8.0324e-01    1.1091e+00
 3.0700e-01    1.4271e+02   -8.0336e-01    1.1091e+00
 3.0800e-01    1.4271e+02   -8.0344e-01    1.1091e+00
 3.0900e-01    1.4272e+02   -8.0344e-01    1.1089e+00
 3.1000e-01    1.4273e+02   -8.0337e-01    1.1088e+00
 3.1100e-01    1.4274e+02   -8.0324e-01    1.1086e+00
 3.1200e-01    1.4275e+02   -8.0304e-01    1.1083e+00
 3.1300e-01    1.4276e+02   -8.0279e-01    1.1080e+00
 3.1400e-01    1.4277e+02   -8.0250e-01    1.1077e+00
 3.1500e-01    1.4279e+02   -8.0216e-01    1.1074e+00
 3.1600e-01    1.4281e+02   -8.0177e-01    1.1070e+00
 3.1700e-01    1.4283e+02   -8.0135e-01    1.1066e+00
 3.1800e-01    1.4285e+02   -8.0089e-01    1.1061e+00
 3.1900e-01    1.4287e+02   -8.0040e-01    1.1057e+00
 3.2000e-01    1.4290e+02   -7.9989e-01    1.1052e+00
 3.2100e-01    1.4292e+02   -7.9935e-01    1.1047e+00
 3.2200e-01    1.4295e+02   -7.9880e-01    1.1043e+00
 3.2300e-01    1.4297e+02   -7.9828e-01    1.1038e+00
 3.2400e-01    1.4299e+02   -7.9780e-01    1.1033e+00
 3.2500e-01    1.4301e+02   -7.9733e-01    1.1029e+00
 3.2600e-01    1.4304e+02   -7.9689e-01    1.1025e+00
 3.2700e-01    1.4306e+02   -7.9649e-01    1.1021e+00
 3.2800e-01    1.4308e+02   -7.9610e-01    1.1017e+00
 3.2900e-01    1.4310e+02   -7.9575e-01    1.1014e+00
 3.3000e-01    1.4312e+02   -7.9543e-01    1.1010e+00
 3.3100e-01    1.4314e+02   -7.9513e-01    1.1007e+00
 3.3200e-01    1.4315e+02   -7.9486e-01    1.1004e+00
 3.3300e-01    1.4317e+02   -7.9460e-01    1.1001e+00
 3.3400e-01    1.4319e+02   -7.9435e-01    1.0998e+00
 3.3500e-01    1.4321e+02   -7.9411e-01    1.0995e+00
 3.3600e-01    1.4322e+02   -7.9387e-01    1.0993e+00
 3.3700e-01    1.4324e+02   -7.9360e-01    1.0990e+00
 3.3800e-01    1.4326e+02   -7.9328e-01    1.0986e+00
 3.3900e-01    1.4328e+02   -7.9294e-01    1.0983e+00
 3.4000e-01    1.4330e+02   -7.9257e-01    1.0979e+00
 3.4100e-01    1.4332e+02   -7.9220e-01    1.0976e+00
 3.4200e-01    1.4333e+02   -7.9182e-01    1.0972e+00
 3.4300e-01    1.4335e+02   -7.9144e-01    1.0968e+00
 3.4400e-01    1.4337e+02   -7.9108e-01    1.0965e+00
 3.4500e-01    1.4339e+02   -7.9071e-01    1.0961e+00
 3.4600e-01    1.4341e+02   -7.9039e-01    1.0958e+00
 3.4700e-01    1.4343e+02   -7.9008e-01    1.0955e+00
 3.4800e-01    1.4345e+02   -7.8977e-01    1.0952e+00
 3.4900e-01    1.4346e+02   -7.8948e-01    1.0949e+00
 3.5000e-01    1.4348e+02   -7.8921e-01    1.0946e+00
 3.5100e-01    1.4350e+02   -7.8894e-01    1.0943e+00
 3.5200e-01    1.4352e+02   -7.8868e-01    1.0940e+00
 3.5300e-01    1.4353e+02   -7.8842e-01    1.0937e+00
 3.5400e-01    1.4355e+02   -7.8815e-01    1.0934e+00
 3.5500e-01    1.4357e+02   -7.8785e-01    1.0931e+00
 3.5600e-01    1.4359e+02   -7.8753e-01    1.0928e+00
 3.5700e-01    1.4361e+02   -7.8718e-01    1.0924e+00
 3.5800e-01    1.4363e+02   -7.8681e-01    1.0921e+00
 3.5900e-01    1.4365e+02   -7.8639e-01    1.0917e+00
 3.6000e-01    1.4368e+02   -7.8594e-01    1.0912e+00
 3.6100e-01    1.4370e+02   -7.8545e-01    1.0908e+00
 3.6200e-01    1.4372e+02   -7.8491e-01    1.0903e+00
 3.6300e-01    1.4375e+02   -7.8433e-01    1.0898e+00
 3.6400e-01    1.4378e+02   -7.8374e-01    1.0893e+00
 3.6500e-01    1.4380e+02   -7.8314e-01    1.0888e+00
 3.6600e-01    1.4383e+02   -7.8257e-01    1.0883e+00
 3.6700e-01    1.4385e+02   -7.8203e-01    1.0878e+00
 3.6800e-01    1.4388e+02   -7.8152e-01    1.0874e+00
 3.6900e-01    1.4390e+02   -7.8105e-01    1.0869e+00
 3.7000e-01    1.4392e+02   -7.8059e-01    1.0865e+00
 3.7100e-01    1.4394e+02   -7.8017e-01    1.0861e+00
 3.7200e-01    1.4396e+02   -7.7977e-01    1.0858e+00
 3.7300e-01    1.4398e+02   -7.7940e-01    1.0854e+00
 3.7400e-01    1.4400e+02   -7.7908e-01    1.0851e+00
 3.7500e-01    1.4401e+02   -7.7881e-01    1.0848e+00
 3.7600e-01    1.4403e+02   -7.7858e-01    1.0845e+00
 3.7700e-01    1.4404e+02   -7.7840e-01    1.0843e+00
 3.7800e-01    1.4405e+02   -7.7828e-01    1.0841e+00
 3.7900e-01    1.4405e+02   -7.7821e-01    1.0840e+00
 3.8000e-01    1.4406e+02   -7.7819e-01    1.0839e+00
 3.8100e-01    1.4407e+02   -7.7819e-01    1.0838e+00
 3.8200e-01    1.4407e+02   -7.7821e-01    1.0837e+00
 3.8300e-01    1.4408e+02   -7.7822e-01    1.0836e+00
 3.8400e-01    1.4409e+02   -7.7820e-01    1.0835e+00
 3.8500e-01    1.4410e+02   -7.7815e-01    1.0834e+00
 3.8600e-01    1.4410e+02   -7.7805e-01    1.0832e+00
 3.8700e-01    1.4412e+02   -7.7791e-01    1.0830e+00
 3.8800e-01    1.4413e+02   -7.7775e-01    1.0828e+00
 3.8900e-01    1.4414e+02   -7.7756e-01    1.0826e+00
 3.9000e-01    1.4415e+02   -7.7734e-01    1.0823e+00
 3.9100e-01    1.4417e+02   -7.7709e-01    1.0821e+00
 3.9200e-01    1.4418e+02   -7.7684e-01    1.0818e+00
 3.9300e-01    1.4420e+02   -7.7657e-01    1.0815e+00
 3.9400e-01    1.4421e+02   -7.7627e-01    1.0812e+00
 3.9500e-01    1.4423e+02   -7.7596e-01    1.0809e+00
 3.9600e-01    1.4424e+02   -7.7565e-01    1.0806e+00
 3.9700e-01    1.4426e+02   -7.7532e-01    1.0803e+00
 3.9800e-01    1.4427e+02   -7.7499e-01    1.0800e+00
 3.9900e-01    1.4429e+02   -7.7469e-01    1.0797e+00
 4.0000e-01    1.4430e+02   -7.7440e-01    1.0794e+00
 4.0100e-01    1.4431e+02   -7.7415e-01    1.0791e+00
 4.0200e-01    1.4432e+02   -7.7392e-01    1.0788e+00
 4.0300e-01    1.4433e+02   -7.7374e-01    1.0786e+00
 4.0400e-01    1.4434e+02   -7.7360e-01    1.0784e+00
 4.0500e-01    1.4435e+02   -7.7350e-01    1.0783e+00
