PROFILES: ELECTRIC POTENTIAL phi, MACH NUMBER U_z/cs, MACH NUMBER U_Bdir/c_s 
distance(mm)    phi(V)      U_z/cs(-)      U_Bdir/c_s(-)
 2.3800e-01    9.2035e+01   -2.6987e-01    1.6331e+00
 2.3900e-01    9.2191e+01   -2.6867e-01    1.6320e+00
 2.4000e-01    9.2346e+01   -2.6741e-01    1.6309e+00
 2.4100e-01    9.2500e+01   -2.6629e-01    1.6300e+00
 2.4200e-01    9.2652e+01   -2.6513e-01    1.6287e+00
 2.4300e-01    9.2803e+01   -2.6424e-01    1.6277e+00
 2.4400e-01    9.2951e+01   -2.6352e-01    1.6265e+00
 2.4500e-01    9.3096e+01   -2.6289e-01    1.6257e+00
 2.4600e-01    9.3241e+01   -2.6239e-01    1.6245e+00
 2.4700e-01    9.3384e+01   -2.6202e-01    1.6234e+00
 2.4800e-01    9.3527e+01   -2.6142e-01    1.6223e+00
 2.4900e-01    9.3671e+01   -2.6081e-01    1.6215e+00
 2.5000e-01    9.3816e+01   -2.6010e-01    1.6205e+00
 2.5100e-01    9.3963e+01   -2.5927e-01    1.6193e+00
 2.5200e-01    9.4111e+01   -2.5811e-01    1.6184e+00
 2.5300e-01    9.4261e+01   -2.5686e-01    1.6173e+00
 2.5400e-01    9.4411e+01   -2.5571e-01    1.6161e+00
 2.5500e-01    9.4560e+01   -2.5457e-01    1.6150e+00
 2.5600e-01    9.4708e+01   -2.5337e-01    1.6139e+00
 2.5700e-01    9.4855e+01   -2.5235e-01    1.6129e+00
 2.5800e-01    9.4999e+01   -2.5144e-01    1.6118e+00
 2.5900e-01    9.5142e+01   -2.5065e-01    1.6107e+00
 2.6000e-01    9.5283e+01   -2.5004e-01    1.6095e+00
 2.6100e-01    9.5422e+01   -2.4955e-01    1.6089e+00
 2.6200e-01    9.5559e+01   -2.4914e-01    1.6077e+00
 2.6300e-01    9.5695e+01   -2.4871e-01    1.6064e+00
 2.6400e-01    9.5831e+01   -2.4826e-01    1.6056e+00
 2.6500e-01    9.5967e+01   -2.4766e-01    1.6044e+00
 2.6600e-01    9.6104e+01   -2.4713e-01    1.6035e+00
 2.6700e-01    9.6241e+01   -2.4642e-01    1.6025e+00
 2.6800e-01    9.6380e+01   -2.4551e-01    1.6013e+00
 2.6900e-01    9.6519e+01   -2.4457e-01    1.6003e+00
 2.7000e-01    9.6659e+01   -2.4345e-01    1.5992e+00
 2.7100e-01    9.6798e+01   -2.4230e-01    1.5982e+00
 2.7200e-01    9.6936e+01   -2.4122e-01    1.5972e+00
 2.7300e-01    9.7071e+01   -2.4034e-01    1.5962e+00
 2.7400e-01    9.7205e+01   -2.3955e-01    1.5950e+00
 2.7500e-01    9.7336e+01   -2.3896e-01    1.5939e+00
 2.7600e-01    9.7466e+01   -2.3857e-01    1.5931e+00
 2.7700e-01    9.7594e+01   -2.3826e-01    1.5918e+00
 2.7800e-01    9.7721e+01   -2.3800e-01    1.5907e+00
 2.7900e-01    9.7850e+01   -2.3768e-01    1.5897e+00
 2.8000e-01    9.7979e+01   -2.3731e-01    1.5887e+00
 2.8100e-01    9.8109e+01   -2.3675e-01    1.5876e+00
 2.8200e-01    9.8241e+01   -2.3606e-01    1.5866e+00
 2.8300e-01    9.8374e+01   -2.3522e-01    1.5856e+00
 2.8400e-01    9.8507e+01   -2.3440e-01    1.5846e+00
 2.8500e-01    9.8640e+01   -2.3349e-01    1.5833e+00
 2.8600e-01    9.8772e+01   -2.3265e-01    1.5824e+00
 2.8700e-01    9.8903e+01   -2.3182e-01    1.5811e+00
 2.8800e-01    9.9031e+01   -2.3104e-01    1.5801e+00
 2.8900e-01    9.9156e+01   -2.3058e-01    1.5791e+00
 2.9000e-01    9.9280e+01   -2.3010e-01    1.5782e+00
 2.9100e-01    9.9402e+01   -2.2984e-01    1.5769e+00
 2.9200e-01    9.9525e+01   -2.2957e-01    1.5760e+00
 2.9300e-01    9.9648e+01   -2.2915e-01    1.5748e+00
 2.9400e-01    9.9773e+01   -2.2865e-01    1.5740e+00
 2.9500e-01    9.9900e+01   -2.2804e-01    1.5729e+00
 2.9600e-01    1.0003e+02   -2.2724e-01    1.5719e+00
 2.9700e-01    1.0016e+02   -2.2654e-01    1.5706e+00
 2.9800e-01    1.0028e+02   -2.2572e-01    1.5699e+00
 2.9900e-01    1.0041e+02   -2.2488e-01    1.5687e+00
 3.0000e-01    1.0054e+02   -2.2400e-01    1.5676e+00
 3.0100e-01    1.0067e+02   -2.2323e-01    1.5665e+00
 3.0200e-01    1.0079e+02   -2.2248e-01    1.5655e+00
 3.0300e-01    1.0091e+02   -2.2178e-01    1.5644e+00
 3.0400e-01    1.0104e+02   -2.2120e-01    1.5634e+00
 3.0500e-01    1.0116e+02   -2.2063e-01    1.5623e+00
 3.0600e-01    1.0127e+02   -2.2031e-01    1.5613e+00
 3.0700e-01    1.0139e+02   -2.1992e-01    1.5601e+00
 3.0800e-01    1.0151e+02   -2.1948e-01    1.5594e+00
 3.0900e-01    1.0163e+02   -2.1902e-01    1.5581e+00
 3.1000e-01    1.0175e+02   -2.1829e-01    1.5570e+00
 3.1100e-01    1.0187e+02   -2.1757e-01    1.5562e+00
 3.1200e-01    1.0199e+02   -2.1676e-01    1.5551e+00
 3.1300e-01    1.0211e+02   -2.1596e-01    1.5540e+00
 3.1400e-01    1.0223e+02   -2.1536e-01    1.5530e+00
 3.1500e-01    1.0235e+02   -2.1486e-01    1.5519e+00
 3.1600e-01    1.0246e+02   -2.1442e-01    1.5510e+00
 3.1700e-01    1.0258e+02   -2.1398e-01    1.5500e+00
 3.1800e-01    1.0269e+02   -2.1353e-01    1.5489e+00
 3.1900e-01    1.0280e+02   -2.1310e-01    1.5479e+00
 3.2000e-01    1.0292e+02   -2.1259e-01    1.5467e+00
 3.2100e-01    1.0303e+02   -2.1191e-01    1.5458e+00
 3.2200e-01    1.0315e+02   -2.1109e-01    1.5447e+00
 3.2300e-01    1.0326e+02   -2.1039e-01    1.5438e+00
 3.2400e-01    1.0337e+02   -2.0967e-01    1.5426e+00
 3.2500e-01    1.0349e+02   -2.0920e-01    1.5417e+00
 3.2600e-01    1.0360e+02   -2.0899e-01    1.5409e+00
 3.2700e-01    1.0371e+02   -2.0876e-01    1.5399e+00
 3.2800e-01    1.0382e+02   -2.0843e-01    1.5387e+00
 3.2900e-01    1.0393e+02   -2.0790e-01    1.5377e+00
 3.3000e-01    1.0404e+02   -2.0737e-01    1.5367e+00
 3.3100e-01    1.0415e+02   -2.0686e-01    1.5355e+00
 3.3200e-01    1.0426e+02   -2.0637e-01    1.5348e+00
 3.3300e-01    1.0438e+02   -2.0568e-01    1.5335e+00
 3.3400e-01    1.0449e+02   -2.0497e-01    1.5325e+00
 3.3500e-01    1.0460e+02   -2.0435e-01    1.5315e+00
 3.3600e-01    1.0471e+02   -2.0374e-01    1.5305e+00
 3.3700e-01    1.0482e+02   -2.0307e-01    1.5294e+00
 3.3800e-01    1.0492e+02   -2.0241e-01    1.5284e+00
 3.3900e-01    1.0503e+02   -2.0188e-01    1.5273e+00
 3.4000e-01    1.0514e+02   -2.0156e-01    1.5264e+00
 3.4100e-01    1.0524e+02   -2.0136e-01    1.5251e+00
 3.4200e-01    1.0534e+02   -2.0114e-01    1.5243e+00
 3.4300e-01    1.0544e+02   -2.0093e-01    1.5233e+00
 3.4400e-01    1.0555e+02   -2.0049e-01    1.5223e+00
 3.4500e-01    1.0565e+02   -1.9995e-01    1.5212e+00
 3.4600e-01    1.0576e+02   -1.9930e-01    1.5201e+00
 3.4700e-01    1.0586e+02   -1.9864e-01    1.5193e+00
 3.4800e-01    1.0597e+02   -1.9804e-01    1.5181e+00
 3.4900e-01    1.0607e+02   -1.9767e-01    1.5171e+00
 3.5000e-01    1.0617e+02   -1.9737e-01    1.5163e+00
 3.5100e-01    1.0628e+02   -1.9725e-01    1.5152e+00
 3.5200e-01    1.0638e+02   -1.9714e-01    1.5142e+00
 3.5300e-01    1.0648e+02   -1.9709e-01    1.5131e+00
 3.5400e-01    1.0658e+02   -1.9693e-01    1.5122e+00
 3.5500e-01    1.0668e+02   -1.9658e-01    1.5111e+00
 3.5600e-01    1.0679e+02   -1.9607e-01    1.5102e+00
 3.5700e-01    1.0689e+02   -1.9539e-01    1.5091e+00
 3.5800e-01    1.0700e+02   -1.9473e-01    1.5081e+00
 3.5900e-01    1.0710e+02   -1.9414e-01    1.5069e+00
 3.6000e-01    1.0721e+02   -1.9366e-01    1.5060e+00
 3.6100e-01    1.0731e+02   -1.9305e-01    1.5049e+00
 3.6200e-01    1.0742e+02   -1.9255e-01    1.5040e+00
 3.6300e-01    1.0752e+02   -1.9201e-01    1.5028e+00
 3.6400e-01    1.0762e+02   -1.9149e-01    1.5018e+00
 3.6500e-01    1.0773e+02   -1.9096e-01    1.5008e+00
 3.6600e-01    1.0783e+02   -1.9055e-01    1.4995e+00
 3.6700e-01    1.0793e+02   -1.9021e-01    1.4988e+00
 3.6800e-01    1.0803e+02   -1.8978e-01    1.4978e+00
 3.6900e-01    1.0813e+02   -1.8933e-01    1.4967e+00
 3.7000e-01    1.0823e+02   -1.8883e-01    1.4957e+00
 3.7100e-01    1.0834e+02   -1.8839e-01    1.4947e+00
 3.7200e-01    1.0844e+02   -1.8794e-01    1.4935e+00
 3.7300e-01    1.0854e+02   -1.8753e-01    1.4927e+00
 3.7400e-01    1.0864e+02   -1.8715e-01    1.4914e+00
 3.7500e-01    1.0873e+02   -1.8679e-01    1.4904e+00
 3.7600e-01    1.0883e+02   -1.8644e-01    1.4894e+00
 3.7700e-01    1.0893e+02   -1.8615e-01    1.4884e+00
 3.7800e-01    1.0903e+02   -1.8557e-01    1.4872e+00
 3.7900e-01    1.0913e+02   -1.8509e-01    1.4863e+00
 3.8000e-01    1.0923e+02   -1.8456e-01    1.4853e+00
 3.8100e-01    1.0932e+02   -1.8412e-01    1.4842e+00
 3.8200e-01    1.0942e+02   -1.8375e-01    1.4833e+00
 3.8300e-01    1.0952e+02   -1.8342e-01    1.4824e+00
 3.8400e-01    1.0961e+02   -1.8319e-01    1.4812e+00
 3.8500e-01    1.0970e+02   -1.8295e-01    1.4803e+00
 3.8600e-01    1.0980e+02   -1.8265e-01    1.4793e+00
 3.8700e-01    1.0989e+02   -1.8237e-01    1.4782e+00
 3.8800e-01    1.0998e+02   -1.8207e-01    1.4772e+00
 3.8900e-01    1.1008e+02   -1.8153e-01    1.4763e+00
 3.9000e-01    1.1017e+02   -1.8098e-01    1.4752e+00
 3.9100e-01    1.1027e+02   -1.8039e-01    1.4741e+00
 3.9200e-01    1.1037e+02   -1.7989e-01    1.4732e+00
 3.9300e-01    1.1046e+02   -1.7954e-01    1.4721e+00
 3.9400e-01    1.1055e+02   -1.7941e-01    1.4711e+00
 3.9500e-01    1.1064e+02   -1.7936e-01    1.4702e+00
 3.9600e-01    1.1073e+02   -1.7941e-01    1.4693e+00
 3.9700e-01    1.1083e+02   -1.7925e-01    1.4683e+00
 3.9800e-01    1.1092e+02   -1.7879e-01    1.4672e+00
 3.9900e-01    1.1102e+02   -1.7801e-01    1.4663e+00
 4.0000e-01    1.1111e+02   -1.7709e-01    1.4652e+00
 4.0100e-01    1.1120e+02   -1.7639e-01    1.4642e+00
 4.0200e-01    1.1129e+02   -1.7601e-01    1.4632e+00
 4.0300e-01    1.1138e+02   -1.7597e-01    1.4622e+00
 4.0400e-01    1.1147e+02   -1.7609e-01    1.4614e+00
 4.0500e-01    1.1155e+02   -1.7609e-01    1.4603e+00
