PROFILES: ELECTRIC POTENTIAL phi, MACH NUMBER U_z/cs, MACH NUMBER U_Bdir/c_s 
distance(mm)    phi(V)      U_z/cs(-)      U_Bdir/c_s(-)
 5.3000e-02    9.2914e+01   -9.4352e-01    1.6853e+00
 5.4000e-02    9.3393e+01   -9.3542e-01    1.6823e+00
 5.5000e-02    9.3858e+01   -9.2752e-01    1.6794e+00
 5.6000e-02    9.4311e+01   -9.1982e-01    1.6771e+00
 5.7000e-02    9.4753e+01   -9.1233e-01    1.6744e+00
 5.8000e-02    9.5183e+01   -9.0502e-01    1.6716e+00
 5.9000e-02    9.5603e+01   -8.9789e-01    1.6691e+00
 6.0000e-02    9.6013e+01   -8.9093e-01    1.6666e+00
 6.1000e-02    9.6414e+01   -8.8413e-01    1.6643e+00
 6.2000e-02    9.6806e+01   -8.7749e-01    1.6615e+00
 6.3000e-02    9.7190e+01   -8.7101e-01    1.6593e+00
 6.4000e-02    9.7565e+01   -8.6465e-01    1.6566e+00
 6.5000e-02    9.7933e+01   -8.5841e-01    1.6548e+00
 6.6000e-02    9.8294e+01   -8.5231e-01    1.6522e+00
 6.7000e-02    9.8649e+01   -8.4634e-01    1.6499e+00
 6.8000e-02    9.8997e+01   -8.4046e-01    1.6476e+00
 6.9000e-02    9.9339e+01   -8.3468e-01    1.6454e+00
 7.0000e-02    9.9674e+01   -8.2900e-01    1.6434e+00
 7.1000e-02    1.0000e+02   -8.2343e-01    1.6411e+00
 7.2000e-02    1.0033e+02   -8.1798e-01    1.6389e+00
 7.3000e-02    1.0065e+02   -8.1260e-01    1.6367e+00
 7.4000e-02    1.0096e+02   -8.0730e-01    1.6345e+00
 7.5000e-02    1.0127e+02   -8.0209e-01    1.6328e+00
 7.6000e-02    1.0158e+02   -7.9696e-01    1.6304e+00
 7.7000e-02    1.0188e+02   -7.9191e-01    1.6282e+00
 7.8000e-02    1.0217e+02   -7.8694e-01    1.6266e+00
 7.9000e-02    1.0246e+02   -7.8203e-01    1.6242e+00
 8.0000e-02    1.0275e+02   -7.7717e-01    1.6221e+00
 8.1000e-02    1.0304e+02   -7.7234e-01    1.6201e+00
 8.2000e-02    1.0332e+02   -7.6758e-01    1.6182e+00
 8.3000e-02    1.0359e+02   -7.6289e-01    1.6160e+00
 8.4000e-02    1.0387e+02   -7.5825e-01    1.6144e+00
 8.5000e-02    1.0413e+02   -7.5369e-01    1.6124e+00
 8.6000e-02    1.0440e+02   -7.4922e-01    1.6100e+00
 8.7000e-02    1.0466e+02   -7.4484e-01    1.6087e+00
 8.8000e-02    1.0492e+02   -7.4055e-01    1.6064e+00
 8.9000e-02    1.0517e+02   -7.3635e-01    1.6049e+00
 9.0000e-02    1.0541e+02   -7.3229e-01    1.6028e+00
 9.1000e-02    1.0565e+02   -7.2836e-01    1.6010e+00
 9.2000e-02    1.0589e+02   -7.2454e-01    1.5991e+00
 9.3000e-02    1.0612e+02   -7.2083e-01    1.5974e+00
 9.4000e-02    1.0635e+02   -7.1724e-01    1.5959e+00
 9.5000e-02    1.0657e+02   -7.1379e-01    1.5940e+00
 9.6000e-02    1.0678e+02   -7.1045e-01    1.5921e+00
 9.7000e-02    1.0699e+02   -7.0722e-01    1.5909e+00
 9.8000e-02    1.0720e+02   -7.0413e-01    1.5892e+00
 9.9000e-02    1.0740e+02   -7.0116e-01    1.5876e+00
 1.0000e-01    1.0760e+02   -6.9834e-01    1.5862e+00
 1.0100e-01    1.0779e+02   -6.9562e-01    1.5846e+00
 1.0200e-01    1.0798e+02   -6.9301e-01    1.5831e+00
 1.0300e-01    1.0816e+02   -6.9053e-01    1.5818e+00
 1.0400e-01    1.0834e+02   -6.8817e-01    1.5800e+00
 1.0500e-01    1.0851e+02   -6.8592e-01    1.5790e+00
 1.0600e-01    1.0868e+02   -6.8376e-01    1.5775e+00
 1.0700e-01    1.0885e+02   -6.8167e-01    1.5762e+00
 1.0800e-01    1.0901e+02   -6.7963e-01    1.5749e+00
 1.0900e-01    1.0918e+02   -6.7767e-01    1.5735e+00
 1.1000e-01    1.0933e+02   -6.7576e-01    1.5722e+00
 1.1100e-01    1.0949e+02   -6.7390e-01    1.5711e+00
 1.1200e-01    1.0965e+02   -6.7207e-01    1.5696e+00
 1.1300e-01    1.0980e+02   -6.7022e-01    1.5686e+00
 1.1400e-01    1.0996e+02   -6.6842e-01    1.5671e+00
 1.1500e-01    1.1011e+02   -6.6663e-01    1.5657e+00
 1.1600e-01    1.1027e+02   -6.6482e-01    1.5647e+00
 1.1700e-01    1.1042e+02   -6.6297e-01    1.5634e+00
 1.1800e-01    1.1058e+02   -6.6109e-01    1.5617e+00
 1.1900e-01    1.1074e+02   -6.5913e-01    1.5607e+00
 1.2000e-01    1.1090e+02   -6.5711e-01    1.5592e+00
 1.2100e-01    1.1106e+02   -6.5502e-01    1.5578e+00
 1.2200e-01    1.1122e+02   -6.5285e-01    1.5566e+00
 1.2300e-01    1.1138e+02   -6.5060e-01    1.5552e+00
 1.2400e-01    1.1155e+02   -6.4825e-01    1.5538e+00
 1.2500e-01    1.1172e+02   -6.4579e-01    1.5524e+00
 1.2600e-01    1.1189e+02   -6.4323e-01    1.5510e+00
 1.2700e-01    1.1206e+02   -6.4059e-01    1.5495e+00
 1.2800e-01    1.1224e+02   -6.3787e-01    1.5480e+00
 1.2900e-01    1.1241e+02   -6.3508e-01    1.5462e+00
 1.3000e-01    1.1259e+02   -6.3218e-01    1.5446e+00
 1.3100e-01    1.1277e+02   -6.2923e-01    1.5432e+00
 1.3200e-01    1.1295e+02   -6.2624e-01    1.5416e+00
 1.3300e-01    1.1313e+02   -6.2320e-01    1.5400e+00
 1.3400e-01    1.1331e+02   -6.2017e-01    1.5383e+00
 1.3500e-01    1.1348e+02   -6.1717e-01    1.5369e+00
 1.3600e-01    1.1366e+02   -6.1421e-01    1.5355e+00
 1.3700e-01    1.1383e+02   -6.1133e-01    1.5337e+00
 1.3800e-01    1.1400e+02   -6.0857e-01    1.5322e+00
 1.3900e-01    1.1416e+02   -6.0594e-01    1.5306e+00
 1.4000e-01    1.1433e+02   -6.0339e-01    1.5292e+00
 1.4100e-01    1.1448e+02   -6.0102e-01    1.5277e+00
 1.4200e-01    1.1463e+02   -5.9881e-01    1.5264e+00
 1.4300e-01    1.1478e+02   -5.9675e-01    1.5249e+00
 1.4400e-01    1.1492e+02   -5.9484e-01    1.5236e+00
 1.4500e-01    1.1505e+02   -5.9315e-01    1.5225e+00
 1.4600e-01    1.1518e+02   -5.9164e-01    1.5213e+00
 1.4700e-01    1.1531e+02   -5.9030e-01    1.5198e+00
 1.4800e-01    1.1543e+02   -5.8909e-01    1.5190e+00
 1.4900e-01    1.1554e+02   -5.8804e-01    1.5178e+00
 1.5000e-01    1.1565e+02   -5.8713e-01    1.5169e+00
 1.5100e-01    1.1576e+02   -5.8633e-01    1.5157e+00
 1.5200e-01    1.1586e+02   -5.8560e-01    1.5148e+00
 1.5300e-01    1.1597e+02   -5.8491e-01    1.5137e+00
 1.5400e-01    1.1607e+02   -5.8424e-01    1.5127e+00
 1.5500e-01    1.1617e+02   -5.8358e-01    1.5116e+00
 1.5600e-01    1.1628e+02   -5.8290e-01    1.5107e+00
 1.5700e-01    1.1638e+02   -5.8218e-01    1.5099e+00
 1.5800e-01    1.1648e+02   -5.8143e-01    1.5087e+00
 1.5900e-01    1.1659e+02   -5.8058e-01    1.5078e+00
 1.6000e-01    1.1670e+02   -5.7966e-01    1.5068e+00
 1.6100e-01    1.1681e+02   -5.7863e-01    1.5059e+00
 1.6200e-01    1.1692e+02   -5.7745e-01    1.5047e+00
 1.6300e-01    1.1704e+02   -5.7619e-01    1.5033e+00
 1.6400e-01    1.1717e+02   -5.7474e-01    1.5022e+00
 1.6500e-01    1.1729e+02   -5.7311e-01    1.5013e+00
 1.6600e-01    1.1743e+02   -5.7130e-01    1.4997e+00
 1.6700e-01    1.1756e+02   -5.6931e-01    1.4985e+00
 1.6800e-01    1.1770e+02   -5.6714e-01    1.4972e+00
 1.6900e-01    1.1785e+02   -5.6480e-01    1.4957e+00
 1.7000e-01    1.1799e+02   -5.6231e-01    1.4944e+00
 1.7100e-01    1.1814e+02   -5.5977e-01    1.4928e+00
 1.7200e-01    1.1829e+02   -5.5723e-01    1.4915e+00
 1.7300e-01    1.1844e+02   -5.5458e-01    1.4900e+00
 1.7400e-01    1.1859e+02   -5.5191e-01    1.4886e+00
 1.7500e-01    1.1874e+02   -5.4930e-01    1.4869e+00
 1.7600e-01    1.1888e+02   -5.4675e-01    1.4853e+00
 1.7700e-01    1.1903e+02   -5.4431e-01    1.4842e+00
 1.7800e-01    1.1916e+02   -5.4202e-01    1.4825e+00
 1.7900e-01    1.1930e+02   -5.3994e-01    1.4812e+00
 1.8000e-01    1.1942e+02   -5.3809e-01    1.4801e+00
 1.8100e-01    1.1954e+02   -5.3646e-01    1.4788e+00
 1.8200e-01    1.1965e+02   -5.3519e-01    1.4777e+00
 1.8300e-01    1.1976e+02   -5.3417e-01    1.4766e+00
 1.8400e-01    1.1986e+02   -5.3335e-01    1.4758e+00
 1.8500e-01    1.1995e+02   -5.3280e-01    1.4746e+00
 1.8600e-01    1.2004e+02   -5.3244e-01    1.4736e+00
 1.8700e-01    1.2012e+02   -5.3224e-01    1.4730e+00
 1.8800e-01    1.2020e+02   -5.3217e-01    1.4721e+00
 1.8900e-01    1.2028e+02   -5.3216e-01    1.4711e+00
 1.9000e-01    1.2035e+02   -5.3217e-01    1.4704e+00
 1.9100e-01    1.2043e+02   -5.3215e-01    1.4698e+00
 1.9200e-01    1.2050e+02   -5.3209e-01    1.4689e+00
 1.9300e-01    1.2058e+02   -5.3192e-01    1.4681e+00
 1.9400e-01    1.2066e+02   -5.3164e-01    1.4674e+00
 1.9500e-01    1.2075e+02   -5.3116e-01    1.4663e+00
 1.9600e-01    1.2084e+02   -5.3058e-01    1.4656e+00
 1.9700e-01    1.2093e+02   -5.2977e-01    1.4645e+00
 1.9800e-01    1.2104e+02   -5.2872e-01    1.4636e+00
 1.9900e-01    1.2114e+02   -5.2741e-01    1.4623e+00
 2.0000e-01    1.2126e+02   -5.2583e-01    1.4613e+00
 2.0100e-01    1.2137e+02   -5.2403e-01    1.4598e+00
 2.0200e-01    1.2150e+02   -5.2201e-01    1.4585e+00
 2.0300e-01    1.2162e+02   -5.1980e-01    1.4572e+00
 2.0400e-01    1.2175e+02   -5.1747e-01    1.4557e+00
 2.0500e-01    1.2188e+02   -5.1507e-01    1.4546e+00
 2.0600e-01    1.2201e+02   -5.1269e-01    1.4529e+00
 2.0700e-01    1.2214e+02   -5.1035e-01    1.4516e+00
 2.0800e-01    1.2227e+02   -5.0814e-01    1.4504e+00
 2.0900e-01    1.2239e+02   -5.0610e-01    1.4489e+00
 2.1000e-01    1.2251e+02   -5.0426e-01    1.4476e+00
 2.1100e-01    1.2262e+02   -5.0268e-01    1.4465e+00
 2.1200e-01    1.2272e+02   -5.0137e-01    1.4454e+00
 2.1300e-01    1.2282e+02   -5.0033e-01    1.4444e+00
 2.1400e-01    1.2291e+02   -4.9953e-01    1.4435e+00
 2.1500e-01    1.2300e+02   -4.9909e-01    1.4424e+00
 2.1600e-01    1.2308e+02   -4.9881e-01    1.4414e+00
 2.1700e-01    1.2316e+02   -4.9873e-01    1.4409e+00
 2.1800e-01    1.2323e+02   -4.9876e-01    1.4401e+00
 2.1900e-01    1.2330e+02   -4.9891e-01    1.4391e+00
 2.2000e-01    1.2336e+02   -4.9904e-01    1.4384e+00
 2.2100e-01    1.2343e+02   -4.9913e-01    1.4376e+00
 2.2200e-01    1.2350e+02   -4.9917e-01    1.4368e+00
 2.2300e-01    1.2357e+02   -4.9908e-01    1.4360e+00
 2.2400e-01    1.2365e+02   -4.9884e-01    1.4355e+00
 2.2500e-01    1.2373e+02   -4.9839e-01    1.4343e+00
 2.2600e-01    1.2381e+02   -4.9769e-01    1.4335e+00
 2.2700e-01    1.2390e+02   -4.9670e-01    1.4324e+00
 2.2800e-01    1.2400e+02   -4.9540e-01    1.4316e+00
 2.2900e-01    1.2411e+02   -4.9388e-01    1.4302e+00
 2.3000e-01    1.2422e+02   -4.9209e-01    1.4292e+00
 2.3100e-01    1.2433e+02   -4.9009e-01    1.4279e+00
 2.3200e-01    1.2444e+02   -4.8804e-01    1.4263e+00
 2.3300e-01    1.2456e+02   -4.8598e-01    1.4253e+00
 2.3400e-01    1.2468e+02   -4.8396e-01    1.4241e+00
 2.3500e-01    1.2479e+02   -4.8200e-01    1.4227e+00
 2.3600e-01    1.2490e+02   -4.8022e-01    1.4215e+00
 2.3700e-01    1.2501e+02   -4.7861e-01    1.4204e+00
 2.3800e-01    1.2511e+02   -4.7726e-01    1.4191e+00
 2.3900e-01    1.2520e+02   -4.7621e-01    1.4181e+00
 2.4000e-01    1.2529e+02   -4.7537e-01    1.4170e+00
 2.4100e-01    1.2537e+02   -4.7475e-01    1.4162e+00
 2.4200e-01    1.2545e+02   -4.7436e-01    1.4152e+00
 2.4300e-01    1.2552e+02   -4.7413e-01    1.4145e+00
 2.4400e-01    1.2559e+02   -4.7404e-01    1.4137e+00
 2.4500e-01    1.2566e+02   -4.7403e-01    1.4128e+00
 2.4600e-01    1.2572e+02   -4.7406e-01    1.4121e+00
 2.4700e-01    1.2579e+02   -4.7404e-01    1.4115e+00
 2.4800e-01    1.2586e+02   -4.7386e-01    1.4105e+00
 2.4900e-01    1.2593e+02   -4.7356e-01    1.4097e+00
 2.5000e-01    1.2600e+02   -4.7309e-01    1.4089e+00
 2.5100e-01    1.2608e+02   -4.7234e-01    1.4078e+00
 2.5200e-01    1.2616e+02   -4.7140e-01    1.4071e+00
 2.5300e-01    1.2624e+02   -4.7030e-01    1.4058e+00
 2.5400e-01    1.2633e+02   -4.6899e-01    1.4048e+00
 2.5500e-01    1.2642e+02   -4.6757e-01    1.4037e+00
 2.5600e-01    1.2651e+02   -4.6607e-01    1.4025e+00
 2.5700e-01    1.2660e+02   -4.6454e-01    1.4015e+00
 2.5800e-01    1.2669e+02   -4.6305e-01    1.4004e+00
 2.5900e-01    1.2678e+02   -4.6168e-01    1.3992e+00
 2.6000e-01    1.2687e+02   -4.6044e-01    1.3983e+00
 2.6100e-01    1.2695e+02   -4.5939e-01    1.3972e+00
 2.6200e-01    1.2703e+02   -4.5856e-01    1.3962e+00
 2.6300e-01    1.2710e+02   -4.5794e-01    1.3955e+00
 2.6400e-01    1.2717e+02   -4.5754e-01    1.3946e+00
 2.6500e-01    1.2724e+02   -4.5731e-01    1.3938e+00
 2.6600e-01    1.2730e+02   -4.5724e-01    1.3931e+00
 2.6700e-01    1.2736e+02   -4.5733e-01    1.3922e+00
 2.6800e-01    1.2741e+02   -4.5743e-01    1.3914e+00
 2.6900e-01    1.2747e+02   -4.5747e-01    1.3909e+00
 2.7000e-01    1.2753e+02   -4.5742e-01    1.3900e+00
 2.7100e-01    1.2759e+02   -4.5722e-01    1.3893e+00
 2.7200e-01    1.2766e+02   -4.5679e-01    1.3884e+00
 2.7300e-01    1.2773e+02   -4.5620e-01    1.3876e+00
 2.7400e-01    1.2781e+02   -4.5537e-01    1.3866e+00
 2.7500e-01    1.2789e+02   -4.5431e-01    1.3857e+00
 2.7600e-01    1.2797e+02   -4.5307e-01    1.3848e+00
 2.7700e-01    1.2806e+02   -4.5171e-01    1.3837e+00
 2.7800e-01    1.2815e+02   -4.5032e-01    1.3823e+00
 2.7900e-01    1.2824e+02   -4.4892e-01    1.3816e+00
 2.8000e-01    1.2832e+02   -4.4761e-01    1.3803e+00
 2.8100e-01    1.2841e+02   -4.4641e-01    1.3793e+00
 2.8200e-01    1.2849e+02   -4.4536e-01    1.3784e+00
 2.8300e-01    1.2857e+02   -4.4448e-01    1.3774e+00
 2.8400e-01    1.2864e+02   -4.4375e-01    1.3766e+00
 2.8500e-01    1.2871e+02   -4.4329e-01    1.3757e+00
 2.8600e-01    1.2877e+02   -4.4302e-01    1.3746e+00
 2.8700e-01    1.2883e+02   -4.4290e-01    1.3742e+00
 2.8800e-01    1.2889e+02   -4.4286e-01    1.3734e+00
 2.8900e-01    1.2895e+02   -4.4287e-01    1.3725e+00
 2.9000e-01    1.2901e+02   -4.4285e-01    1.3720e+00
 2.9100e-01    1.2907e+02   -4.4282e-01    1.3714e+00
 2.9200e-01    1.2913e+02   -4.4266e-01    1.3705e+00
 2.9300e-01    1.2919e+02   -4.4234e-01    1.3697e+00
 2.9400e-01    1.2926e+02   -4.4179e-01    1.3690e+00
 2.9500e-01    1.2933e+02   -4.4102e-01    1.3679e+00
 2.9600e-01    1.2941e+02   -4.4003e-01    1.3674e+00
 2.9700e-01    1.2949e+02   -4.3881e-01    1.3661e+00
 2.9800e-01    1.2958e+02   -4.3745e-01    1.3649e+00
 2.9900e-01    1.2966e+02   -4.3594e-01    1.3639e+00
 3.0000e-01    1.2975e+02   -4.3431e-01    1.3628e+00
 3.0100e-01    1.2983e+02   -4.3285e-01    1.3614e+00
 3.0200e-01    1.2992e+02   -4.3151e-01    1.3608e+00
 3.0300e-01    1.3000e+02   -4.3030e-01    1.3594e+00
 3.0400e-01    1.3007e+02   -4.2934e-01    1.3586e+00
 3.0500e-01    1.3014e+02   -4.2859e-01    1.3579e+00
 3.0600e-01    1.3020e+02   -4.2809e-01    1.3569e+00
 3.0700e-01    1.3026e+02   -4.2783e-01    1.3562e+00
 3.0800e-01    1.3032e+02   -4.2779e-01    1.3553e+00
 3.0900e-01    1.3037e+02   -4.2794e-01    1.3550e+00
 3.1000e-01    1.3042e+02   -4.2826e-01    1.3541e+00
 3.1100e-01    1.3047e+02   -4.2865e-01    1.3536e+00
 3.1200e-01    1.3051e+02   -4.2908e-01    1.3530e+00
 3.1300e-01    1.3056e+02   -4.2941e-01    1.3524e+00
 3.1400e-01    1.3061e+02   -4.2955e-01    1.3516e+00
 3.1500e-01    1.3067e+02   -4.2945e-01    1.3510e+00
 3.1600e-01    1.3073e+02   -4.2905e-01    1.3502e+00
 3.1700e-01    1.3080e+02   -4.2835e-01    1.3492e+00
 3.1800e-01    1.3087e+02   -4.2730e-01    1.3485e+00
 3.1900e-01    1.3095e+02   -4.2600e-01    1.3473e+00
 3.2000e-01    1.3103e+02   -4.2446e-01    1.3463e+00
 3.2100e-01    1.3111e+02   -4.2280e-01    1.3453e+00
 3.2200e-01    1.3120e+02   -4.2108e-01    1.3443e+00
 3.2300e-01    1.3128e+02   -4.1941e-01    1.3430e+00
 3.2400e-01    1.3137e+02   -4.1785e-01    1.3419e+00
 3.2500e-01    1.3145e+02   -4.1657e-01    1.3409e+00
 3.2600e-01    1.3152e+02   -4.1555e-01    1.3400e+00
 3.2700e-01    1.3158e+02   -4.1491e-01    1.3392e+00
 3.2800e-01    1.3164e+02   -4.1464e-01    1.3385e+00
 3.2900e-01    1.3169e+02   -4.1471e-01    1.3377e+00
 3.3000e-01    1.3174e+02   -4.1506e-01    1.3372e+00
 3.3100e-01    1.3178e+02   -4.1569e-01    1.3365e+00
 3.3200e-01    1.3182e+02   -4.1646e-01    1.3363e+00
 3.3300e-01    1.3185e+02   -4.1726e-01    1.3355e+00
 3.3400e-01    1.3189e+02   -4.1798e-01    1.3351e+00
 3.3500e-01    1.3193e+02   -4.1848e-01    1.3347e+00
 3.3600e-01    1.3198e+02   -4.1862e-01    1.3339e+00
 3.3700e-01    1.3204e+02   -4.1841e-01    1.3333e+00
 3.3800e-01    1.3210e+02   -4.1774e-01    1.3324e+00
 3.3900e-01    1.3217e+02   -4.1664e-01    1.3315e+00
 3.4000e-01    1.3225e+02   -4.1519e-01    1.3306e+00
 3.4100e-01    1.3234e+02   -4.1342e-01    1.3294e+00
 3.4200e-01    1.3243e+02   -4.1150e-01    1.3282e+00
 3.4300e-01    1.3252e+02   -4.0944e-01    1.3273e+00
 3.4400e-01    1.3261e+02   -4.0743e-01    1.3260e+00
 3.4500e-01    1.3270e+02   -4.0559e-01    1.3248e+00
 3.4600e-01    1.3278e+02   -4.0405e-01    1.3237e+00
 3.4700e-01    1.3285e+02   -4.0291e-01    1.3228e+00
 3.4800e-01    1.3291e+02   -4.0229e-01    1.3220e+00
 3.4900e-01    1.3296e+02   -4.0216e-01    1.3213e+00
 3.5000e-01    1.3300e+02   -4.0258e-01    1.3207e+00
 3.5100e-01    1.3304e+02   -4.0338e-01    1.3203e+00
 3.5200e-01    1.3307e+02   -4.0443e-01    1.3200e+00
 3.5300e-01    1.3309e+02   -4.0552e-01    1.3194e+00
 3.5400e-01    1.3312e+02   -4.0649e-01    1.3192e+00
 3.5500e-01    1.3315e+02   -4.0717e-01    1.3187e+00
 3.5600e-01    1.3319e+02   -4.0749e-01    1.3182e+00
 3.5700e-01    1.3324e+02   -4.0737e-01    1.3175e+00
 3.5800e-01    1.3330e+02   -4.0678e-01    1.3167e+00
 3.5900e-01    1.3336e+02   -4.0579e-01    1.3159e+00
 3.6000e-01    1.3344e+02   -4.0441e-01    1.3147e+00
 3.6100e-01    1.3352e+02   -4.0275e-01    1.3137e+00
 3.6200e-01    1.3360e+02   -4.0089e-01    1.3125e+00
 3.6300e-01    1.3368e+02   -3.9904e-01    1.3114e+00
 3.6400e-01    1.3376e+02   -3.9731e-01    1.3104e+00
 3.6500e-01    1.3383e+02   -3.9583e-01    1.3093e+00
 3.6600e-01    1.3390e+02   -3.9478e-01    1.3083e+00
 3.6700e-01    1.3396e+02   -3.9424e-01    1.3075e+00
 3.6800e-01    1.3400e+02   -3.9421e-01    1.3070e+00
 3.6900e-01    1.3404e+02   -3.9465e-01    1.3064e+00
 3.7000e-01    1.3407e+02   -3.9542e-01    1.3060e+00
 3.7100e-01    1.3410e+02   -3.9640e-01    1.3056e+00
 3.7200e-01    1.3412e+02   -3.9748e-01    1.3053e+00
 3.7300e-01    1.3415e+02   -3.9841e-01    1.3049e+00
 3.7400e-01    1.3418e+02   -3.9905e-01    1.3043e+00
 3.7500e-01    1.3422e+02   -3.9932e-01    1.3039e+00
 3.7600e-01    1.3427e+02   -3.9912e-01    1.3030e+00
 3.7700e-01    1.3432e+02   -3.9852e-01    1.3025e+00
 3.7800e-01    1.3439e+02   -3.9750e-01    1.3016e+00
 3.7900e-01    1.3446e+02   -3.9606e-01    1.3005e+00
 3.8000e-01    1.3453e+02   -3.9438e-01    1.2996e+00
 3.8100e-01    1.3461e+02   -3.9255e-01    1.2983e+00
 3.8200e-01    1.3468e+02   -3.9075e-01    1.2974e+00
 3.8300e-01    1.3476e+02   -3.8920e-01    1.2962e+00
 3.8400e-01    1.3482e+02   -3.8797e-01    1.2953e+00
 3.8500e-01    1.3488e+02   -3.8720e-01    1.2946e+00
 3.8600e-01    1.3493e+02   -3.8697e-01    1.2939e+00
 3.8700e-01    1.3497e+02   -3.8727e-01    1.2934e+00
 3.8800e-01    1.3500e+02   -3.8795e-01    1.2931e+00
 3.8900e-01    1.3503e+02   -3.8891e-01    1.2925e+00
 3.9000e-01    1.3505e+02   -3.8993e-01    1.2923e+00
 3.9100e-01    1.3508e+02   -3.9080e-01    1.2918e+00
 3.9200e-01    1.3511e+02   -3.9148e-01    1.2913e+00
 3.9300e-01    1.3515e+02   -3.9190e-01    1.2907e+00
 3.9400e-01    1.3519e+02   -3.9185e-01    1.2902e+00
 3.9500e-01    1.3525e+02   -3.9127e-01    1.2893e+00
 3.9600e-01    1.3531e+02   -3.9028e-01    1.2884e+00
 3.9700e-01    1.3538e+02   -3.8896e-01    1.2877e+00
 3.9800e-01    1.3545e+02   -3.8734e-01    1.2866e+00
 3.9900e-01    1.3553e+02   -3.8553e-01    1.2855e+00
 4.0000e-01    1.3560e+02   -3.8368e-01    1.2844e+00
 4.0100e-01    1.3568e+02   -3.8201e-01    1.2835e+00
 4.0200e-01    1.3575e+02   -3.8058e-01    1.2823e+00
 4.0300e-01    1.3581e+02   -3.7961e-01    1.2815e+00
 4.0400e-01    1.3586e+02   -3.7920e-01    1.2808e+00
 4.0500e-01    1.3590e+02   -3.7932e-01    1.2800e+00
