PROFILES: ELECTRIC POTENTIAL phi, MACH NUMBER U_z/cs, MACH NUMBER U_Bdir/c_s 
distance(mm)    phi(V)      U_z/cs(-)      U_Bdir/c_s(-)
 4.0600e-01    1.3202e+02   -1.0333e+00    1.0333e+00
 4.0700e-01    1.3202e+02   -1.0332e+00    1.0332e+00
 4.0800e-01    1.3202e+02   -1.0331e+00    1.0331e+00
 4.0900e-01    1.3203e+02   -1.0330e+00    1.0330e+00
 4.1000e-01    1.3203e+02   -1.0329e+00    1.0329e+00
 4.1100e-01    1.3203e+02   -1.0329e+00    1.0329e+00
 4.1200e-01    1.3204e+02   -1.0328e+00    1.0328e+00
 4.1300e-01    1.3204e+02   -1.0327e+00    1.0327e+00
 4.1400e-01    1.3204e+02   -1.0326e+00    1.0326e+00
 4.1500e-01    1.3204e+02   -1.0326e+00    1.0326e+00
 4.1600e-01    1.3204e+02   -1.0325e+00    1.0325e+00
 4.1700e-01    1.3205e+02   -1.0324e+00    1.0324e+00
 4.1800e-01    1.3205e+02   -1.0324e+00    1.0324e+00
 4.1900e-01    1.3205e+02   -1.0324e+00    1.0324e+00
 4.2000e-01    1.3205e+02   -1.0323e+00    1.0323e+00
 4.2100e-01    1.3205e+02   -1.0323e+00    1.0323e+00
 4.2200e-01    1.3205e+02   -1.0323e+00    1.0323e+00
 4.2300e-01    1.3205e+02   -1.0323e+00    1.0323e+00
 4.2400e-01    1.3205e+02   -1.0323e+00    1.0323e+00
 4.2500e-01    1.3204e+02   -1.0323e+00    1.0323e+00
 4.2600e-01    1.3204e+02   -1.0323e+00    1.0323e+00
 4.2700e-01    1.3204e+02   -1.0323e+00    1.0323e+00
 4.2800e-01    1.3204e+02   -1.0323e+00    1.0323e+00
 4.2900e-01    1.3204e+02   -1.0324e+00    1.0324e+00
 4.3000e-01    1.3204e+02   -1.0324e+00    1.0324e+00
 4.3100e-01    1.3204e+02   -1.0324e+00    1.0324e+00
 4.3200e-01    1.3204e+02   -1.0324e+00    1.0324e+00
 4.3300e-01    1.3204e+02   -1.0325e+00    1.0325e+00
 4.3400e-01    1.3204e+02   -1.0325e+00    1.0325e+00
 4.3500e-01    1.3205e+02   -1.0325e+00    1.0325e+00
 4.3600e-01    1.3205e+02   -1.0325e+00    1.0325e+00
 4.3700e-01    1.3205e+02   -1.0325e+00    1.0325e+00
 4.3800e-01    1.3205e+02   -1.0325e+00    1.0325e+00
 4.3900e-01    1.3205e+02   -1.0324e+00    1.0324e+00
 4.4000e-01    1.3205e+02   -1.0324e+00    1.0324e+00
 4.4100e-01    1.3205e+02   -1.0323e+00    1.0323e+00
 4.4200e-01    1.3206e+02   -1.0323e+00    1.0323e+00
 4.4300e-01    1.3206e+02   -1.0322e+00    1.0322e+00
 4.4400e-01    1.3207e+02   -1.0321e+00    1.0321e+00
 4.4500e-01    1.3207e+02   -1.0320e+00    1.0320e+00
 4.4600e-01    1.3208e+02   -1.0319e+00    1.0319e+00
 4.4700e-01    1.3208e+02   -1.0318e+00    1.0318e+00
 4.4800e-01    1.3209e+02   -1.0317e+00    1.0317e+00
 4.4900e-01    1.3209e+02   -1.0315e+00    1.0315e+00
 4.5000e-01    1.3210e+02   -1.0314e+00    1.0314e+00
 4.5100e-01    1.3211e+02   -1.0312e+00    1.0312e+00
 4.5200e-01    1.3211e+02   -1.0311e+00    1.0311e+00
 4.5300e-01    1.3212e+02   -1.0310e+00    1.0310e+00
 4.5400e-01    1.3213e+02   -1.0308e+00    1.0308e+00
 4.5500e-01    1.3213e+02   -1.0307e+00    1.0307e+00
 4.5600e-01    1.3214e+02   -1.0306e+00    1.0306e+00
 4.5700e-01    1.3214e+02   -1.0305e+00    1.0305e+00
 4.5800e-01    1.3215e+02   -1.0304e+00    1.0304e+00
 4.5900e-01    1.3215e+02   -1.0303e+00    1.0303e+00
 4.6000e-01    1.3216e+02   -1.0302e+00    1.0302e+00
 4.6100e-01    1.3216e+02   -1.0301e+00    1.0301e+00
 4.6200e-01    1.3216e+02   -1.0301e+00    1.0301e+00
 4.6300e-01    1.3217e+02   -1.0300e+00    1.0300e+00
 4.6400e-01    1.3217e+02   -1.0299e+00    1.0299e+00
 4.6500e-01    1.3217e+02   -1.0298e+00    1.0298e+00
 4.6600e-01    1.3217e+02   -1.0298e+00    1.0298e+00
 4.6700e-01    1.3218e+02   -1.0297e+00    1.0297e+00
 4.6800e-01    1.3218e+02   -1.0296e+00    1.0296e+00
 4.6900e-01    1.3218e+02   -1.0296e+00    1.0296e+00
 4.7000e-01    1.3218e+02   -1.0295e+00    1.0295e+00
 4.7100e-01    1.3219e+02   -1.0294e+00    1.0294e+00
 4.7200e-01    1.3219e+02   -1.0293e+00    1.0293e+00
 4.7300e-01    1.3219e+02   -1.0293e+00    1.0293e+00
 4.7400e-01    1.3220e+02   -1.0292e+00    1.0292e+00
 4.7500e-01    1.3220e+02   -1.0291e+00    1.0291e+00
 4.7600e-01    1.3220e+02   -1.0290e+00    1.0290e+00
 4.7700e-01    1.3221e+02   -1.0290e+00    1.0290e+00
 4.7800e-01    1.3221e+02   -1.0289e+00    1.0289e+00
 4.7900e-01    1.3221e+02   -1.0289e+00    1.0289e+00
 4.8000e-01    1.3221e+02   -1.0288e+00    1.0288e+00
 4.8100e-01    1.3221e+02   -1.0288e+00    1.0288e+00
 4.8200e-01    1.3221e+02   -1.0287e+00    1.0287e+00
 4.8300e-01    1.3221e+02   -1.0287e+00    1.0287e+00
 4.8400e-01    1.3221e+02   -1.0288e+00    1.0288e+00
 4.8500e-01    1.3220e+02   -1.0288e+00    1.0288e+00
 4.8600e-01    1.3220e+02   -1.0289e+00    1.0289e+00
 4.8700e-01    1.3220e+02   -1.0289e+00    1.0289e+00
 4.8800e-01    1.3220e+02   -1.0290e+00    1.0290e+00
 4.8900e-01    1.3219e+02   -1.0290e+00    1.0290e+00
 4.9000e-01    1.3219e+02   -1.0291e+00    1.0291e+00
 4.9100e-01    1.3219e+02   -1.0292e+00    1.0292e+00
 4.9200e-01    1.3219e+02   -1.0292e+00    1.0292e+00
 4.9300e-01    1.3219e+02   -1.0293e+00    1.0293e+00
 4.9400e-01    1.3219e+02   -1.0293e+00    1.0293e+00
 4.9500e-01    1.3219e+02   -1.0293e+00    1.0293e+00
 4.9600e-01    1.3219e+02   -1.0293e+00    1.0293e+00
 4.9700e-01    1.3219e+02   -1.0293e+00    1.0293e+00
 4.9800e-01    1.3219e+02   -1.0293e+00    1.0293e+00
 4.9900e-01    1.3219e+02   -1.0293e+00    1.0293e+00
 5.0000e-01    1.3219e+02   -1.0294e+00    1.0294e+00
 5.0100e-01    1.3219e+02   -1.0294e+00    1.0294e+00
 5.0200e-01    1.3218e+02   -1.0294e+00    1.0294e+00
 5.0300e-01    1.3218e+02   -1.0294e+00    1.0294e+00
 5.0400e-01    1.3218e+02   -1.0294e+00    1.0294e+00
 5.0500e-01    1.3219e+02   -1.0295e+00    1.0295e+00
 5.0600e-01    1.3219e+02   -1.0295e+00    1.0295e+00
 5.0700e-01    1.3219e+02   -1.0295e+00    1.0295e+00
 5.0800e-01    1.3219e+02   -1.0295e+00    1.0295e+00
 5.0900e-01    1.3219e+02   -1.0295e+00    1.0295e+00
 5.1000e-01    1.3219e+02   -1.0295e+00    1.0295e+00
 5.1100e-01    1.3219e+02   -1.0295e+00    1.0295e+00
 5.1200e-01    1.3219e+02   -1.0295e+00    1.0295e+00
 5.1300e-01    1.3219e+02   -1.0295e+00    1.0295e+00
 5.1400e-01    1.3219e+02   -1.0295e+00    1.0295e+00
 5.1500e-01    1.3219e+02   -1.0295e+00    1.0295e+00
 5.1600e-01    1.3220e+02   -1.0295e+00    1.0295e+00
 5.1700e-01    1.3220e+02   -1.0294e+00    1.0294e+00
 5.1800e-01    1.3220e+02   -1.0294e+00    1.0294e+00
 5.1900e-01    1.3220e+02   -1.0294e+00    1.0294e+00
 5.2000e-01    1.3221e+02   -1.0293e+00    1.0293e+00
 5.2100e-01    1.3221e+02   -1.0293e+00    1.0293e+00
 5.2200e-01    1.3221e+02   -1.0292e+00    1.0292e+00
 5.2300e-01    1.3222e+02   -1.0291e+00    1.0291e+00
 5.2400e-01    1.3223e+02   -1.0291e+00    1.0291e+00
 5.2500e-01    1.3223e+02   -1.0290e+00    1.0290e+00
 5.2600e-01    1.3224e+02   -1.0289e+00    1.0289e+00
 5.2700e-01    1.3224e+02   -1.0288e+00    1.0288e+00
 5.2800e-01    1.3225e+02   -1.0287e+00    1.0287e+00
 5.2900e-01    1.3225e+02   -1.0286e+00    1.0286e+00
 5.3000e-01    1.3225e+02   -1.0285e+00    1.0285e+00
 5.3100e-01    1.3226e+02   -1.0285e+00    1.0285e+00
 5.3200e-01    1.3226e+02   -1.0284e+00    1.0284e+00
 5.3300e-01    1.3227e+02   -1.0283e+00    1.0283e+00
 5.3400e-01    1.3228e+02   -1.0282e+00    1.0282e+00
 5.3500e-01    1.3228e+02   -1.0280e+00    1.0280e+00
 5.3600e-01    1.3229e+02   -1.0278e+00    1.0278e+00
 5.3700e-01    1.3230e+02   -1.0277e+00    1.0277e+00
 5.3800e-01    1.3231e+02   -1.0274e+00    1.0274e+00
 5.3900e-01    1.3232e+02   -1.0272e+00    1.0272e+00
 5.4000e-01    1.3234e+02   -1.0269e+00    1.0269e+00
 5.4100e-01    1.3235e+02   -1.0266e+00    1.0266e+00
 5.4200e-01    1.3236e+02   -1.0263e+00    1.0263e+00
 5.4300e-01    1.3238e+02   -1.0260e+00    1.0260e+00
 5.4400e-01    1.3239e+02   -1.0257e+00    1.0257e+00
 5.4500e-01    1.3240e+02   -1.0254e+00    1.0254e+00
 5.4600e-01    1.3242e+02   -1.0250e+00    1.0250e+00
 5.4700e-01    1.3243e+02   -1.0247e+00    1.0247e+00
 5.4800e-01    1.3245e+02   -1.0245e+00    1.0245e+00
 5.4900e-01    1.3246e+02   -1.0242e+00    1.0242e+00
 5.5000e-01    1.3247e+02   -1.0239e+00    1.0239e+00
 5.5100e-01    1.3248e+02   -1.0237e+00    1.0237e+00
 5.5200e-01    1.3249e+02   -1.0235e+00    1.0235e+00
 5.5300e-01    1.3250e+02   -1.0233e+00    1.0233e+00
 5.5400e-01    1.3251e+02   -1.0232e+00    1.0232e+00
 5.5500e-01    1.3252e+02   -1.0230e+00    1.0230e+00
 5.5600e-01    1.3252e+02   -1.0229e+00    1.0229e+00
 5.5700e-01    1.3253e+02   -1.0227e+00    1.0227e+00
 5.5800e-01    1.3254e+02   -1.0226e+00    1.0226e+00
 5.5900e-01    1.3254e+02   -1.0225e+00    1.0225e+00
 5.6000e-01    1.3255e+02   -1.0224e+00    1.0224e+00
 5.6100e-01    1.3255e+02   -1.0223e+00    1.0223e+00
 5.6200e-01    1.3255e+02   -1.0222e+00    1.0222e+00
 5.6300e-01    1.3256e+02   -1.0221e+00    1.0221e+00
 5.6400e-01    1.3256e+02   -1.0220e+00    1.0220e+00
 5.6500e-01    1.3257e+02   -1.0220e+00    1.0220e+00
 5.6600e-01    1.3257e+02   -1.0219e+00    1.0219e+00
 5.6700e-01    1.3257e+02   -1.0219e+00    1.0219e+00
 5.6800e-01    1.3257e+02   -1.0220e+00    1.0220e+00
 5.6900e-01    1.3257e+02   -1.0220e+00    1.0220e+00
 5.7000e-01    1.3257e+02   -1.0220e+00    1.0220e+00
 5.7100e-01    1.3257e+02   -1.0221e+00    1.0221e+00
 5.7200e-01    1.3256e+02   -1.0222e+00    1.0222e+00
 5.7300e-01    1.3256e+02   -1.0223e+00    1.0223e+00
 5.7400e-01    1.3256e+02   -1.0224e+00    1.0224e+00
 5.7500e-01    1.3255e+02   -1.0225e+00    1.0225e+00
 5.7600e-01    1.3255e+02   -1.0227e+00    1.0227e+00
 5.7700e-01    1.3255e+02   -1.0228e+00    1.0228e+00
 5.7800e-01    1.3254e+02   -1.0229e+00    1.0229e+00
 5.7900e-01    1.3254e+02   -1.0229e+00    1.0229e+00
 5.8000e-01    1.3254e+02   -1.0230e+00    1.0230e+00
 5.8100e-01    1.3254e+02   -1.0231e+00    1.0231e+00
 5.8200e-01    1.3253e+02   -1.0231e+00    1.0231e+00
 5.8300e-01    1.3253e+02   -1.0232e+00    1.0232e+00
 5.8400e-01    1.3253e+02   -1.0232e+00    1.0232e+00
 5.8500e-01    1.3253e+02   -1.0232e+00    1.0232e+00
 5.8600e-01    1.3253e+02   -1.0232e+00    1.0232e+00
 5.8700e-01    1.3252e+02   -1.0232e+00    1.0232e+00
 5.8800e-01    1.3252e+02   -1.0233e+00    1.0233e+00
 5.8900e-01    1.3252e+02   -1.0233e+00    1.0233e+00
 5.9000e-01    1.3252e+02   -1.0233e+00    1.0233e+00
 5.9100e-01    1.3252e+02   -1.0233e+00    1.0233e+00
 5.9200e-01    1.3251e+02   -1.0233e+00    1.0233e+00
 5.9300e-01    1.3251e+02   -1.0234e+00    1.0234e+00
 5.9400e-01    1.3251e+02   -1.0234e+00    1.0234e+00
 5.9500e-01    1.3251e+02   -1.0235e+00    1.0235e+00
 5.9600e-01    1.3250e+02   -1.0236e+00    1.0236e+00
 5.9700e-01    1.3250e+02   -1.0236e+00    1.0236e+00
 5.9800e-01    1.3250e+02   -1.0237e+00    1.0237e+00
 5.9900e-01    1.3250e+02   -1.0237e+00    1.0237e+00
 6.0000e-01    1.3250e+02   -1.0238e+00    1.0238e+00
 6.0100e-01    1.3250e+02   -1.0238e+00    1.0238e+00
 6.0200e-01    1.3250e+02   -1.0238e+00    1.0238e+00
 6.0300e-01    1.3249e+02   -1.0238e+00    1.0238e+00
 6.0400e-01    1.3249e+02   -1.0238e+00    1.0238e+00
 6.0500e-01    1.3250e+02   -1.0238e+00    1.0238e+00
 6.0600e-01    1.3250e+02   -1.0237e+00    1.0237e+00
 6.0700e-01    1.3250e+02   -1.0237e+00    1.0237e+00
 6.0800e-01    1.3250e+02   -1.0236e+00    1.0236e+00
 6.0900e-01    1.3251e+02   -1.0235e+00    1.0235e+00
 6.1000e-01    1.3251e+02   -1.0234e+00    1.0234e+00
 6.1100e-01    1.3251e+02   -1.0233e+00    1.0233e+00
 6.1200e-01    1.3252e+02   -1.0232e+00    1.0232e+00
 6.1300e-01    1.3252e+02   -1.0231e+00    1.0231e+00
 6.1400e-01    1.3253e+02   -1.0230e+00    1.0230e+00
 6.1500e-01    1.3253e+02   -1.0228e+00    1.0228e+00
 6.1600e-01    1.3254e+02   -1.0227e+00    1.0227e+00
 6.1700e-01    1.3254e+02   -1.0226e+00    1.0226e+00
 6.1800e-01    1.3255e+02   -1.0225e+00    1.0225e+00
 6.1900e-01    1.3255e+02   -1.0224e+00    1.0224e+00
 6.2000e-01    1.3256e+02   -1.0223e+00    1.0223e+00
 6.2100e-01    1.3256e+02   -1.0222e+00    1.0222e+00
 6.2200e-01    1.3257e+02   -1.0221e+00    1.0221e+00
 6.2300e-01    1.3257e+02   -1.0219e+00    1.0219e+00
 6.2400e-01    1.3258e+02   -1.0218e+00    1.0218e+00
 6.2500e-01    1.3258e+02   -1.0217e+00    1.0217e+00
 6.2600e-01    1.3259e+02   -1.0216e+00    1.0216e+00
 6.2700e-01    1.3259e+02   -1.0214e+00    1.0214e+00
 6.2800e-01    1.3260e+02   -1.0213e+00    1.0213e+00
 6.2900e-01    1.3260e+02   -1.0212e+00    1.0212e+00
 6.3000e-01    1.3260e+02   -1.0211e+00    1.0211e+00
 6.3100e-01    1.3261e+02   -1.0210e+00    1.0210e+00
 6.3200e-01    1.3261e+02   -1.0209e+00    1.0209e+00
 6.3300e-01    1.3261e+02   -1.0209e+00    1.0209e+00
 6.3400e-01    1.3261e+02   -1.0208e+00    1.0208e+00
 6.3500e-01    1.3261e+02   -1.0208e+00    1.0208e+00
 6.3600e-01    1.3261e+02   -1.0208e+00    1.0208e+00
 6.3700e-01    1.3261e+02   -1.0207e+00    1.0207e+00
 6.3800e-01    1.3262e+02   -1.0207e+00    1.0207e+00
 6.3900e-01    1.3262e+02   -1.0207e+00    1.0207e+00
 6.4000e-01    1.3262e+02   -1.0207e+00    1.0207e+00
 6.4100e-01    1.3262e+02   -1.0207e+00    1.0207e+00
 6.4200e-01    1.3262e+02   -1.0207e+00    1.0207e+00
 6.4300e-01    1.3262e+02   -1.0207e+00    1.0207e+00
 6.4400e-01    1.3262e+02   -1.0207e+00    1.0207e+00
 6.4500e-01    1.3263e+02   -1.0206e+00    1.0206e+00
 6.4600e-01    1.3263e+02   -1.0206e+00    1.0206e+00
 6.4700e-01    1.3263e+02   -1.0205e+00    1.0205e+00
 6.4800e-01    1.3263e+02   -1.0204e+00    1.0204e+00
 6.4900e-01    1.3264e+02   -1.0203e+00    1.0203e+00
 6.5000e-01    1.3264e+02   -1.0202e+00    1.0202e+00
 6.5100e-01    1.3265e+02   -1.0200e+00    1.0200e+00
 6.5200e-01    1.3265e+02   -1.0199e+00    1.0199e+00
 6.5300e-01    1.3266e+02   -1.0197e+00    1.0197e+00
 6.5400e-01    1.3267e+02   -1.0196e+00    1.0196e+00
 6.5500e-01    1.3267e+02   -1.0195e+00    1.0195e+00
 6.5600e-01    1.3268e+02   -1.0194e+00    1.0194e+00
 6.5700e-01    1.3269e+02   -1.0193e+00    1.0193e+00
 6.5800e-01    1.3269e+02   -1.0192e+00    1.0192e+00
 6.5900e-01    1.3270e+02   -1.0191e+00    1.0191e+00
 6.6000e-01    1.3271e+02   -1.0189e+00    1.0189e+00
 6.6100e-01    1.3272e+02   -1.0188e+00    1.0188e+00
 6.6200e-01    1.3272e+02   -1.0186e+00    1.0186e+00
 6.6300e-01    1.3273e+02   -1.0185e+00    1.0185e+00
 6.6400e-01    1.3274e+02   -1.0184e+00    1.0184e+00
 6.6500e-01    1.3274e+02   -1.0183e+00    1.0183e+00
 6.6600e-01    1.3275e+02   -1.0181e+00    1.0181e+00
 6.6700e-01    1.3275e+02   -1.0180e+00    1.0180e+00
 6.6800e-01    1.3276e+02   -1.0179e+00    1.0179e+00
 6.6900e-01    1.3276e+02   -1.0178e+00    1.0178e+00
 6.7000e-01    1.3277e+02   -1.0176e+00    1.0176e+00
 6.7100e-01    1.3277e+02   -1.0175e+00    1.0175e+00
 6.7200e-01    1.3278e+02   -1.0174e+00    1.0174e+00
 6.7300e-01    1.3278e+02   -1.0173e+00    1.0173e+00
 6.7400e-01    1.3278e+02   -1.0172e+00    1.0172e+00
 6.7500e-01    1.3279e+02   -1.0172e+00    1.0172e+00
 6.7600e-01    1.3279e+02   -1.0171e+00    1.0171e+00
 6.7700e-01    1.3279e+02   -1.0170e+00    1.0170e+00
 6.7800e-01    1.3280e+02   -1.0170e+00    1.0170e+00
 6.7900e-01    1.3280e+02   -1.0170e+00    1.0170e+00
 6.8000e-01    1.3280e+02   -1.0169e+00    1.0169e+00
 6.8100e-01    1.3280e+02   -1.0169e+00    1.0169e+00
 6.8200e-01    1.3280e+02   -1.0170e+00    1.0170e+00
 6.8300e-01    1.3280e+02   -1.0170e+00    1.0170e+00
 6.8400e-01    1.3280e+02   -1.0170e+00    1.0170e+00
 6.8500e-01    1.3280e+02   -1.0170e+00    1.0170e+00
 6.8600e-01    1.3280e+02   -1.0170e+00    1.0170e+00
 6.8700e-01    1.3280e+02   -1.0170e+00    1.0170e+00
 6.8800e-01    1.3280e+02   -1.0170e+00    1.0170e+00
 6.8900e-01    1.3280e+02   -1.0170e+00    1.0170e+00
 6.9000e-01    1.3280e+02   -1.0170e+00    1.0170e+00
 6.9100e-01    1.3280e+02   -1.0170e+00    1.0170e+00
 6.9200e-01    1.3280e+02   -1.0170e+00    1.0170e+00
 6.9300e-01    1.3280e+02   -1.0169e+00    1.0169e+00
 6.9400e-01    1.3280e+02   -1.0169e+00    1.0169e+00
 6.9500e-01    1.3281e+02   -1.0168e+00    1.0168e+00
 6.9600e-01    1.3281e+02   -1.0168e+00    1.0168e+00
 6.9700e-01    1.3281e+02   -1.0167e+00    1.0167e+00
 6.9800e-01    1.3281e+02   -1.0166e+00    1.0166e+00
 6.9900e-01    1.3281e+02   -1.0166e+00    1.0166e+00
 7.0000e-01    1.3281e+02   -1.0165e+00    1.0165e+00
 7.0100e-01    1.3282e+02   -1.0165e+00    1.0165e+00
 7.0200e-01    1.3282e+02   -1.0164e+00    1.0164e+00
 7.0300e-01    1.3282e+02   -1.0164e+00    1.0164e+00
 7.0400e-01    1.3282e+02   -1.0164e+00    1.0164e+00
 7.0500e-01    1.3283e+02   -1.0163e+00    1.0163e+00
 7.0600e-01    1.3283e+02   -1.0163e+00    1.0163e+00
 7.0700e-01    1.3283e+02   -1.0162e+00    1.0162e+00
 7.0800e-01    1.3283e+02   -1.0161e+00    1.0161e+00
 7.0900e-01    1.3284e+02   -1.0160e+00    1.0160e+00
 7.1000e-01    1.3284e+02   -1.0160e+00    1.0160e+00
 7.1100e-01    1.3285e+02   -1.0159e+00    1.0159e+00
 7.1200e-01    1.3285e+02   -1.0158e+00    1.0158e+00
 7.1300e-01    1.3285e+02   -1.0157e+00    1.0157e+00
 7.1400e-01    1.3285e+02   -1.0157e+00    1.0157e+00
 7.1500e-01    1.3286e+02   -1.0156e+00    1.0156e+00
 7.1600e-01    1.3286e+02   -1.0155e+00    1.0155e+00
 7.1700e-01    1.3286e+02   -1.0154e+00    1.0154e+00
 7.1800e-01    1.3287e+02   -1.0153e+00    1.0153e+00
 7.1900e-01    1.3287e+02   -1.0153e+00    1.0153e+00
 7.2000e-01    1.3287e+02   -1.0152e+00    1.0152e+00
 7.2100e-01    1.3288e+02   -1.0151e+00    1.0151e+00
 7.2200e-01    1.3288e+02   -1.0151e+00    1.0151e+00
 7.2300e-01    1.3288e+02   -1.0150e+00    1.0150e+00
 7.2400e-01    1.3288e+02   -1.0150e+00    1.0150e+00
 7.2500e-01    1.3288e+02   -1.0149e+00    1.0149e+00
 7.2600e-01    1.3288e+02   -1.0149e+00    1.0149e+00
 7.2700e-01    1.3288e+02   -1.0148e+00    1.0148e+00
 7.2800e-01    1.3288e+02   -1.0148e+00    1.0148e+00
 7.2900e-01    1.3288e+02   -1.0147e+00    1.0147e+00
 7.3000e-01    1.3288e+02   -1.0147e+00    1.0147e+00
 7.3100e-01    1.3288e+02   -1.0147e+00    1.0147e+00
 7.3200e-01    1.3288e+02   -1.0147e+00    1.0147e+00
 7.3300e-01    1.3288e+02   -1.0147e+00    1.0147e+00
 7.3400e-01    1.3288e+02   -1.0147e+00    1.0147e+00
 7.3500e-01    1.3287e+02   -1.0148e+00    1.0148e+00
 7.3600e-01    1.3287e+02   -1.0149e+00    1.0149e+00
 7.3700e-01    1.3287e+02   -1.0149e+00    1.0149e+00
 7.3800e-01    1.3286e+02   -1.0150e+00    1.0150e+00
 7.3900e-01    1.3286e+02   -1.0151e+00    1.0151e+00
 7.4000e-01    1.3285e+02   -1.0152e+00    1.0152e+00
 7.4100e-01    1.3285e+02   -1.0153e+00    1.0153e+00
 7.4200e-01    1.3284e+02   -1.0154e+00    1.0154e+00
 7.4300e-01    1.3284e+02   -1.0155e+00    1.0155e+00
 7.4400e-01    1.3284e+02   -1.0155e+00    1.0155e+00
 7.4500e-01    1.3284e+02   -1.0155e+00    1.0155e+00
 7.4600e-01    1.3284e+02   -1.0156e+00    1.0156e+00
 7.4700e-01    1.3284e+02   -1.0156e+00    1.0156e+00
 7.4800e-01    1.3284e+02   -1.0156e+00    1.0156e+00
 7.4900e-01    1.3284e+02   -1.0156e+00    1.0156e+00
 7.5000e-01    1.3284e+02   -1.0156e+00    1.0156e+00
 7.5100e-01    1.3284e+02   -1.0156e+00    1.0156e+00
 7.5200e-01    1.3284e+02   -1.0155e+00    1.0155e+00
 7.5300e-01    1.3284e+02   -1.0155e+00    1.0155e+00
 7.5400e-01    1.3285e+02   -1.0154e+00    1.0154e+00
 7.5500e-01    1.3285e+02   -1.0154e+00    1.0154e+00
 7.5600e-01    1.3285e+02   -1.0154e+00    1.0154e+00
 7.5700e-01    1.3285e+02   -1.0153e+00    1.0153e+00
 7.5800e-01    1.3285e+02   -1.0153e+00    1.0153e+00
 7.5900e-01    1.3286e+02   -1.0152e+00    1.0152e+00
 7.6000e-01    1.3286e+02   -1.0151e+00    1.0151e+00
 7.6100e-01    1.3286e+02   -1.0151e+00    1.0151e+00
 7.6200e-01    1.3286e+02   -1.0150e+00    1.0150e+00
 7.6300e-01    1.3287e+02   -1.0149e+00    1.0149e+00
 7.6400e-01    1.3287e+02   -1.0148e+00    1.0148e+00
 7.6500e-01    1.3288e+02   -1.0147e+00    1.0147e+00
 7.6600e-01    1.3288e+02   -1.0146e+00    1.0146e+00
 7.6700e-01    1.3289e+02   -1.0145e+00    1.0145e+00
 7.6800e-01    1.3289e+02   -1.0144e+00    1.0144e+00
 7.6900e-01    1.3290e+02   -1.0143e+00    1.0143e+00
 7.7000e-01    1.3290e+02   -1.0142e+00    1.0142e+00
 7.7100e-01    1.3291e+02   -1.0140e+00    1.0140e+00
 7.7200e-01    1.3292e+02   -1.0139e+00    1.0139e+00
 7.7300e-01    1.3292e+02   -1.0137e+00    1.0137e+00
 7.7400e-01    1.3293e+02   -1.0136e+00    1.0136e+00
 7.7500e-01    1.3294e+02   -1.0134e+00    1.0134e+00
 7.7600e-01    1.3295e+02   -1.0132e+00    1.0132e+00
 7.7700e-01    1.3295e+02   -1.0130e+00    1.0130e+00
 7.7800e-01    1.3296e+02   -1.0128e+00    1.0128e+00
 7.7900e-01    1.3297e+02   -1.0126e+00    1.0126e+00
 7.8000e-01    1.3298e+02   -1.0124e+00    1.0124e+00
 7.8100e-01    1.3298e+02   -1.0123e+00    1.0123e+00
 7.8200e-01    1.3299e+02   -1.0121e+00    1.0121e+00
 7.8300e-01    1.3300e+02   -1.0119e+00    1.0119e+00
 7.8400e-01    1.3301e+02   -1.0118e+00    1.0118e+00
 7.8500e-01    1.3301e+02   -1.0117e+00    1.0117e+00
 7.8600e-01    1.3302e+02   -1.0115e+00    1.0115e+00
 7.8700e-01    1.3302e+02   -1.0114e+00    1.0114e+00
 7.8800e-01    1.3303e+02   -1.0113e+00    1.0113e+00
 7.8900e-01    1.3303e+02   -1.0112e+00    1.0112e+00
 7.9000e-01    1.3304e+02   -1.0111e+00    1.0111e+00
 7.9100e-01    1.3304e+02   -1.0111e+00    1.0111e+00
 7.9200e-01    1.3305e+02   -1.0110e+00    1.0110e+00
 7.9300e-01    1.3305e+02   -1.0110e+00    1.0110e+00
 7.9400e-01    1.3305e+02   -1.0109e+00    1.0109e+00
 7.9500e-01    1.3306e+02   -1.0109e+00    1.0109e+00
 7.9600e-01    1.3306e+02   -1.0109e+00    1.0109e+00
 7.9700e-01    1.3306e+02   -1.0108e+00    1.0108e+00
 7.9800e-01    1.3307e+02   -1.0108e+00    1.0108e+00
 7.9900e-01    1.3307e+02   -1.0107e+00    1.0107e+00
 8.0000e-01    1.3307e+02   -1.0107e+00    1.0107e+00
 8.0100e-01    1.3307e+02   -1.0107e+00    1.0107e+00
 8.0200e-01    1.3307e+02   -1.0106e+00    1.0106e+00
 8.0300e-01    1.3308e+02   -1.0106e+00    1.0106e+00
 8.0400e-01    1.3308e+02   -1.0105e+00    1.0105e+00
 8.0500e-01    1.3308e+02   -1.0105e+00    1.0105e+00
 8.0600e-01    1.3308e+02   -1.0104e+00    1.0104e+00
 8.0700e-01    1.3308e+02   -1.0104e+00    1.0104e+00
 8.0800e-01    1.3308e+02   -1.0104e+00    1.0104e+00
 8.0900e-01    1.3308e+02   -1.0103e+00    1.0103e+00
 8.1000e-01    1.3309e+02   -1.0103e+00    1.0103e+00
 8.1100e-01    1.3309e+02   -1.0103e+00    1.0103e+00
 8.1200e-01    1.3309e+02   -1.0102e+00    1.0102e+00
 8.1300e-01    1.3309e+02   -1.0102e+00    1.0102e+00
