PROFILES: ELECTRIC POTENTIAL phi, MACH NUMBER U_z/cs, MACH NUMBER U_Bdir/c_s 
distance(mm)    phi(V)      U_z/cs(-)      U_Bdir/c_s(-)
 8.8000e-02    1.3063e+02   -1.0633e+00    1.0633e+00
 8.9000e-02    1.3065e+02   -1.0628e+00    1.0628e+00
 9.0000e-02    1.3068e+02   -1.0624e+00    1.0624e+00
 9.1000e-02    1.3070e+02   -1.0620e+00    1.0620e+00
 9.2000e-02    1.3072e+02   -1.0616e+00    1.0616e+00
 9.3000e-02    1.3074e+02   -1.0612e+00    1.0612e+00
 9.4000e-02    1.3075e+02   -1.0608e+00    1.0608e+00
 9.5000e-02    1.3077e+02   -1.0605e+00    1.0605e+00
 9.6000e-02    1.3079e+02   -1.0601e+00    1.0601e+00
 9.7000e-02    1.3080e+02   -1.0597e+00    1.0597e+00
 9.8000e-02    1.3082e+02   -1.0594e+00    1.0594e+00
 9.9000e-02    1.3084e+02   -1.0591e+00    1.0591e+00
 1.0000e-01    1.3086e+02   -1.0587e+00    1.0587e+00
 1.0100e-01    1.3087e+02   -1.0584e+00    1.0584e+00
 1.0200e-01    1.3089e+02   -1.0581e+00    1.0581e+00
 1.0300e-01    1.3090e+02   -1.0578e+00    1.0578e+00
 1.0400e-01    1.3092e+02   -1.0575e+00    1.0575e+00
 1.0500e-01    1.3093e+02   -1.0572e+00    1.0572e+00
 1.0600e-01    1.3095e+02   -1.0569e+00    1.0569e+00
 1.0700e-01    1.3096e+02   -1.0566e+00    1.0566e+00
 1.0800e-01    1.3097e+02   -1.0563e+00    1.0563e+00
 1.0900e-01    1.3099e+02   -1.0560e+00    1.0560e+00
 1.1000e-01    1.3100e+02   -1.0557e+00    1.0557e+00
 1.1100e-01    1.3101e+02   -1.0554e+00    1.0554e+00
 1.1200e-01    1.3102e+02   -1.0552e+00    1.0552e+00
 1.1300e-01    1.3104e+02   -1.0549e+00    1.0549e+00
 1.1400e-01    1.3105e+02   -1.0547e+00    1.0547e+00
 1.1500e-01    1.3106e+02   -1.0545e+00    1.0545e+00
 1.1600e-01    1.3106e+02   -1.0543e+00    1.0543e+00
 1.1700e-01    1.3107e+02   -1.0541e+00    1.0541e+00
 1.1800e-01    1.3108e+02   -1.0540e+00    1.0540e+00
 1.1900e-01    1.3108e+02   -1.0539e+00    1.0539e+00
 1.2000e-01    1.3108e+02   -1.0538e+00    1.0538e+00
 1.2100e-01    1.3109e+02   -1.0537e+00    1.0537e+00
 1.2200e-01    1.3110e+02   -1.0536e+00    1.0536e+00
 1.2300e-01    1.3110e+02   -1.0535e+00    1.0535e+00
 1.2400e-01    1.3110e+02   -1.0534e+00    1.0534e+00
 1.2500e-01    1.3111e+02   -1.0533e+00    1.0533e+00
 1.2600e-01    1.3111e+02   -1.0532e+00    1.0532e+00
 1.2700e-01    1.3112e+02   -1.0531e+00    1.0531e+00
 1.2800e-01    1.3113e+02   -1.0530e+00    1.0530e+00
 1.2900e-01    1.3113e+02   -1.0528e+00    1.0528e+00
 1.3000e-01    1.3114e+02   -1.0527e+00    1.0527e+00
 1.3100e-01    1.3114e+02   -1.0526e+00    1.0526e+00
 1.3200e-01    1.3115e+02   -1.0524e+00    1.0524e+00
 1.3300e-01    1.3115e+02   -1.0523e+00    1.0523e+00
 1.3400e-01    1.3116e+02   -1.0521e+00    1.0521e+00
 1.3500e-01    1.3117e+02   -1.0520e+00    1.0520e+00
 1.3600e-01    1.3117e+02   -1.0519e+00    1.0519e+00
 1.3700e-01    1.3118e+02   -1.0517e+00    1.0517e+00
 1.3800e-01    1.3119e+02   -1.0516e+00    1.0516e+00
 1.3900e-01    1.3119e+02   -1.0515e+00    1.0515e+00
 1.4000e-01    1.3120e+02   -1.0514e+00    1.0514e+00
 1.4100e-01    1.3120e+02   -1.0513e+00    1.0513e+00
 1.4200e-01    1.3121e+02   -1.0511e+00    1.0511e+00
 1.4300e-01    1.3121e+02   -1.0510e+00    1.0510e+00
 1.4400e-01    1.3122e+02   -1.0509e+00    1.0509e+00
 1.4500e-01    1.3123e+02   -1.0507e+00    1.0507e+00
 1.4600e-01    1.3123e+02   -1.0506e+00    1.0506e+00
 1.4700e-01    1.3124e+02   -1.0504e+00    1.0504e+00
 1.4800e-01    1.3125e+02   -1.0503e+00    1.0503e+00
 1.4900e-01    1.3126e+02   -1.0501e+00    1.0501e+00
 1.5000e-01    1.3126e+02   -1.0500e+00    1.0500e+00
 1.5100e-01    1.3127e+02   -1.0499e+00    1.0499e+00
 1.5200e-01    1.3128e+02   -1.0497e+00    1.0497e+00
 1.5300e-01    1.3128e+02   -1.0496e+00    1.0496e+00
 1.5400e-01    1.3129e+02   -1.0494e+00    1.0494e+00
 1.5500e-01    1.3129e+02   -1.0492e+00    1.0492e+00
 1.5600e-01    1.3130e+02   -1.0491e+00    1.0491e+00
 1.5700e-01    1.3130e+02   -1.0489e+00    1.0489e+00
 1.5800e-01    1.3131e+02   -1.0488e+00    1.0488e+00
 1.5900e-01    1.3131e+02   -1.0486e+00    1.0486e+00
 1.6000e-01    1.3132e+02   -1.0485e+00    1.0485e+00
 1.6100e-01    1.3132e+02   -1.0485e+00    1.0485e+00
 1.6200e-01    1.3132e+02   -1.0484e+00    1.0484e+00
 1.6300e-01    1.3132e+02   -1.0484e+00    1.0484e+00
 1.6400e-01    1.3132e+02   -1.0484e+00    1.0484e+00
 1.6500e-01    1.3132e+02   -1.0484e+00    1.0484e+00
 1.6600e-01    1.3132e+02   -1.0484e+00    1.0484e+00
 1.6700e-01    1.3131e+02   -1.0485e+00    1.0485e+00
 1.6800e-01    1.3131e+02   -1.0485e+00    1.0485e+00
 1.6900e-01    1.3131e+02   -1.0486e+00    1.0486e+00
 1.7000e-01    1.3130e+02   -1.0487e+00    1.0487e+00
 1.7100e-01    1.3130e+02   -1.0489e+00    1.0489e+00
 1.7200e-01    1.3129e+02   -1.0490e+00    1.0490e+00
 1.7300e-01    1.3128e+02   -1.0492e+00    1.0492e+00
 1.7400e-01    1.3128e+02   -1.0494e+00    1.0494e+00
 1.7500e-01    1.3127e+02   -1.0496e+00    1.0496e+00
 1.7600e-01    1.3126e+02   -1.0498e+00    1.0498e+00
 1.7700e-01    1.3125e+02   -1.0500e+00    1.0500e+00
 1.7800e-01    1.3124e+02   -1.0502e+00    1.0502e+00
 1.7900e-01    1.3123e+02   -1.0504e+00    1.0504e+00
 1.8000e-01    1.3123e+02   -1.0506e+00    1.0506e+00
 1.8100e-01    1.3122e+02   -1.0508e+00    1.0508e+00
 1.8200e-01    1.3121e+02   -1.0510e+00    1.0510e+00
 1.8300e-01    1.3120e+02   -1.0512e+00    1.0512e+00
 1.8400e-01    1.3120e+02   -1.0513e+00    1.0513e+00
 1.8500e-01    1.3119e+02   -1.0514e+00    1.0514e+00
 1.8600e-01    1.3119e+02   -1.0515e+00    1.0515e+00
 1.8700e-01    1.3119e+02   -1.0515e+00    1.0515e+00
 1.8800e-01    1.3119e+02   -1.0515e+00    1.0515e+00
 1.8900e-01    1.3119e+02   -1.0515e+00    1.0515e+00
 1.9000e-01    1.3119e+02   -1.0515e+00    1.0515e+00
 1.9100e-01    1.3119e+02   -1.0515e+00    1.0515e+00
 1.9200e-01    1.3119e+02   -1.0514e+00    1.0514e+00
 1.9300e-01    1.3120e+02   -1.0513e+00    1.0513e+00
 1.9400e-01    1.3120e+02   -1.0513e+00    1.0513e+00
 1.9500e-01    1.3121e+02   -1.0512e+00    1.0512e+00
 1.9600e-01    1.3121e+02   -1.0511e+00    1.0511e+00
 1.9700e-01    1.3122e+02   -1.0510e+00    1.0510e+00
 1.9800e-01    1.3122e+02   -1.0509e+00    1.0509e+00
 1.9900e-01    1.3123e+02   -1.0508e+00    1.0508e+00
 2.0000e-01    1.3123e+02   -1.0507e+00    1.0507e+00
 2.0100e-01    1.3124e+02   -1.0505e+00    1.0505e+00
 2.0200e-01    1.3125e+02   -1.0504e+00    1.0504e+00
 2.0300e-01    1.3126e+02   -1.0503e+00    1.0503e+00
 2.0400e-01    1.3126e+02   -1.0501e+00    1.0501e+00
 2.0500e-01    1.3127e+02   -1.0500e+00    1.0500e+00
 2.0600e-01    1.3128e+02   -1.0498e+00    1.0498e+00
 2.0700e-01    1.3128e+02   -1.0497e+00    1.0497e+00
 2.0800e-01    1.3129e+02   -1.0495e+00    1.0495e+00
 2.0900e-01    1.3129e+02   -1.0494e+00    1.0494e+00
 2.1000e-01    1.3130e+02   -1.0493e+00    1.0493e+00
 2.1100e-01    1.3131e+02   -1.0491e+00    1.0491e+00
 2.1200e-01    1.3132e+02   -1.0489e+00    1.0489e+00
 2.1300e-01    1.3132e+02   -1.0488e+00    1.0488e+00
 2.1400e-01    1.3133e+02   -1.0486e+00    1.0486e+00
 2.1500e-01    1.3134e+02   -1.0484e+00    1.0484e+00
 2.1600e-01    1.3135e+02   -1.0483e+00    1.0483e+00
 2.1700e-01    1.3136e+02   -1.0481e+00    1.0481e+00
 2.1800e-01    1.3137e+02   -1.0479e+00    1.0479e+00
 2.1900e-01    1.3138e+02   -1.0477e+00    1.0477e+00
 2.2000e-01    1.3139e+02   -1.0475e+00    1.0475e+00
 2.2100e-01    1.3140e+02   -1.0473e+00    1.0473e+00
 2.2200e-01    1.3141e+02   -1.0470e+00    1.0470e+00
 2.2300e-01    1.3142e+02   -1.0468e+00    1.0468e+00
 2.2400e-01    1.3143e+02   -1.0466e+00    1.0466e+00
 2.2500e-01    1.3144e+02   -1.0464e+00    1.0464e+00
 2.2600e-01    1.3145e+02   -1.0461e+00    1.0461e+00
 2.2700e-01    1.3146e+02   -1.0459e+00    1.0459e+00
 2.2800e-01    1.3147e+02   -1.0457e+00    1.0457e+00
 2.2900e-01    1.3148e+02   -1.0455e+00    1.0455e+00
 2.3000e-01    1.3149e+02   -1.0453e+00    1.0453e+00
 2.3100e-01    1.3150e+02   -1.0450e+00    1.0450e+00
 2.3200e-01    1.3151e+02   -1.0448e+00    1.0448e+00
 2.3300e-01    1.3152e+02   -1.0446e+00    1.0446e+00
 2.3400e-01    1.3153e+02   -1.0444e+00    1.0444e+00
 2.3500e-01    1.3154e+02   -1.0442e+00    1.0442e+00
 2.3600e-01    1.3155e+02   -1.0440e+00    1.0440e+00
 2.3700e-01    1.3155e+02   -1.0438e+00    1.0438e+00
 2.3800e-01    1.3156e+02   -1.0437e+00    1.0437e+00
 2.3900e-01    1.3156e+02   -1.0436e+00    1.0436e+00
 2.4000e-01    1.3156e+02   -1.0435e+00    1.0435e+00
 2.4100e-01    1.3157e+02   -1.0434e+00    1.0434e+00
 2.4200e-01    1.3157e+02   -1.0433e+00    1.0433e+00
 2.4300e-01    1.3157e+02   -1.0433e+00    1.0433e+00
 2.4400e-01    1.3157e+02   -1.0432e+00    1.0432e+00
 2.4500e-01    1.3157e+02   -1.0432e+00    1.0432e+00
 2.4600e-01    1.3157e+02   -1.0431e+00    1.0431e+00
 2.4700e-01    1.3157e+02   -1.0431e+00    1.0431e+00
 2.4800e-01    1.3157e+02   -1.0431e+00    1.0431e+00
 2.4900e-01    1.3157e+02   -1.0431e+00    1.0431e+00
 2.5000e-01    1.3157e+02   -1.0431e+00    1.0431e+00
 2.5100e-01    1.3156e+02   -1.0432e+00    1.0432e+00
 2.5200e-01    1.3156e+02   -1.0432e+00    1.0432e+00
 2.5300e-01    1.3156e+02   -1.0433e+00    1.0433e+00
 2.5400e-01    1.3156e+02   -1.0433e+00    1.0433e+00
 2.5500e-01    1.3155e+02   -1.0434e+00    1.0434e+00
 2.5600e-01    1.3155e+02   -1.0434e+00    1.0434e+00
 2.5700e-01    1.3155e+02   -1.0435e+00    1.0435e+00
 2.5800e-01    1.3154e+02   -1.0435e+00    1.0435e+00
 2.5900e-01    1.3154e+02   -1.0436e+00    1.0436e+00
 2.6000e-01    1.3154e+02   -1.0437e+00    1.0437e+00
 2.6100e-01    1.3153e+02   -1.0437e+00    1.0437e+00
 2.6200e-01    1.3153e+02   -1.0438e+00    1.0438e+00
 2.6300e-01    1.3153e+02   -1.0438e+00    1.0438e+00
 2.6400e-01    1.3153e+02   -1.0438e+00    1.0438e+00
 2.6500e-01    1.3153e+02   -1.0438e+00    1.0438e+00
 2.6600e-01    1.3153e+02   -1.0438e+00    1.0438e+00
 2.6700e-01    1.3153e+02   -1.0437e+00    1.0437e+00
 2.6800e-01    1.3153e+02   -1.0437e+00    1.0437e+00
 2.6900e-01    1.3153e+02   -1.0437e+00    1.0437e+00
 2.7000e-01    1.3153e+02   -1.0437e+00    1.0437e+00
 2.7100e-01    1.3154e+02   -1.0436e+00    1.0436e+00
 2.7200e-01    1.3154e+02   -1.0436e+00    1.0436e+00
 2.7300e-01    1.3154e+02   -1.0436e+00    1.0436e+00
 2.7400e-01    1.3154e+02   -1.0435e+00    1.0435e+00
 2.7500e-01    1.3155e+02   -1.0435e+00    1.0435e+00
 2.7600e-01    1.3155e+02   -1.0434e+00    1.0434e+00
 2.7700e-01    1.3155e+02   -1.0434e+00    1.0434e+00
 2.7800e-01    1.3156e+02   -1.0433e+00    1.0433e+00
 2.7900e-01    1.3156e+02   -1.0433e+00    1.0433e+00
 2.8000e-01    1.3156e+02   -1.0432e+00    1.0432e+00
 2.8100e-01    1.3157e+02   -1.0431e+00    1.0431e+00
 2.8200e-01    1.3157e+02   -1.0430e+00    1.0430e+00
 2.8300e-01    1.3158e+02   -1.0429e+00    1.0429e+00
 2.8400e-01    1.3158e+02   -1.0428e+00    1.0428e+00
 2.8500e-01    1.3159e+02   -1.0427e+00    1.0427e+00
 2.8600e-01    1.3160e+02   -1.0425e+00    1.0425e+00
 2.8700e-01    1.3160e+02   -1.0424e+00    1.0424e+00
 2.8800e-01    1.3161e+02   -1.0422e+00    1.0422e+00
 2.8900e-01    1.3162e+02   -1.0420e+00    1.0420e+00
 2.9000e-01    1.3163e+02   -1.0419e+00    1.0419e+00
 2.9100e-01    1.3163e+02   -1.0417e+00    1.0417e+00
 2.9200e-01    1.3164e+02   -1.0416e+00    1.0416e+00
 2.9300e-01    1.3165e+02   -1.0414e+00    1.0414e+00
 2.9400e-01    1.3165e+02   -1.0413e+00    1.0413e+00
 2.9500e-01    1.3166e+02   -1.0411e+00    1.0411e+00
 2.9600e-01    1.3166e+02   -1.0410e+00    1.0410e+00
 2.9700e-01    1.3167e+02   -1.0408e+00    1.0408e+00
 2.9800e-01    1.3168e+02   -1.0407e+00    1.0407e+00
 2.9900e-01    1.3168e+02   -1.0405e+00    1.0405e+00
 3.0000e-01    1.3169e+02   -1.0403e+00    1.0403e+00
 3.0100e-01    1.3170e+02   -1.0402e+00    1.0402e+00
 3.0200e-01    1.3171e+02   -1.0400e+00    1.0400e+00
 3.0300e-01    1.3172e+02   -1.0398e+00    1.0398e+00
 3.0400e-01    1.3172e+02   -1.0396e+00    1.0396e+00
 3.0500e-01    1.3173e+02   -1.0395e+00    1.0395e+00
 3.0600e-01    1.3174e+02   -1.0393e+00    1.0393e+00
 3.0700e-01    1.3175e+02   -1.0391e+00    1.0391e+00
 3.0800e-01    1.3176e+02   -1.0389e+00    1.0389e+00
 3.0900e-01    1.3176e+02   -1.0387e+00    1.0387e+00
 3.1000e-01    1.3177e+02   -1.0385e+00    1.0385e+00
 3.1100e-01    1.3178e+02   -1.0383e+00    1.0383e+00
 3.1200e-01    1.3179e+02   -1.0381e+00    1.0381e+00
 3.1300e-01    1.3179e+02   -1.0379e+00    1.0379e+00
 3.1400e-01    1.3180e+02   -1.0378e+00    1.0378e+00
 3.1500e-01    1.3181e+02   -1.0377e+00    1.0377e+00
 3.1600e-01    1.3181e+02   -1.0377e+00    1.0377e+00
 3.1700e-01    1.3181e+02   -1.0376e+00    1.0376e+00
 3.1800e-01    1.3182e+02   -1.0376e+00    1.0376e+00
 3.1900e-01    1.3182e+02   -1.0376e+00    1.0376e+00
 3.2000e-01    1.3182e+02   -1.0375e+00    1.0375e+00
 3.2100e-01    1.3183e+02   -1.0375e+00    1.0375e+00
 3.2200e-01    1.3183e+02   -1.0374e+00    1.0374e+00
 3.2300e-01    1.3183e+02   -1.0374e+00    1.0374e+00
 3.2400e-01    1.3183e+02   -1.0373e+00    1.0373e+00
 3.2500e-01    1.3184e+02   -1.0373e+00    1.0373e+00
 3.2600e-01    1.3184e+02   -1.0372e+00    1.0372e+00
 3.2700e-01    1.3184e+02   -1.0371e+00    1.0371e+00
 3.2800e-01    1.3184e+02   -1.0371e+00    1.0371e+00
 3.2900e-01    1.3184e+02   -1.0370e+00    1.0370e+00
 3.3000e-01    1.3184e+02   -1.0370e+00    1.0370e+00
 3.3100e-01    1.3184e+02   -1.0370e+00    1.0370e+00
 3.3200e-01    1.3185e+02   -1.0369e+00    1.0369e+00
 3.3300e-01    1.3185e+02   -1.0369e+00    1.0369e+00
 3.3400e-01    1.3185e+02   -1.0369e+00    1.0369e+00
 3.3500e-01    1.3185e+02   -1.0369e+00    1.0369e+00
 3.3600e-01    1.3185e+02   -1.0369e+00    1.0369e+00
 3.3700e-01    1.3185e+02   -1.0369e+00    1.0369e+00
 3.3800e-01    1.3185e+02   -1.0369e+00    1.0369e+00
 3.3900e-01    1.3185e+02   -1.0369e+00    1.0369e+00
 3.4000e-01    1.3185e+02   -1.0369e+00    1.0369e+00
 3.4100e-01    1.3185e+02   -1.0369e+00    1.0369e+00
 3.4200e-01    1.3185e+02   -1.0369e+00    1.0369e+00
 3.4300e-01    1.3185e+02   -1.0369e+00    1.0369e+00
 3.4400e-01    1.3185e+02   -1.0369e+00    1.0369e+00
 3.4500e-01    1.3185e+02   -1.0369e+00    1.0369e+00
 3.4600e-01    1.3185e+02   -1.0369e+00    1.0369e+00
 3.4700e-01    1.3185e+02   -1.0369e+00    1.0369e+00
 3.4800e-01    1.3185e+02   -1.0369e+00    1.0369e+00
 3.4900e-01    1.3185e+02   -1.0369e+00    1.0369e+00
 3.5000e-01    1.3185e+02   -1.0369e+00    1.0369e+00
 3.5100e-01    1.3185e+02   -1.0370e+00    1.0370e+00
 3.5200e-01    1.3185e+02   -1.0370e+00    1.0370e+00
 3.5300e-01    1.3185e+02   -1.0370e+00    1.0370e+00
 3.5400e-01    1.3184e+02   -1.0370e+00    1.0370e+00
 3.5500e-01    1.3184e+02   -1.0370e+00    1.0370e+00
 3.5600e-01    1.3184e+02   -1.0371e+00    1.0371e+00
 3.5700e-01    1.3184e+02   -1.0371e+00    1.0371e+00
 3.5800e-01    1.3184e+02   -1.0371e+00    1.0371e+00
 3.5900e-01    1.3184e+02   -1.0371e+00    1.0371e+00
 3.6000e-01    1.3184e+02   -1.0371e+00    1.0371e+00
 3.6100e-01    1.3184e+02   -1.0371e+00    1.0371e+00
 3.6200e-01    1.3184e+02   -1.0371e+00    1.0371e+00
 3.6300e-01    1.3184e+02   -1.0371e+00    1.0371e+00
 3.6400e-01    1.3184e+02   -1.0371e+00    1.0371e+00
 3.6500e-01    1.3184e+02   -1.0372e+00    1.0372e+00
 3.6600e-01    1.3184e+02   -1.0372e+00    1.0372e+00
 3.6700e-01    1.3184e+02   -1.0372e+00    1.0372e+00
 3.6800e-01    1.3184e+02   -1.0372e+00    1.0372e+00
 3.6900e-01    1.3184e+02   -1.0371e+00    1.0371e+00
 3.7000e-01    1.3184e+02   -1.0371e+00    1.0371e+00
 3.7100e-01    1.3184e+02   -1.0370e+00    1.0370e+00
 3.7200e-01    1.3184e+02   -1.0370e+00    1.0370e+00
 3.7300e-01    1.3185e+02   -1.0369e+00    1.0369e+00
 3.7400e-01    1.3185e+02   -1.0368e+00    1.0368e+00
 3.7500e-01    1.3185e+02   -1.0368e+00    1.0368e+00
 3.7600e-01    1.3186e+02   -1.0367e+00    1.0367e+00
 3.7700e-01    1.3186e+02   -1.0366e+00    1.0366e+00
 3.7800e-01    1.3186e+02   -1.0365e+00    1.0365e+00
 3.7900e-01    1.3187e+02   -1.0363e+00    1.0363e+00
 3.8000e-01    1.3187e+02   -1.0362e+00    1.0362e+00
 3.8100e-01    1.3188e+02   -1.0360e+00    1.0360e+00
 3.8200e-01    1.3189e+02   -1.0359e+00    1.0359e+00
 3.8300e-01    1.3189e+02   -1.0358e+00    1.0358e+00
 3.8400e-01    1.3190e+02   -1.0357e+00    1.0357e+00
 3.8500e-01    1.3191e+02   -1.0355e+00    1.0355e+00
 3.8600e-01    1.3191e+02   -1.0354e+00    1.0354e+00
 3.8700e-01    1.3192e+02   -1.0353e+00    1.0353e+00
 3.8800e-01    1.3193e+02   -1.0352e+00    1.0352e+00
 3.8900e-01    1.3193e+02   -1.0351e+00    1.0351e+00
 3.9000e-01    1.3194e+02   -1.0350e+00    1.0350e+00
 3.9100e-01    1.3194e+02   -1.0349e+00    1.0349e+00
 3.9200e-01    1.3195e+02   -1.0348e+00    1.0348e+00
 3.9300e-01    1.3196e+02   -1.0347e+00    1.0347e+00
 3.9400e-01    1.3196e+02   -1.0346e+00    1.0346e+00
 3.9500e-01    1.3197e+02   -1.0345e+00    1.0345e+00
 3.9600e-01    1.3197e+02   -1.0344e+00    1.0344e+00
 3.9700e-01    1.3198e+02   -1.0343e+00    1.0343e+00
 3.9800e-01    1.3198e+02   -1.0341e+00    1.0341e+00
 3.9900e-01    1.3199e+02   -1.0340e+00    1.0340e+00
 4.0000e-01    1.3199e+02   -1.0339e+00    1.0339e+00
 4.0100e-01    1.3200e+02   -1.0338e+00    1.0338e+00
 4.0200e-01    1.3200e+02   -1.0337e+00    1.0337e+00
 4.0300e-01    1.3201e+02   -1.0336e+00    1.0336e+00
 4.0400e-01    1.3201e+02   -1.0335e+00    1.0335e+00
 4.0500e-01    1.3201e+02   -1.0334e+00    1.0334e+00
